File,Percent Increase
David Starkey,103.84
Wedding of Prince Harry and Meghan Markle,103.77
Olga Constantinovna of Russia,102.71
Order of New Zealand,102.11
"Alfred, Duke of Saxe-Coburg and Gotha",100.2
Baron Greenwich,100.08
Harkness Roses,100.0
Alfred Stair,100.0
Australian Conservation Foundation,100.0
Denis Follows,100.0
Janet Frame,100.0
Line of succession,100.0
Titanic Belfast,99.59
Christian VI of Denmark,99.13
Fox hunting,99.07
HMY Britannia,98.94
Grand Duke Konstantin Nikolayevich of Russia,98.71
Christian VIII of Denmark,98.33
Prince Charles of Denmark,98.33
Earl of Merioneth,97.88
Maurice Pryce,97.73
Driving licence in the United Kingdom,97.63
Karl Lashley,96.77
Hans Heilbronn,96.77
Joy Cowley,96.53
Prince George William of Great Britain,94.9
Office for National Statistics,94.89
Princess Cecilie of Greece and Denmark,94.74
Mason Durie (psychiatrist),94.63
Introduction (House of Lords),94.57
Second-in-command,93.68
Repatriated,93.33
Anti-German sentiment,93.11
Tokyo Bay,93.05
Queen Elizabeth The Queen Mother,92.86
Anti-Chinese sentiment,92.55
Hugh Kāwharu,91.89
Ian Watmore,91.67
"St Edmund's College, Cambridge",91.64
Naturalised,91.56
Richard Badew,91.3
"List of titles and honours of Prince Philip, Duke of Edinburgh",90.37
Caroline of Brunswick,90.24
Brian Lochore,90.12
Label (heraldry),89.54
Doi (identifier),89.37
PMID (identifier),88.08
"Prince Henry, Duke of Cumberland and Strathearn",88.02
Greek Orthodox Church,87.9
Roy McKenzie,87.5
Alan MacDiarmid,87.43
Count Oluf of Rosenborg,87.12
C. E. Beeby,86.96
Prince Andrew of Greece and Denmark,86.95
Knight Grand Cross of the Royal Victorian Order,85.87
Mentioned in dispatches,85.77
Albert Wendt,84.95
Inescutcheon,83.7
Frederick Wall,82.35
World Wildlife Fund,81.99
Mitochondrial DNA,80.46
Real Irish Republican Army,80.3
Prince Christian of Denmark (1675–1695),79.63
Graham Doggart,79.41
Matt Smith,79.18
Miles Warren,77.94
William Percy (bishop),77.78
Design Council,77.65
Coronet,77.17
Lady Gabriella Kingston,77.15
Ken Douglas,76.19
Emperor Nicholas II,76.19
Christian VII of Denmark,75.88
Blackheath Proprietary School,75.76
White House Historical Association,75.69
Prince Frederick of Great Britain,75.42
Doreen Blumhardt,75.0
"William Cecil, 1st Baron Burghley",74.69
Kenneth Keith,74.47
Royal Academy of Engineering,74.34
Department of Canadian Heritage,74.16
Army Cadet Force,74.06
Bill Pickering (rocket scientist),73.95
Peter Gluckman,73.42
First lieutenant,72.81
List of princes of Denmark,72.73
George Alexis Weymouth,72.73
Peter Townsend (RAF officer),72.49
Gregorian calendar,71.89
Queen Victoria,71.54
Royal Marines,71.43
Marmaduke Lumley,71.43
"Victor Hope, 2nd Marquess of Linlithgow",70.93
"Ferdinand, Hereditary Prince of Denmark",70.4
Second World War,70.35
House of Romanov,70.25
Greek Orthodox,70.17
George III,69.93
Rideau Hall,69.7
Frederick IV of Denmark,69.12
"Prince Edward, Duke of York and Albany",68.58
"Albert, Prince Consort",68.47
Crown Colony of Malta,68.09
Mary of Teck,67.78
Corsham,67.64
"Henry Howard, 1st Earl of Northampton",66.83
Royal Society,66.82
Consort of the British monarch,65.75
Michael Parker (courtier),65.73
Edward Story,65.38
Michael Maclagan,64.71
Air Training Corps,64.29
Logbook,64.26
1956 Summer Olympics,63.3
Ron Carter (businessman),62.5
Edgar Adrian,62.12
Lady Louise Mountbatten-Windsor,61.11
Gazette,60.62
"John William Strutt, 3rd Baron Rayleigh",60.18
Anglican,60.16
University of Salford,59.81
Japanese Instrument of Surrender,59.39
Wild man,58.55
Herbert McLean Evans,58.54
Nevil Shute,58.06
Thomas Williams (cardinal),56.52
Sandringham House,56.21
Stephen Knight (author),55.91
Frederick VI of Denmark,55.68
Night bomber,55.22
Queen's Privy Council for Canada,54.51
Cecil Beaton,54.46
Panorama (British TV programme),54.38
University of Wales,54.29
Graham Kelly (football administrator),54.08
Lord's,53.89
Freemasonry,53.41
Murder of the Romanov family,53.33
David Threlfall,52.75
Albert Neuberger,52.56
"Prince Albert Victor, Duke of Clarence and Avondale",52.06
September 2015 Liberal Party of Australia leadership spill,51.81
Manuhuia Bennett,51.72
Francis Marindin,51.57
Spitting Image,51.56
Edmund Hillary,51.29
"John Dudley, 1st Duke of Northumberland",50.03
John Booth (bishop),50.0
Ted Croker,50.0
Physical fitness,49.73
Te Atairangikaahu,49.53
State-of-the-art,49.32
"Thomas Pelham-Holles, 1st Duke of Newcastle",49.2
British Army,49.01
"Arthur Kinnaird, 11th Lord Kinnaird",48.71
Kensington School,48.48
Smoking cessation,48.12
First World War,47.03
German National Library of Economics,46.57
Frederick III of Denmark,46.48
Quartering (heraldry),46.4
Stephen Payne (naval architect),45.87
Helicopter,45.46
Theresa May,45.35
House of Lords,45.13
Baptised,44.57
Boxing,44.46
COVID-19 pandemic in England,44.08
William Homan Thorpe,44.07
Kiri Te Kanawa,43.61
Gerhard Herzberg,43.5
"Camilla, Duchess of Cornwall",43.48
"Frederick, Hereditary Prince of Denmark",43.47
Royal Navy,43.39
Act of Parliament,43.28
Paul Reeves,42.93
National Post,42.91
Geoff Thompson (football executive),42.5
Prince Michael of Greece and Denmark,42.08
"Imperial, royal and noble ranks",41.27
Equestrianism,41.04
Thomas Ruthall,40.62
State visit,40.58
Edward VIII,40.56
Reginald Pole,40.53
Greco-Italian War,40.22
The London Gazette,40.21
Polo,40.08
Hip replacement,40.06
Canadian Armed Forces,40.04
"Arthur Tedder, 1st Baron Tedder",39.67
George V,39.61
"John Pratt, 1st Marquess Camden",39.34
Annuity,39.24
Harold Macmillan,38.5
Thomas Rotherham,38.37
Sino-British relations,37.5
"Prince William, Duke of Gloucester",37.33
"Edward Montagu, 2nd Earl of Manchester",37.07
"James Scott, 1st Duke of Monmouth",35.53
Fellow of the Royal Society,35.52
University of Cambridge,35.33
Thomas Cromwell,35.14
"George Villiers, 2nd Duke of Buckingham",34.77
ArcGIS,34.55
Evening Standard,34.52
John Gardner (British writer),34.15
Raft,33.99
20th Century Press Archives,33.7
Coronary stent,33.68
ISBN (identifier),33.51
Meet the Press,33.05
Jan Smuts,32.93
Old age,32.72
Searchlight,32.36
United Kingdom of Great Britain and Ireland,32.01
Cause of death,31.92
The Prince (TV series),31.67
Prince Philip,31.66
Anglicised,31.39
Helen Clark,31.29
John Cavendish,31.25
"Hugh Percy, 3rd Duke of Northumberland",31.16
William IV,30.81
Stephen Gardiner,30.62
Lawrence Booth,30.36
State dinner,30.17
Sarah Ferguson,30.09
Christian V of Denmark,29.94
Herbert Fröhlich,29.57
Commanding officer,29.28
Owen Woodhouse,29.03
England and Wales,28.88
"Thomas Howard, 1st Earl of Suffolk",28.29
Anglo-Norman language,28.21
Joe Mears,27.87
George IV,27.57
Charles W. Alcock,27.39
Style (form of address),27.34
Arthur Kingscott,27.03
Oil painting,26.66
Chancellor (education),26.62
Blackheath F.C.,26.35
Mountbatten-Windsor,26.28
House of Lords Act 1999,25.84
Edward Iwi,25.8
Royal Horticultural Society,25.76
Royal Air Force,25.69
Convoy,25.62
"Charles Seymour, 6th Duke of Somerset",25.49
Marylebone Cricket Club,25.48
Winston Churchill,25.42
Princess Victoria of Hesse and by Rhine,25.0
House of Windsor,24.86
Margaret Mahy,24.68
Bardic name,23.81
"Georg Donatus, Hereditary Grand Duke of Hesse",23.68
Nazi Germany,23.57
Matrilineal,23.51
Tony Abbott,23.5
"Prince Harry, Duke of Sussex",23.42
"George Villiers, 1st Duke of Buckingham",23.37
Norfolk,23.35
Cardiff,23.23
Princess Alice of the United Kingdom,23.19
Cadet,23.18
"Princess Beatrice, Mrs Edoardo Mapelli Mozzi",22.91
Cliff Whiting,22.89
"Spencer Cavendish, 8th Duke of Devonshire",22.62
Athens,22.42
Royal Highness,21.95
Princess Sophie of Greece and Denmark,21.87
Greek Army,21.82
Alexander of Greece,21.72
Harold Wilson,21.71
Paul of Greece,21.57
Duke of Edinburgh,21.56
Camilla Parker Bowles,21.5
Prince Christoph of Hesse,21.47
Meghan Markle,21.25
The London Clinic,21.25
Princess Theodora of Greece and Denmark (1906–1969),21.13
Lady Diana Spencer,21.01
Schizophrenia,20.98
Constantine I of Greece,20.9
Royal house,20.88
George II of Greece,20.77
King George VI,20.73
George I of Greece,20.47
British royal family,20.47
Constantine II of Greece,20.28
Schule Schloss Salem,20.23
National Maritime Museum,20.1
Kurt Hahn,19.73
Oliver St John,19.64
British prince,19.58
Colonel-in-Chief,19.4
High Court of Justice,18.94
Harold Warris Thompson,18.84
Gordonstoun,18.72
Anthony Holden,18.48
George II of Great Britain,18.33
Sonja Davies,18.18
Guy Powles,17.5
Allen Curnow,16.67
Grand Duke Sergei Alexandrovich of Russia,16.61
"Frederik, Crown Prince of Denmark",16.56
NBC,16.19
"National Portrait Gallery, London",16.12
Prince George of Denmark,16.05
University of Edinburgh,15.91
Channel 4,15.71
Sovereign,15.62
Melbourne,15.58
King Edward VII's Hospital,15.57
Random House,15.38
Romanization of Greek,15.38
Richard Foxe,15.15
Abdomen,14.67
The Queen's Sister,14.45
John Rickingale,14.29
Prince consort,14.27
David Sainsbury,13.92
Chest pain,13.73
Nazi Party,13.04
Arthur Balfour,12.5
"Prince Philip, Duke of Edinburgh",12.17
Zoological Society of London,11.62
"Henry Rich, 1st Earl of Holland",11.61
Alfred Ubbelohde,11.54
White House,11.45
Cold turkey,10.89
Cartoon,10.35
The Guardian,10.28
Expeditionary warfare,10.04
Public interest,9.5
Antarctic,9.42
Antarctic Circle,8.81
"Christopher Monck, 2nd Duke of Albemarle",8.44
British Heart Foundation,8.18
Stanley Baldwin,7.31
BBC One,6.52
David Lange,5.51
Prostate cancer,3.97
Jack Somerville,3.85
Republicanism,3.5
James Cromwell,3.16
Lead ship,2.93
Paul Gallico,1.56
"Augustus FitzRoy, 3rd Duke of Grafton",0
The South African,0
Xi'an,0
John Fisher,0
Ralph Hotere,0
2016 National Assembly for Wales election,0
Andrew Stephen,0
Memorial service,0
"William Cavendish, 7th Duke of Devonshire",0
Thaddeus McCarthy (judge),0
"Robin Cooke, Baron Cooke of Thorndon",0
British Ceylon,0
Portsmouth,0
Isolation (health care),0
BBC radio,0
Carl Størmer,0
Greco-Turkish War (1919–1922),0
Nabu Press,0
Will and testament,0
General Dental Council,0
Second Australian Imperial Force,0
Arthur Lydiard,0
Catherine Tizard,0
Jiří Louda,0
Michael Duffy (Australian politician),0
COVID-19,0
Tom Clancy,0
Ottawa,-0.82
"Edward Seymour, 1st Duke of Somerset",-2.37
Royal National Lifeboat Institution,-2.49
Silvia Cartwright,-4.04
French Third Republic,-8.16
Bladder infection,-12.99
Douglas Lilburn,-100.0
People (magazine),-100.0
Whetu Tirikatene-Sullivan,-100.0
The Daily Telegraph,-100.0
Dodi Fayed,-100.0
Charlotte of Mecklenburg-Strelitz,-100.0
David Lack,-100.0
Lord's Taverners,-100.0
"Charles Spencer, 9th Earl Spencer",-100.0
