File,Percent Increase
List of schools of veterinary medicine,70.05
University of Sheffield,69.9
Daily Pakistan,69.67
Joseph Rotblat,68.68
Christian Lous Lange,68.48
Index on Censorship,68.18
Academic honors,67.86
The New Yorker,67.84
Federal Board of Intermediate and Secondary Education,67.83
Daily Aaj,67.65
Not-for-profit,67.49
Austen Chamberlain,67.26
Madonna (entertainer),66.8
Norman Angell,66.21
YouTube,66.07
Malalai of Maiwand,66.03
European Parliament,65.98
Ales Bialiatski,65.38
2003 Nobel Peace Prize,64.71
The Hollywood Reporter,64.39
Quaker Peace and Social Witness,64.33
Taliban,63.75
Benazir Bhutto,63.65
Institute for War and Peace Reporting,63.48
Institut de Droit International,63.13
Frédéric Passy,63.1
Barack Obama,63.08
Queen Elizabeth Hospital Birmingham,62.91
Dominique Pire,62.69
Nobel Prize in Physiology or Medicine,61.6
Léon Bourgeois,61.28
USA Today,60.8
List of research institutes in Pakistan,60.76
List of colleges in Pakistan,60.49
Cochlear implant,60.28
Sharia,60.1
Rehman Malik,59.68
Martti Ahtisaari,59.57
Decompressive craniectomy,59.46
List of peace activists,59.4
"Board of Intermediate and Secondary Education, Peshawar",59.37
Ministry of Interior (Pakistan),59.33
Maulana Fazlullah,59.26
Malia Obama,58.73
GCSE,58.33
Charles G. Dawes,58.21
"Princeton, New Jersey",58.15
Shuji Nakamura,57.67
Grameen Bank,57.54
Organisation for the Prohibition of Chemical Weapons,57.45
Emma Watson,56.98
Abdul Ghaffar Khan,56.92
The Citizens Foundation,56.92
Juan Manuel Santos,55.27
Pakistan Bar Council,55.17
The Daily Beast,55.01
The Sydney Morning Herald,54.11
Al Gore,53.94
Asylum in Australia,53.91
"List of educational institutions in Hyderabad, Sindh",53.72
The Daily Show,53.29
Centaurea cyanus,53.19
NBC News,52.31
Drone attacks in Pakistan,52.2
Alva Myrdal,51.61
Bibi Aisha,51.48
"Swat, Pakistan",50.63
Hjalmar Branting,50.62
Carlos Filipe Ximenes Belo,50.39
Henri La Fontaine,50.0
Fazlullah (militant leader),49.89
John Mott,49.81
Amnesty International,49.22
Linus Pauling,48.92
List of educational institutions in Dera Ghazi Khan,48.39
Kim Dae-jung,48.23
Mohamed ElBaradei,48.08
Oxford University Press,47.94
Cordell Hull,47.77
New York Times,47.46
Rigoberta Menchú,47.45
Women's education in Pakistan,47.35
Lester B. Pearson,47.08
Shirin Ebadi,46.58
British Prime Minister,46.25
Oklahoma City National Memorial,46.01
Jonathan Yeo,45.73
Jane Addams,45.72
Alexander Dubček,45.26
Ibrahim Rugova,45.08
The Nation (Pakistan),45.03
Menachem Begin,44.84
WorldCat,44.57
History of education in the Indian subcontinent,44.49
Edelman (firm),44.1
Honorary degree,43.9
World's Children's Prize for the Rights of the Child,43.75
"National Portrait Gallery, London",43.39
Weidenfeld & Nicolson,43.27
Richard Holbrooke,43.15
List of educational institutions in Karachi,43.14
First Lady of the United States,42.9
World Food Programme,42.74
Henry Dunant,42.1
The Huffington Post,42.06
List of architecture schools,42.0
Female education,41.9
Doctor of Civil Law,41.84
Children's rights,41.75
Woodrow Wilson,41.72
Books and publishing in Pakistan,41.67
Ambassador of Conscience Award,41.3
Maria Ressa,41.2
Seán MacBride,41.0
2005 Nobel Peace Prize,40.91
AVT Khyber,40.66
Oxford Union,40.6
Shimon Peres,40.47
Madrassas in Pakistan,40.45
Wangari Maathai,40.27
Yasser Arafat,39.92
CNN,39.9
The New York Times,39.73
International Atomic Energy Agency,39.54
McKinsey & Company,39.43
Women's rights in Pakistan,39.33
Arthur Henderson,39.22
List of libraries in Pakistan,39.1
Glamour magazine,38.89
National Union of Teachers,38.86
Auguste Beernaert,38.75
HeForShe,38.71
BBC Radio 3,38.65
Ralph Bunche,38.36
University of Warwick,38.24
Kashmir conflict,38.23
Business Insider,38.17
Women in Pakistan,37.91
Grammy Award,37.77
Al Jazeera America,37.7
Michelle Obama,37.57
Human rights,36.79
Beqaa Valley,36.78
Humanitarian aid,36.72
Oval Office,36.43
Theodore Roosevelt,35.73
Right to education,35.71
Mother Teresa,35.62
List of educational institutions in Sukkur,35.29
List of special education institutions in Pakistan,35.27
Mohamed Bouazizi,35.04
Central Intelligence Agency,34.69
Harper's Bazaar,34.59
The Guardian,34.32
Deutsche Welle,33.52
Aitzaz Hasan,33.23
Indo-Asian News Service,33.03
Gaza Strip,32.52
Grassroots,32.37
Time Person of the Year,32.12
List of recognized higher education accreditation organizations,31.71
Xanana Gusmão,31.48
Taliban insurgency,31.18
Reporters Without Borders,31.09
Albert Schweitzer,31.09
The Washington Post,31.03
Pakistani students abroad,31.03
Elihu Root,30.94
Order of the Smile,30.7
Facial nerve,30.39
The Bookseller,30.08
Alfonso García Robles,29.82
International Labour Organization,29.73
Higher Education Commission (Pakistan),29.7
Entertainment Weekly,29.41
Pashtuns,29.34
Academy Awards,29.31
Ansar Abbasi,29.0
International Federation of Red Cross and Red Crescent Societies,28.73
Sindh,27.93
BBC World Service,27.62
Refugee,27.33
Pashto language,26.95
The Daily Telegraph,26.76
Mikhail Gorbachev,26.38
Mixed-sex education,26.24
UNICEF,25.79
Khyber Pakhtunkhwa,25.72
London School of Economics,25.63
Tehreek-e-Nafaz-e-Shariat-e-Mohammadi,25.47
British Pakistanis,25.42
Pakistan Armed Forces,25.38
FM broadcasting,25.16
Who's Who (UK),24.75
Swat District,24.62
List of educational institutions in Bahawalpur,24.59
The Christian Science Monitor,24.53
Daily Mirror,24.51
C-SPAN,24.5
British Raj,24.48
Forbes,24.36
Nonviolent resistance,24.35
Buckingham Palace,24.2
George C. Marshall,24.13
Bustle (magazine),24.07
Twitter,23.91
Aristide Briand,23.8
OPEC Fund for International Development,23.63
Intergovernmental Panel on Climate Change,23.43
Geo TV,23.09
Hindustan Times,22.47
Elizabeth II,22.26
University of King's College,22.25
Orion Publishing Group,22.22
List of universities in Pakistan,22.22
Rawalpindi,21.98
Human Nature (Madonna song),21.83
Médecins Sans Frontières,21.82
"Punjab, Pakistan",21.52
European Union,21.5
Pakistan studies,21.39
Time 100,21.32
International Committee of the Red Cross,21.3
Lech Wałęsa,21.15
José Ramos-Horta,21.15
Birmingham,21.01
"Fort Bend County, Texas",20.68
Feminism,20.39
Toronto Star,20.21
Daanish Schools,20.2
Ukraine,19.89
The Independent,19.71
Capital Talk,19.61
List of business schools in Pakistan,19.57
Nelson Mandela,19.5
Pakistan Today,19.42
Mingora,19.0
Women's rights,18.73
United Nations High Commissioner for Refugees,18.62
BBC,18.13
Education in Pakistan,17.51
University of Ottawa,17.47
Pakistan,17.36
Khudai Khidmatgar,17.08
Yahoo! News,17.03
University of Edinburgh,16.97
"Little, Brown and Company",16.92
A-Level,16.73
Pashto,16.64
Bachelor of Arts,16.56
West Midlands (region),16.49
Islamabad,16.37
Edvard Moser,15.76
Nicholas Murray Butler,15.51
Sunni Islam,15.44
List of schools in Pakistan,15.34
Forced marriage,14.77
Islamic studies,14.66
Peshawar,14.54
Bikini,14.2
BBC News,13.94
Time (magazine),12.92
Quran,12.35
Superiority complex,11.6
Urdu,11.49
Urdu language,10.87
IMDb,10.64
Gordon Brown,10.45
Frank B. Kellogg,8.83
Afghanistan,8.39
Slate (magazine),8.38
Dawn (newspaper),8.11
The Express Tribune,7.53
List of computing schools in Pakistan,7.34
Pakistan International School,7.14
Islamic Republic of Afghanistan,5.54
Martin Luther King Jr.,5.49
Yousaf Raza Gillani,4.11
The Daily Show with Jon Stewart,4.0
Master of Arts (Scotland),0.96
CBS News,0.47
Asim Bajwa,0
Carli Lloyd,0
Women in Afghanistan,0
Élie Ducommun,0
United States women's national soccer team,0
Kashmiris,0
Jon Stewart,0
Foreign Policy (magazine),0
Harvard University,0
William Hague,0
The Observer,0
Ilham Tohti,-0.74
Marie Arana,-6.45
Strasbourg,-8.16
14th Dalai Lama,-100.0
List of educational institutions in Abbottabad,-100.0
Christina Lamb,-100.0
Eid al-Adha,-100.0
List of educational institutions in Lahore,-100.0
Education in Gilgit-Baltistan,-100.0
Facebook,-100.0
Academic grading in Pakistan,-100.0
List of dental schools in Pakistan,-100.0
F. W. de Klerk,-100.0
Kerascoët,-100.0
List of medical schools in Pakistan,-100.0
List of law schools in Pakistan,-100.0
Hauwa Ibrahim,-100.0
International Marxist Tendency,-100.0
Apple Inc.,-100.0
The Indian Express,-100.0
"Board of Intermediate and Secondary Education, Faisalabad",-100.0
Pakistan Cricket Board,-100.0
"Board of Intermediate and Secondary Education, Hyderabad",-100.0
"Board of Intermediate and Secondary Education, Lahore",-100.0
John Hume,-100.0
"Board of Intermediate and Secondary Education, Bahawalpur",-100.0
Albert Luthuli,-100.0
Kailash Satyarthi,-100.0
Archbishop Desmond Tutu,-100.0
Primary school,-100.0
Academy Award for Best Documentary Feature,-100.0
