File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Succession to the British throne,4006.0,02/16/2018,10613.6,01/22/2018,164.94
A Royal Night Out,286.2,02/14/2018,750.2,01/20/2018,162.12
Caesarean delivery on maternal request,98.4,02/14/2018,256.8,01/15/2018,160.98
Princess Alexandra of Saxe-Coburg and Gotha,169.8,03/07/2018,432.2,02/26/2018,154.53
Katie McGrath,1382.4,03/08/2018,3502.4,01/30/2018,153.36
Nervous breakdown,286.0,02/03/2018,724.2,01/25/2018,153.22
The Stroke Association,3.8,02/14/2018,9.6,01/15/2018,152.63
Decree nisi,861.4,03/02/2018,2174.6,02/22/2018,152.45
Princess Margaret of Connaught,232.2,03/07/2018,582.2,02/14/2018,150.73
Willie Hamilton,14.6,02/19/2018,36.6,02/27/2018,150.68
Depression (mood disorder),19.6,02/03/2018,48.6,01/15/2018,147.96
John Minton (artist),22.0,01/31/2018,54.0,02/23/2018,145.45
"John Ryder, 5th Earl of Harrowby",3.6,02/06/2018,8.8,02/09/2018,144.44
Theo Aronson,8.6,03/03/2018,21.0,01/31/2018,144.19
Princess Mary of Great Britain,91.4,02/23/2018,219.0,03/05/2018,139.61
Kensington Palace,1804.4,02/16/2018,4279.4,01/15/2018,137.16
Randolph Churchill,2460.2,02/23/2018,5824.8,03/04/2018,136.76
Bermuda,3434.8,02/03/2018,8061.4,02/08/2018,134.7
House of Windsor,3799.2,02/15/2018,8845.6,01/15/2018,132.83
Theudas,24.6,03/09/2018,57.0,02/17/2018,131.71
Queen Elizabeth II Coronation Award,15.8,02/17/2018,36.4,01/16/2018,130.38
Alexandra of Denmark,1687.2,03/07/2018,3878.2,01/15/2018,129.86
HMY Britannia,461.8,03/09/2018,1058.0,02/24/2018,129.1
Castaway,311.8,01/22/2018,713.4,02/02/2018,128.8
Royal Marriages Act 1772,248.0,02/16/2018,563.8,01/22/2018,127.34
Lucy Cohu,212.8,02/21/2018,481.0,01/17/2018,126.03
Abdication crisis,10.2,02/14/2018,23.0,01/23/2018,125.49
"Princess Alexandra, The Honourable Lady Ogilvy",1214.6,03/06/2018,2726.8,01/22/2018,124.5
Scala Theatre,16.4,01/19/2018,36.8,02/10/2018,124.39
"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",453.8,03/05/2018,1014.4,01/15/2018,123.53
"Princess Alice, Countess of Athlone",394.2,03/06/2018,879.0,02/21/2018,122.98
Winston Churchill,34746.2,02/15/2018,77462.0,03/04/2018,122.94
"Frances Bowes-Lyon, Countess of Strathmore and Kinghorne",48.0,02/15/2018,107.0,01/15/2018,122.92
Maud of Wales,510.2,03/07/2018,1127.4,02/01/2018,120.97
"Cecilia Bowes-Lyon, Countess of Strathmore and Kinghorne",253.2,03/05/2018,556.0,01/15/2018,119.59
Louisa Cavendish-Bentinck,109.2,02/16/2018,239.6,01/15/2018,119.41
Princess Amelia of the United Kingdom,258.6,03/07/2018,565.6,01/24/2018,118.72
British royal family,3184.6,03/06/2018,6853.4,01/22/2018,115.2
Oliver Messel,57.2,02/12/2018,122.4,01/25/2018,113.99
Dominion,812.0,02/17/2018,1736.8,01/26/2018,113.89
Princess Margaret Rose Cave,10.6,02/23/2018,22.6,01/23/2018,113.21
Princess Victoria Melita of Saxe-Coburg and Gotha,283.2,03/07/2018,602.6,01/15/2018,112.78
Princess Augusta of Cambridge,120.8,02/15/2018,255.2,02/26/2018,111.26
Marie Claire,281.2,01/20/2018,588.2,02/07/2018,109.17
CBC News,126.2,03/09/2018,263.6,01/23/2018,108.87
Coat of arms of Ireland,181.2,01/22/2018,375.2,03/07/2018,107.06
"St George's Chapel, Windsor Castle",821.0,03/07/2018,1696.8,02/12/2018,106.67
Princess Margaret Cancer Centre,76.8,03/03/2018,158.4,01/15/2018,106.25
Chancellor of Keele University,3.4,02/06/2018,7.0,01/18/2018,105.88
Hugo Vickers,31.2,02/25/2018,63.6,03/04/2018,103.85
"Francis, Duke of Teck",268.2,02/28/2018,544.0,01/15/2018,102.83
Princess Sophia of the United Kingdom,188.6,03/07/2018,382.2,01/15/2018,102.65
Tuvalu,1777.0,02/03/2018,3577.2,02/09/2018,101.31
"Louise, Princess Royal",388.2,03/07/2018,780.6,01/15/2018,101.08
Mick Jagger,5487.0,01/31/2018,10999.0,03/01/2018,100.46
Sarah Bradford,44.6,02/13/2018,88.6,02/18/2018,98.65
Vanessa Kirby,2951.8,02/16/2018,5860.4,02/05/2018,98.54
"Prince George, Duke of Kent",1789.8,03/08/2018,3550.8,02/03/2018,98.39
Royal Family Order of King George V,34.4,03/01/2018,68.0,01/15/2018,97.67
Dynasty,772.6,03/09/2018,1522.4,01/28/2018,97.05
Civil List,53.4,02/23/2018,105.2,01/22/2018,97.0
Princess Margaret School,8.2,01/31/2018,16.0,01/15/2018,95.12
Provisional Irish Republican Army,1950.8,02/24/2018,3797.8,01/16/2018,94.68
Prince of Wales,975.2,03/06/2018,1889.8,01/15/2018,93.79
"Princess Mary, Duchess of Gloucester and Edinburgh",161.0,03/07/2018,310.6,01/24/2018,92.92
Peter Sellers,2571.6,01/30/2018,4955.6,02/19/2018,92.7
Charles Cavendish-Bentinck (priest),72.2,02/16/2018,138.0,01/15/2018,91.14
Royal Households of the United Kingdom,307.8,02/17/2018,586.2,01/15/2018,90.45
Glamis Castle,348.8,02/15/2018,662.4,01/15/2018,89.91
"Claude Bowes-Lyon, 13th Earl of Strathmore and Kinghorne",105.4,02/15/2018,199.2,01/15/2018,88.99
The Archers,441.6,02/03/2018,828.0,02/25/2018,87.5
Princess Sibylla of Saxe-Coburg and Gotha,251.8,03/07/2018,467.4,01/31/2018,85.62
LMS Princess Royal Class 6203 Princess Margaret Rose,11.4,01/28/2018,21.0,03/05/2018,84.21
Second World War,1245.6,02/15/2018,2275.6,02/07/2018,82.69
Church of England Newspaper,5.6,01/21/2018,10.2,01/17/2018,82.14
Princess Patricia of Connaught,212.4,03/07/2018,386.0,01/22/2018,81.73
Royal Standard of the United Kingdom,276.2,02/07/2018,501.4,01/24/2018,81.54
"Princess Alexandra, 2nd Duchess of Fife",183.4,03/07/2018,329.6,01/15/2018,79.72
Heir presumptive,510.4,02/23/2018,907.8,01/15/2018,77.86
Westminster Abbey,2244.0,02/10/2018,3970.8,01/15/2018,76.95
Commonwealth of Nations,5992.8,02/03/2018,10594.2,02/13/2018,76.78
Mass-Observation,41.2,02/03/2018,72.4,03/01/2018,75.73
Birmingham Royal Ballet,27.8,03/08/2018,48.8,01/19/2018,75.54
List of honours of the British royal family by country,24.4,03/06/2018,42.8,01/16/2018,75.41
Danny Kaye,1082.4,03/06/2018,1891.4,01/18/2018,74.74
Order of the Precious Crown,54.2,02/20/2018,93.0,02/07/2018,71.59
Burberry,1026.6,01/27/2018,1755.0,02/18/2018,70.95
Swan Lake,1657.8,01/24/2018,2823.8,02/23/2018,70.33
Sophia Loren,3630.4,03/01/2018,6170.4,01/28/2018,69.96
London Palladium,191.8,02/15/2018,325.0,02/23/2018,69.45
London Gazette,60.6,03/01/2018,102.6,01/20/2018,69.31
Snob,202.4,02/02/2018,342.4,03/07/2018,69.17
Royal Windsor Horse Show,17.2,01/25/2018,29.0,03/07/2018,68.6
"John Scott, 9th Duke of Buccleuch",74.2,02/20/2018,124.8,01/15/2018,68.19
The King's Speech,2787.6,02/16/2018,4681.6,03/04/2018,67.94
Princess Margaret Hospital (Hong Kong),27.0,02/19/2018,45.0,02/05/2018,66.67
Bermuda Regiment,40.4,02/24/2018,67.2,02/08/2018,66.34
Venerable Order of St John,33.8,02/23/2018,56.2,02/12/2018,66.27
Christian Dior,1092.4,02/16/2018,1810.0,01/21/2018,65.69
Sophia Dorothea of Hanover,157.2,03/01/2018,260.0,01/19/2018,65.39
Lewis Williams Douglas,20.2,02/23/2018,33.4,02/04/2018,65.35
Tenovus Cancer Care,9.6,01/20/2018,15.8,01/16/2018,64.58
Royal Highness,374.8,03/03/2018,612.0,01/22/2018,63.29
20th Century Press Archives,25.2,01/19/2018,41.0,03/05/2018,62.7
Parish register,52.4,03/05/2018,85.2,01/31/2018,62.6
Gore Vidal,1668.4,02/15/2018,2709.8,01/23/2018,62.42
Michael Munn,7.8,02/10/2018,12.6,01/16/2018,61.54
Princess Caroline Mathilde of Saxe-Coburg and Gotha,52.0,03/07/2018,83.6,02/21/2018,60.77
"Claus Moser, Baron Moser",13.0,03/06/2018,20.4,02/23/2018,56.92
Children's Hour,27.2,01/30/2018,42.6,02/28/2018,56.62
Order of the Brilliant Star of Zanzibar,9.2,03/06/2018,14.4,02/22/2018,56.52
Children 1st,16.2,02/06/2018,25.2,01/15/2018,55.56
Pneumonia,8065.8,03/08/2018,12452.0,01/15/2018,54.38
Sir Alan Lascelles,15.4,02/10/2018,23.4,01/16/2018,51.95
Girlguiding UK,21.2,02/14/2018,32.2,01/21/2018,51.89
Famous Grouse,16.4,03/02/2018,24.8,01/21/2018,51.22
"Douglas Hogg, 1st Viscount Hailsham",38.8,02/17/2018,58.6,01/17/2018,51.03
German National Library of Economics,34.0,02/10/2018,51.2,01/15/2018,50.59
Girl Guides,278.8,01/20/2018,419.6,02/22/2018,50.5
Air attaché,41.8,02/09/2018,62.8,01/18/2018,50.24
Town house,11.2,02/23/2018,16.8,03/08/2018,50.0
Confirmed,20.4,02/16/2018,30.6,01/19/2018,50.0
"The Mall, London",178.4,02/23/2018,266.0,01/21/2018,49.1
British Vogue,8.6,01/17/2018,12.8,02/23/2018,48.84
British throne,46.6,02/27/2018,69.0,02/08/2018,48.07
Lyndon B. Johnson,8195.6,02/05/2018,12091.8,01/16/2018,47.54
Lord Chancellor,526.8,02/17/2018,776.4,01/18/2018,47.38
St James's Palace,789.2,03/01/2018,1160.4,02/22/2018,47.03
Jane Byrne,159.8,02/02/2018,234.6,02/09/2018,46.81
Ronald Searle,76.0,01/30/2018,110.8,03/03/2018,45.79
Leslie Weatherhead,25.8,02/08/2018,37.4,02/20/2018,44.96
Michael I of Romania,900.4,02/16/2018,1305.0,01/16/2018,44.94
Lady Bird Johnson,1951.2,02/05/2018,2816.4,03/05/2018,44.34
Royal Ascot,82.2,02/15/2018,118.0,01/23/2018,43.55
Irv Kupcinet,54.6,01/24/2018,78.2,02/27/2018,43.22
Caroline Matilda of Great Britain,342.0,01/26/2018,487.2,02/04/2018,42.46
Craig Brown (satirist),36.8,02/26/2018,52.4,02/21/2018,42.39
J. R. Clynes,27.4,02/22/2018,38.8,02/02/2018,41.61
Royal Opera House,375.0,02/01/2018,530.0,01/15/2018,41.33
Ramona Marquez,268.8,02/08/2018,377.2,02/24/2018,40.33
Gastroenteritis,3415.8,03/03/2018,4786.2,01/16/2018,40.12
Royal coat of arms of the United Kingdom,741.0,02/17/2018,1036.8,03/04/2018,39.92
Media circus,125.6,01/19/2018,175.2,03/05/2018,39.49
The Establishment,318.6,02/10/2018,443.6,03/05/2018,39.23
Princess Elizabeth of Great Britain,51.6,03/03/2018,71.6,01/15/2018,38.76
Terrence Higgins Trust,53.0,02/17/2018,73.4,01/15/2018,38.49
Can-can,494.4,02/02/2018,684.0,02/11/2018,38.35
Canada,19829.0,01/27/2018,27362.8,02/23/2018,37.99
Prince Philip,185.6,01/31/2018,256.0,02/04/2018,37.93
Migraine,3358.2,02/17/2018,4625.6,01/31/2018,37.74
Cliff Richard,1625.0,02/16/2018,2220.4,02/21/2018,36.64
Jamaica,6145.6,01/27/2018,8390.4,01/20/2018,36.53
Kenneth Rose,14.8,02/02/2018,20.2,02/09/2018,36.49
New Zealand Gazette,7.8,02/24/2018,10.6,02/27/2018,35.9
News of the World,524.8,02/16/2018,712.2,01/30/2018,35.71
Marie of Romania,540.8,01/25/2018,732.8,02/06/2018,35.5
Birth registration,6.8,02/20/2018,9.2,01/17/2018,35.29
NSPCC,37.0,01/27/2018,50.0,02/12/2018,35.14
Privy Council of the United Kingdom,1007.4,02/24/2018,1361.0,01/15/2018,35.1
Order of the Crown (Belgium),62.4,01/17/2018,84.2,02/26/2018,34.94
The Frogs,185.2,01/27/2018,249.0,02/08/2018,34.45
Frank Sinatra,9531.4,02/22/2018,12784.4,01/17/2018,34.13
Mirabelle (London restaurant),18.4,02/04/2018,24.6,01/21/2018,33.7
Statute of Westminster 1931,425.4,02/17/2018,567.0,01/24/2018,33.29
Daily Mirror,684.4,02/17/2018,907.4,02/09/2018,32.58
Scottish Ballet,17.2,02/16/2018,22.8,02/25/2018,32.56
Princess Amelia of Great Britain,94.2,02/27/2018,124.4,01/15/2018,32.06
"Ernest Augustus, Crown Prince of Hanover",52.4,02/02/2018,69.2,02/26/2018,32.06
Triskaidekaphobia,349.4,02/17/2018,460.4,02/13/2018,31.77
Zanzibar,2679.4,03/03/2018,3523.6,01/15/2018,31.51
John Turner,358.0,02/17/2018,470.6,02/05/2018,31.45
Daily Express,710.4,02/17/2018,933.4,02/09/2018,31.39
Inheritance tax,594.6,03/02/2018,776.0,02/19/2018,30.51
Princess Ingrid of Sweden,4.6,02/10/2018,6.0,01/16/2018,30.43
Princess Marie Louise of Hanover,40.8,01/23/2018,53.2,02/14/2018,30.39
Princess Marie of Hanover,33.2,02/20/2018,43.2,02/26/2018,30.12
Home Secretary,557.8,02/03/2018,725.6,03/08/2018,30.08
Queen Alexandra's Royal Army Nursing Corps,60.6,02/15/2018,78.4,03/01/2018,29.37
"Anne, Princess Royal and Princess of Orange",144.4,02/27/2018,186.8,01/19/2018,29.36
Bronchitis,4109.6,02/25/2018,5312.4,01/30/2018,29.27
Princess Frederica of Hanover,55.4,02/20/2018,71.2,01/15/2018,28.52
Uganda,5032.2,02/10/2018,6455.0,01/25/2018,28.27
The Independent,1236.2,02/03/2018,1580.0,02/27/2018,27.81
The Royal Ballet,131.4,02/14/2018,167.6,02/19/2018,27.55
Netherlands,12365.6,01/20/2018,15742.0,02/15/2018,27.3
Labour Party (UK),2485.6,02/10/2018,3151.6,01/22/2018,26.79
Frederica of Hanover,285.6,03/07/2018,362.0,02/07/2018,26.75
Princess Sophia of Gloucester,37.8,02/25/2018,47.8,01/29/2018,26.46
News Chronicle,41.8,02/15/2018,52.8,01/16/2018,26.32
Spitting Image,302.0,02/17/2018,380.2,01/29/2018,25.89
St John Ambulance,167.4,02/17/2018,209.0,02/25/2018,24.85
White House,3935.0,02/17/2018,4907.4,03/04/2018,24.71
Princess Augusta of Great Britain,125.6,02/24/2018,155.8,01/30/2018,24.04
Show jumping,357.8,02/03/2018,443.4,02/12/2018,23.92
Swaziland,2295.6,01/20/2018,2838.4,01/31/2018,23.65
Royal Anglian Regiment,129.0,02/23/2018,159.4,02/20/2018,23.57
Peter Pan,2773.2,01/26/2018,3417.8,01/21/2018,23.24
Brownie (Girl Guides),61.6,02/23/2018,75.8,01/15/2018,23.05
Margot Fonteyn,301.8,02/27/2018,370.8,01/19/2018,22.86
Princess Louisa of Great Britain,45.0,02/13/2018,55.2,01/28/2018,22.67
The Beatles,12205.0,02/17/2018,14968.0,02/20/2018,22.64
Japan,14743.0,02/03/2018,18013.4,01/21/2018,22.18
The Manchester Guardian,14.0,02/14/2018,17.0,02/11/2018,21.43
Church of England,2503.8,02/17/2018,3033.4,03/08/2018,21.15
Governess,258.0,02/23/2018,312.0,03/05/2018,20.93
Coat of arms of England,22.6,02/16/2018,27.2,03/05/2018,20.35
New Zealand,12293.6,02/17/2018,14790.6,01/19/2018,20.31
World War II,26241.4,02/17/2018,31515.6,03/06/2018,20.1
Monty Python's Flying Circus,569.2,02/03/2018,683.2,02/26/2018,20.03
Civil marriage,273.8,03/03/2018,327.6,01/19/2018,19.65
Mod (subculture),1106.8,02/03/2018,1319.6,02/27/2018,19.23
J. M. Barrie,1218.8,02/15/2018,1449.6,02/24/2018,18.94
Pyotr Ilyich Tchaikovsky,2350.4,02/17/2018,2790.4,02/12/2018,18.72
Hereditary monarchy,185.4,02/04/2018,220.0,03/07/2018,18.66
Kenneth Tynan,1113.2,03/03/2018,1319.0,03/05/2018,18.49
Royal Newfoundland Regiment,120.2,02/24/2018,142.4,01/21/2018,18.47
Dictionary of National Biography,271.6,01/20/2018,321.4,01/24/2018,18.34
Transient ischemic attack,1196.2,02/17/2018,1402.4,02/27/2018,17.24
Order of the Crown of India,33.2,02/12/2018,38.8,01/20/2018,16.87
Christie's,438.8,01/20/2018,511.0,01/17/2018,16.45
Princess Caroline of Gloucester,20.8,02/04/2018,24.2,01/29/2018,16.35
East End of London,667.0,02/02/2018,775.8,02/27/2018,16.31
Philippines,12166.0,02/03/2018,14130.8,01/16/2018,16.15
Slough,709.8,02/03/2018,823.8,01/31/2018,16.06
The Times,1490.0,02/17/2018,1721.6,01/15/2018,15.54
Calypso music,597.4,03/03/2018,685.6,01/16/2018,14.76
Desert Island Discs,504.6,02/07/2018,578.8,02/04/2018,14.7
Gallup poll,50.0,02/17/2018,57.2,02/22/2018,14.4
Alcoholic hepatitis,298.2,02/18/2018,339.0,01/25/2018,13.68
Eucharist,1904.2,02/10/2018,2156.2,03/04/2018,13.23
Louise of Great Britain,147.2,02/23/2018,166.0,01/28/2018,12.77
David Niven,2414.6,01/25/2018,2713.4,01/27/2018,12.37
Belgium,7411.0,02/03/2018,8237.6,02/16/2018,11.15
Age disparity in sexual relationships,1218.8,01/26/2018,1351.6,02/25/2018,10.9
Order of the Netherlands Lion,110.4,02/17/2018,122.4,02/14/2018,10.87
United Kingdom,23645.2,01/27/2018,26205.0,01/30/2018,10.83
Bohemianism,1770.8,02/09/2018,1944.0,01/28/2018,9.78
Sunday Express,30.0,01/16/2018,32.6,02/18/2018,8.67
The Daily Telegraph,1482.8,02/16/2018,1579.2,02/18/2018,6.5
Belfast,2333.4,02/16/2018,2481.2,02/26/2018,6.33
Caesarean section,2755.4,02/10/2018,2891.0,02/12/2018,4.92
Royal College of Nursing,67.6,02/24/2018,70.6,02/23/2018,4.44
Laryngitis,1738.0,02/17/2018,1813.6,02/26/2018,4.35
Royal Highland Fusiliers,74.6,03/03/2018,76.2,02/10/2018,2.14
The London Gazette,408.0,02/17/2018,415.0,03/06/2018,1.72
Piccadilly,412.2,01/18/2018,415.4,03/05/2018,0.78
Prime Minister of Canada,0.0,01/14/2018,3207.4,02/19/2018,0
Michael Maclagan,0.0,01/14/2018,24.6,01/29/2018,0
Vivienne Westwood,0.0,01/13/2018,1336.0,03/07/2018,0
The National Archives (United Kingdom),0.0,01/14/2018,251.0,03/05/2018,0
Australia,0.0,01/13/2018,30821.8,01/19/2018,0
Smoking,0.0,01/13/2018,2187.2,01/30/2018,0
BBC,0.0,01/13/2018,9611.0,02/04/2018,0
National Trust,0.0,01/13/2018,57.6,02/04/2018,0
GMT,96.0,01/27/2018,87.4,03/08/2018,-8.96
Divorce in England and Wales,111.6,03/02/2018,95.8,03/09/2018,-14.16
"John Spencer-Churchill, 11th Duke of Marlborough",344.6,02/28/2018,0.0,01/14/2018,-100.0
Pantomime,572.0,03/03/2018,0.0,01/14/2018,-100.0
"Diana, Princess of Wales",10389.2,02/23/2018,0.0,01/14/2018,-100.0
Light Dragoons,96.2,03/06/2018,0.0,01/13/2018,-100.0
Wallis Simpson,3246.8,03/09/2018,0.0,01/14/2018,-100.0
King Edward VIII,608.8,02/14/2018,0.0,01/14/2018,-100.0
Peter Townsend (RAF officer),3431.4,03/08/2018,0.0,01/14/2018,-100.0
"Colin Tennant, 3rd Baron Glenconner",156.6,03/08/2018,0.0,01/14/2018,-100.0
Archbishop of Canterbury,793.6,02/17/2018,0.0,01/14/2018,-100.0
Mustique,426.0,02/15/2018,0.0,01/14/2018,-100.0
Princess Victoria Melita of Edinburgh,28.8,03/09/2018,0.0,01/14/2018,-100.0
Princess Margaret Hospital for Children,29.2,03/03/2018,0.0,01/14/2018,-100.0
Norman Hartnell,102.4,03/08/2018,0.0,01/14/2018,-100.0
"David Armstrong-Jones, 2nd Earl of Snowdon",1636.6,03/09/2018,0.0,01/14/2018,-100.0
The Crown (TV series),6797.4,03/09/2018,0.0,01/14/2018,-100.0
"Princess Alice, Duchess of Gloucester",686.8,03/06/2018,0.0,01/14/2018,-100.0
Princess Margaret Road,8.8,02/20/2018,0.0,01/14/2018,-100.0
Robin Douglas-Home,108.4,02/23/2018,0.0,01/14/2018,-100.0
The Royal Highland Fusiliers of Canada,23.2,01/23/2018,0.0,01/13/2018,-100.0
Queen Elizabeth II,4938.0,02/16/2018,0.0,01/14/2018,-100.0
Windsor Castle,2460.4,02/16/2018,0.0,01/14/2018,-100.0
Margaret Greville,34.0,03/02/2018,0.0,01/14/2018,-100.0
Princess Margaret (disambiguation),23.2,02/15/2018,0.0,01/14/2018,-100.0
Royal Family Order of King George VI,34.4,02/23/2018,0.0,01/14/2018,-100.0
Geoffrey Fisher,125.2,03/03/2018,0.0,01/14/2018,-100.0
Dominica,2298.2,02/17/2018,0.0,01/13/2018,-100.0
Royal Victorian Chain,69.0,02/26/2018,0.0,01/14/2018,-100.0
"Antony Armstrong-Jones, 1st Earl of Snowdon",4658.6,03/09/2018,0.0,01/14/2018,-100.0
Tim Heald,11.4,02/18/2018,0.0,01/13/2018,-100.0
Eddie Fisher,35.2,01/15/2018,0.0,01/13/2018,-100.0
Les Jolies Eaux,35.0,03/08/2018,0.0,01/14/2018,-100.0
Honorary Air Commodore,9.4,02/17/2018,0.0,01/14/2018,-100.0
Abra Prentice Wilkin,24.0,02/17/2018,0.0,01/14/2018,-100.0
Bailiff Grand Cross of the Order of St John,33.6,03/01/2018,0.0,01/14/2018,-100.0
Companion of the Order of the Crown of India,15.0,03/09/2018,0.0,01/14/2018,-100.0
Sharman Douglas,25.8,02/15/2018,0.0,01/14/2018,-100.0
Knight Grand Cross of the Royal Victorian Order,119.6,03/08/2018,0.0,01/14/2018,-100.0
Rab Butler,131.0,03/09/2018,0.0,01/14/2018,-100.0
David Bowes-Lyon,38.6,03/09/2018,0.0,01/14/2018,-100.0
Dennis Canavan,17.8,01/27/2018,0.0,01/14/2018,-100.0
Alec Douglas-Home,885.6,03/09/2018,0.0,01/14/2018,-100.0
Lady Sarah Chatto,1726.0,03/09/2018,0.0,01/14/2018,-100.0
Cosmo Gordon Lang,129.2,01/24/2018,0.0,01/14/2018,-100.0
Anthony Eden,3924.6,03/09/2018,0.0,01/14/2018,-100.0
"Michael Alfred Rufus Isaacs, 3rd Marquess of Reading",102.8,03/06/2018,0.0,01/14/2018,-100.0
Sandringham House,882.2,02/28/2018,0.0,01/14/2018,-100.0
"Rosemary Pratt, Marchioness Camden",364.8,03/07/2018,0.0,01/14/2018,-100.0
"Serena Armstrong-Jones, Countess of Snowdon",149.4,02/15/2018,0.0,01/14/2018,-100.0
"Augustus Bampfylde, 2nd Baron Poltimore",144.8,03/07/2018,0.0,01/14/2018,-100.0
