File,Percent Increase
Muhammad Ali,152.14
Time 100,30.18
Sebastian Vettel,253.54
Missouri,32.6
OCLC (identifier),43.75
Vivian Cheruiyot,1017.62
2018 U.S. Classic,540.0
Harrison Dillard,839.06
George Moore (jockey),422.45
Margarita Nikolaeva,0
Mark Bingham,30.68
Herb Elliott,1631.34
Don Schollander,583.28
2021 Wimbledon Championships,4746.13
Cameron Bock,3413.64
2018 Artistic Gymnastics World Championships,881.31
Ana Porgras,0
World Artistic Gymnastics Championships – Women's balance beam,835.48
Lionel Messi,1185.29
2017 in artistic gymnastics,233.33
Glenn Cunningham (athlete),171.39
Seve Ballesteros,393.38
Jade Carey,10783.14
Gymnastics at the 2008 Summer Olympics – Women's artistic individual all-around,2860.77
