File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Time (magazine),2383.2,11/16/2019,6868.0,12/11/2019,188.18
Humayun Saeed,628.8,10/23/2019,2356.0,11/03/2019,274.68
TCA Award for Outstanding Achievement in Drama,12.4,10/26/2019,19.8,11/30/2019,59.68
Young Royals,5.2,11/23/2019,30.8,10/22/2019,492.31
Flags of Elizabeth II,35.0,11/05/2019,66.2,11/25/2019,89.14
The X-Files (season 4),150.8,11/15/2019,268.8,10/23/2019,78.25
War of the Waleses,5.2,10/25/2019,11.8,11/24/2019,126.92
Hôtel Ritz Paris,372.2,11/01/2019,510.6,12/02/2019,37.18
Andrew Eaton,21.0,10/26/2019,83.4,11/18/2019,297.14
The Other Boleyn Girl (2008 film),934.8,11/29/2019,995.2,12/01/2019,6.46
The Jewel in the Crown (TV series),207.2,10/24/2019,339.4,11/24/2019,63.8
Province of Cádiz,100.6,12/07/2019,106.4,11/16/2019,5.77
Queen of the Gambia,18.8,12/05/2019,32.8,10/22/2019,74.47
52nd Primetime Emmy Awards,140.8,10/24/2019,140.6,10/25/2019,-0.14
Prince Harry,967.0,11/01/2019,2406.0,11/22/2019,148.81
List of Commonwealth visits made by Elizabeth II,104.2,10/30/2019,266.0,11/24/2019,155.28
16th Primetime Emmy Awards,15.6,10/25/2019,17.6,12/13/2019,12.82
Twin Peaks,3466.2,12/04/2019,0.0,10/20/2019,-100.0
The Good Wife,1741.8,12/12/2019,2437.2,11/06/2019,39.92
Height of Fashion (horse),12.0,11/10/2019,12.8,12/06/2019,6.67
Lady Diana Spencer,2266.8,11/01/2019,12074.6,11/24/2019,432.67
Geraldine Chaplin,1660.2,11/05/2019,5899.0,11/24/2019,255.32
Master of None,1189.6,12/12/2019,1670.8,12/01/2019,40.45
Defender of the Faith,99.0,11/01/2019,146.8,11/24/2019,48.28
24 (season 3),121.6,12/14/2019,326.8,11/24/2019,168.75
The Sopranos (season 5),251.8,10/31/2019,329.6,11/25/2019,30.9
List of Downton Abbey episodes,1339.8,12/13/2019,0.0,10/20/2019,-100.0
Sintonia,96.6,12/07/2019,127.2,11/27/2019,31.68
Picket Fences,320.0,11/22/2019,400.4,11/11/2019,25.12
Roots (1977 miniseries),574.2,12/14/2019,3068.6,11/18/2019,434.41
Variety (magazine),970.2,10/25/2019,1521.2,12/10/2019,56.79
Gordonstoun,1022.8,10/30/2019,3850.4,11/18/2019,276.46
Diamond Jubilee Armed Forces Parade and Muster,11.2,11/05/2019,16.2,12/11/2019,44.64
Medical Center (TV series),113.0,10/27/2019,0.0,10/21/2019,-100.0
Northern Exposure,845.2,11/01/2019,1096.2,12/01/2019,29.7
Prom at the Palace,11.8,11/11/2019,30.8,10/22/2019,161.02
Handover of Hong Kong,490.4,12/14/2019,3785.6,11/18/2019,671.94
"Marcus Welby, M.D.",233.8,11/18/2019,287.4,10/25/2019,22.93
Winchester Cathedral,338.4,12/12/2019,0.0,10/20/2019,-100.0
Queen Elizabeth The Queen Mother,6420.8,11/01/2019,28873.0,11/24/2019,349.68
Sex Education (TV series),3891.8,10/31/2019,7759.6,11/12/2019,99.38
