File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Harold Wilson,2290.4,10/26/2019,132081.2,11/17/2019,5666.73
Blown Away (TV series),229.4,11/20/2019,0.0,10/20/2019,-100.0
Gunsmoke,1474.4,10/27/2019,2224.2,11/29/2019,50.85
2012 Summer Olympics opening ceremony,411.0,11/09/2019,640.0,12/11/2019,55.72
Rush (2013 film),1061.8,10/22/2019,2544.4,11/17/2019,139.63
Monarchy of Canada,1347.4,11/01/2019,2475.6,10/22/2019,83.73
Monarchy of Australia,502.2,10/26/2019,632.8,12/07/2019,26.01
The Uncommon Reader,33.0,11/05/2019,46.6,11/26/2019,41.21
Grey's Anatomy,5257.8,12/14/2019,12785.0,11/22/2019,143.16
List of Twin Peaks episodes,624.2,12/13/2019,0.0,10/20/2019,-100.0
Thames Diamond Jubilee Pageant,33.2,10/24/2019,31.0,10/22/2019,-6.63
"Wellington College, Berkshire",484.4,11/15/2019,1591.4,11/30/2019,228.53
Hereafter (film),390.4,10/22/2019,484.4,11/24/2019,24.08
Carrozza,9.6,10/24/2019,15.8,12/07/2019,64.58
A Queen Is Crowned,10.6,10/23/2019,21.8,11/19/2019,105.66
Queen of Trinidad and Tobago,14.4,11/10/2019,40.0,11/18/2019,177.78
Love & Anarchy (TV series),8.0,10/25/2019,17.8,11/24/2019,122.5
Country definitives,13.6,12/04/2019,25.0,11/02/2019,83.82
Jubilee line,449.8,12/12/2019,597.8,11/29/2019,32.9
Pankaj Chandak,17.6,12/10/2019,59.0,11/18/2019,235.23
The Crown (TV series),0.0,10/20/2019,112198.2,11/18/2019,0
24 (season 1),338.2,11/28/2019,384.2,11/11/2019,13.6
Dynasty (1981 TV series),1029.6,12/10/2019,1509.8,10/22/2019,46.64
Almería,337.6,12/13/2019,0.0,10/21/2019,-100.0
71st Primetime Emmy Awards,1085.2,11/15/2019,2270.0,11/26/2019,109.18
Wedding of Prince Charles and Lady Diana Spencer,309.6,10/31/2019,940.6,11/24/2019,203.81
Peggy Noonan,739.4,12/11/2019,1754.0,11/22/2019,137.22
Political asylum,70.2,12/13/2019,139.0,11/03/2019,98.01
Proclamation of accession of Elizabeth II,65.0,10/24/2019,120.8,12/02/2019,85.85
Homecoming (TV series),1065.0,12/13/2019,0.0,10/21/2019,-100.0
Machin series,63.2,10/25/2019,140.8,12/08/2019,122.78
Pillar Box War,15.2,11/12/2019,59.8,11/23/2019,293.42
Canadian Broadcasting Corporation,6122.8,11/10/2019,14088.0,10/22/2019,130.09
10 Downing Street,1423.6,11/08/2019,4671.8,12/13/2019,228.17
"Princess Margaret, Countess of Snowdon",14732.8,10/31/2019,191301.2,11/18/2019,1198.47
Jubilee Walkway,27.4,10/26/2019,41.8,12/03/2019,52.55
Jacqueline Kennedy,241.6,11/08/2019,582.6,12/12/2019,141.14
Gordon Museum of Pathology,12.0,10/29/2019,168.8,12/07/2019,1306.67
Silver Jubilee of Elizabeth II,211.6,11/02/2019,3143.0,11/24/2019,1385.35
Manchester,2037.6,12/14/2019,4733.2,12/07/2019,132.29
The Hollywood Reporter,978.0,11/18/2019,2080.4,11/13/2019,112.72
Rhodesia's Unilateral Declaration of Independence,164.8,12/14/2019,514.4,11/11/2019,212.14
HMS Vanguard (23),712.4,10/26/2019,1065.6,11/17/2019,49.58
List of St. Elsewhere episodes,0.0,10/21/2019,118.2,12/01/2019,0
Mad Men (season 3),350.8,11/29/2019,389.6,11/24/2019,11.06
This Is Us (season 3),374.2,12/14/2019,1829.0,10/23/2019,388.78
Invisible City (TV series),5.6,10/23/2019,9.2,12/02/2019,64.29
Operation London Bridge,664.6,11/01/2019,9772.0,12/01/2019,1370.36
25th Primetime Emmy Awards,25.8,11/22/2019,28.4,12/10/2019,10.08
Pieces of Her (TV series),72.0,11/28/2019,93.8,11/05/2019,30.28
Vogue (magazine),1207.8,10/29/2019,0.0,10/21/2019,-100.0
Car Masters: Rust to Riches,111.0,11/14/2019,167.2,12/08/2019,50.63
The Diamond Queen (TV programme),15.2,10/26/2019,26.0,11/19/2019,71.05
Left Bank Pictures,86.8,11/14/2019,199.0,11/18/2019,129.26
Primetime Emmy Award for Outstanding Guest Actress in a Drama Series,276.0,12/04/2019,295.2,12/06/2019,6.96
ER (season 4),168.2,11/30/2019,319.8,10/24/2019,90.13
Pasteur Institute,126.2,11/10/2019,437.4,10/22/2019,246.59
Sunday Times,73.8,10/27/2019,258.4,12/13/2019,250.14
Children's Party at the Palace,22.0,12/04/2019,64.8,11/28/2019,194.55
Edward VIII,14122.4,10/31/2019,76148.0,11/24/2019,439.2
69th Primetime Emmy Awards,202.0,11/06/2019,296.6,11/01/2019,46.83
State Opening of Parliament,308.2,11/16/2019,475.4,12/13/2019,54.25
"Lyceum Theatre, London",165.6,12/09/2019,296.6,11/02/2019,79.11
Eltham Palace,175.4,11/08/2019,263.4,12/10/2019,50.17
Damian Lewis,2651.2,11/19/2019,5394.0,11/09/2019,103.46
Boardwalk Empire (season 2),111.8,10/26/2019,149.8,12/06/2019,33.99
The Crown (season 1),0.0,10/20/2019,8972.8,11/18/2019,0
"Prince Edward, Duke of Windsor",320.0,11/01/2019,2611.6,11/24/2019,716.12
Billy Graham,1995.0,12/13/2019,3222.6,12/08/2019,61.53
Gender pay gap,1025.6,10/26/2019,3598.2,12/01/2019,250.84
40th Primetime Emmy Awards,31.2,12/04/2019,41.2,11/24/2019,32.05
Breaking Bad (season 4),357.4,12/14/2019,0.0,10/21/2019,-100.0
The Circle (American TV series),105.0,11/14/2019,579.2,12/11/2019,451.62
Monarchy of Belize,154.0,10/31/2019,324.2,11/21/2019,110.52
5th Primetime Emmy Awards,22.2,11/22/2019,23.0,11/20/2019,3.6
Marburg Files,1221.4,10/22/2019,7588.8,11/24/2019,521.32
Law & Order (season 6),60.4,10/22/2019,271.6,12/02/2019,349.67
38th Primetime Emmy Awards,29.0,12/09/2019,44.2,11/19/2019,52.41
Thermae Romae,65.6,12/07/2019,93.8,11/10/2019,42.99
Reigning Queens,23.6,11/24/2019,31.0,11/19/2019,31.36
The Coronation (film),13.0,11/10/2019,32.2,10/22/2019,147.69
Daniel Flynn (actor),87.4,11/04/2019,112.4,11/07/2019,28.6
Christopher John Lewis,32.2,10/31/2019,244.6,12/02/2019,659.63
Princess Alice of Battenberg,2107.6,10/31/2019,136924.2,11/18/2019,6396.69
The Damned United,215.2,10/26/2019,362.6,11/17/2019,68.49
Sugar Rush (2018 TV series),176.0,11/15/2019,1660.4,12/01/2019,843.41
The United States Steel Hour,77.8,11/05/2019,77.8,10/31/2019,0.0
Producers Guild of America Award for Best Episodic Drama,9.4,10/28/2019,17.8,11/07/2019,89.36
Grey's Anatomy (season 3),560.0,10/30/2019,753.4,12/08/2019,34.54
1987 Fijian coups d'état,73.0,12/07/2019,105.0,12/04/2019,43.84
The Queen's Beasts,124.4,12/04/2019,0.0,10/20/2019,-100.0
Mary of Teck,4628.8,10/31/2019,16187.2,11/24/2019,249.71
11th Primetime Emmy Awards,16.2,10/27/2019,20.8,12/13/2019,28.4
That '90s Show,58.0,11/03/2019,111.0,12/04/2019,91.38
Hill Street Blues,1005.2,12/07/2019,1211.2,11/03/2019,20.49
The Americans (season 3),164.6,10/26/2019,177.6,11/25/2019,7.9
My Next Guest Needs No Introduction with David Letterman,233.2,12/13/2019,2527.8,10/26/2019,983.96
Formula 1: Drive to Survive,239.0,10/22/2019,761.0,12/01/2019,218.41
Kojak,557.6,12/12/2019,762.0,11/01/2019,36.66
56th Primetime Emmy Awards,53.4,12/04/2019,58.4,11/29/2019,9.36
The Daily Telegraph,2201.8,10/25/2019,3428.4,12/12/2019,55.71
Queen of Malta,0.0,10/20/2019,82.0,12/01/2019,0
"Philip, Duke of Edinburgh",83.4,10/30/2019,621.0,11/18/2019,644.6
Queen Elizabeth II,4403.2,11/01/2019,26886.0,11/18/2019,510.6
45th Primetime Emmy Awards,45.6,10/26/2019,68.0,11/26/2019,49.12
Lou Grant (season 2),10.6,11/10/2019,13.6,11/18/2019,28.3
Digital Spy,278.6,10/30/2019,521.0,12/04/2019,87.01
Amazon.co.uk,22.4,10/24/2019,48.4,12/07/2019,116.07
Royal Marriages Act 1772,198.0,11/01/2019,659.0,11/24/2019,232.83
Queen Elizabeth II Coronation Medal,76.0,11/02/2019,137.0,11/10/2019,80.26
Nailed It!,705.6,10/24/2019,3684.4,11/24/2019,422.17
Pulitzer Prize Playhouse,16.2,11/11/2019,18.6,11/25/2019,14.81
Andy Harries,48.6,10/29/2019,101.0,11/17/2019,107.82
Mad Men (season 4),213.0,12/13/2019,355.2,11/24/2019,66.76
Sunderland 'Til I Die,212.2,11/01/2019,276.4,11/20/2019,30.25
1975 Australian constitutional crisis,429.6,11/08/2019,688.6,11/11/2019,60.29
Satellite Award for Best Television Series – Drama,11.6,10/28/2019,21.8,11/08/2019,87.93
Princess Anne,483.4,11/01/2019,5418.0,11/18/2019,1020.81
Netflix,13826.0,12/06/2019,18274.2,11/13/2019,32.17
Haunted (2018 TV series),226.0,12/13/2019,0.0,10/20/2019,-100.0
I Think You Should Leave with Tim Robinson,544.4,11/07/2019,746.2,12/04/2019,37.07
Tony Blair,3738.2,10/26/2019,20814.2,12/13/2019,456.8
Beastars,3783.8,11/20/2019,0.0,10/20/2019,-100.0
Claire Foy,3938.2,10/31/2019,14651.0,11/18/2019,272.02
Queen of Uganda,20.2,12/07/2019,0.0,10/21/2019,-100.0
The X-Files (season 1),255.0,12/06/2019,272.8,11/03/2019,6.98
Selling Sunset,177.6,10/26/2019,438.4,11/23/2019,146.85
Columbo (season 1),95.4,10/30/2019,157.2,11/17/2019,64.78
List of prime ministers of Elizabeth II,180.0,10/24/2019,2546.4,11/18/2019,1314.67
List of Medical Center episodes,27.4,11/01/2019,36.4,11/30/2019,32.85
Dodi Fayed,2037.0,11/08/2019,4110.2,11/22/2019,101.78
Rupert Gregson-Williams,205.8,10/31/2019,392.4,12/09/2019,90.67
Dexter (TV series),3145.2,12/07/2019,3782.6,12/03/2019,20.27
Lost (TV series),3657.0,10/31/2019,0.0,10/21/2019,-100.0
Gloriana (barge),40.4,11/01/2019,47.6,11/03/2019,17.82
14th Primetime Emmy Awards,20.6,10/25/2019,29.0,11/03/2019,40.78
Kurt Hahn,249.0,10/31/2019,710.0,11/24/2019,185.14
Diamond Jubilee Pageant,0.0,10/20/2019,41.0,11/24/2019,0
Princess Marina of Greece and Denmark,710.2,11/01/2019,2220.6,11/18/2019,212.67
Justified (TV series),1257.8,12/13/2019,0.0,10/20/2019,-100.0
Monarchy of South Africa,78.8,12/08/2019,177.6,11/02/2019,125.38
Jonny Lee Miller,2012.4,12/13/2019,0.0,10/20/2019,-100.0
Marion Bailey,200.6,10/29/2019,3126.2,11/17/2019,1458.42
The Royal Tour of the Caribbean,7.8,11/05/2019,9.8,12/14/2019,25.64
Alex Allan,13.0,11/24/2019,21.6,11/01/2019,66.15
Loseley Park,31.0,12/05/2019,71.2,11/17/2019,129.68
Mission: Impossible (season 2),15.6,11/26/2019,20.0,11/02/2019,28.21
Death of a Salesman (1985 film),82.0,12/14/2019,423.2,11/09/2019,416.1
House (TV series),4030.0,10/26/2019,5635.6,11/12/2019,39.84
List of titles and honours of Elizabeth II,231.4,11/01/2019,797.2,11/27/2019,244.51
Elstree Studios (Shenley Road),102.0,12/13/2019,0.0,10/20/2019,-100.0
The Sopranos (season 1),365.6,10/31/2019,435.2,11/26/2019,19.04
43rd Primetime Emmy Awards,27.6,10/27/2019,41.8,11/09/2019,51.45
Monarchy: The Royal Family at Work,27.8,10/30/2019,172.4,11/18/2019,520.14
Gibraltar Diamond Jubilee Flotilla,8.4,11/07/2019,29.6,10/22/2019,252.38
Shadow and Bone (TV series),365.0,10/23/2019,689.0,11/13/2019,88.77
List of Hill Street Blues episodes,157.2,11/01/2019,219.0,12/01/2019,39.31
The Times,1845.8,10/25/2019,2426.8,11/20/2019,31.48
Ultraman (manga),159.2,12/13/2019,114.6,12/14/2019,-28.02
Homicide: Life on the Street,550.4,12/12/2019,649.0,11/26/2019,17.91
Homicide: Life on the Street (season 6),29.2,10/26/2019,61.0,12/09/2019,108.9
List of Six Feet Under episodes,258.4,10/25/2019,338.4,11/15/2019,30.96
The Knick,496.4,12/06/2019,569.8,11/18/2019,14.79
"Antony Armstrong-Jones, 1st Earl of Snowdon",4919.6,10/24/2019,57620.6,11/18/2019,1071.25
ComingSoon.net,32.2,10/28/2019,54.6,11/24/2019,69.57
Sir Clement Price Thomas,8.6,11/01/2019,41.6,11/17/2019,383.72
The Queen (2006 film),752.0,10/31/2019,2154.8,11/18/2019,186.54
Denis Thatcher,596.6,11/14/2019,863.8,12/13/2019,44.79
1982 Paris–Dakar Rally,6.0,10/27/2019,33.4,11/25/2019,456.67
Jonathan Pryce,1398.8,10/25/2019,3383.8,12/01/2019,141.91
Party at the Palace,64.0,10/22/2019,71.0,12/08/2019,10.94
Columbo,1249.6,12/06/2019,0.0,10/21/2019,-100.0
"Death of Diana, Princess of Wales",2548.6,11/01/2019,0.0,10/21/2019,-100.0
Thirtysomething,337.4,10/30/2019,445.4,11/24/2019,32.01
Lou Grant (TV series),213.0,10/22/2019,280.0,11/16/2019,31.46
Belvoir Castle,152.0,12/13/2019,423.6,12/06/2019,178.68
Queen Elizabeth II domestic rate stamp (Canada),15.4,11/01/2019,24.8,11/18/2019,61.04
24th Primetime Emmy Awards,28.0,11/18/2019,25.6,11/09/2019,-8.57
Street Food (TV series),16.6,11/08/2019,33.0,12/09/2019,98.8
"Louis Mountbatten, 1st Earl Mountbatten of Burma",3891.2,10/30/2019,97664.6,11/24/2019,2409.88
The Witcher (TV series),6370.8,11/29/2019,24853.8,11/01/2019,290.12
Queen of Tanganyika,13.8,10/25/2019,0.0,10/21/2019,-100.0
21st Primetime Emmy Awards,16.8,10/27/2019,26.6,11/01/2019,58.33
"List of Marcus Welby, M.D. episodes",16.2,10/26/2019,36.4,10/23/2019,124.69
Waddesdon Manor,484.2,11/06/2019,894.6,12/01/2019,84.76
Hans Zimmer,3455.4,10/30/2019,4288.6,12/09/2019,24.11
2002 Golden Jubilee Honours,14.6,11/15/2019,35.8,11/20/2019,145.21
John F. Kennedy,13849.4,10/26/2019,32549.2,11/22/2019,135.02
Lou Grant (season 3),8.4,10/26/2019,14.6,12/07/2019,73.81
BBC News,2084.2,10/29/2019,3582.2,12/13/2019,71.87
Wilton House,134.4,10/25/2019,313.6,11/18/2019,133.33
70th Primetime Emmy Awards,307.2,11/29/2019,373.8,10/24/2019,21.68
Commander-in-Chief of the Canadian Armed Forces,33.2,12/10/2019,105.4,11/11/2019,217.47
Lancaster House,162.2,10/26/2019,450.8,11/24/2019,177.93
Coronation chicken,201.2,11/02/2019,285.2,11/12/2019,41.75
The Practice,935.8,12/04/2019,1189.6,12/09/2019,27.12
Lost (season 2),218.0,12/05/2019,254.6,12/09/2019,16.79
Twitter,5308.4,12/14/2019,15298.8,11/12/2019,188.2
List of Kojak episodes,116.2,11/17/2019,202.2,12/05/2019,74.01
Royal Family (film),0.0,10/20/2019,4312.0,11/18/2019,0
Stephen Boxer,20.4,12/02/2019,115.8,11/16/2019,467.65
The Wire (season 4),261.4,11/08/2019,334.4,11/25/2019,27.93
Head of the Commonwealth,297.6,11/08/2019,397.6,12/07/2019,33.6
Tobias Menzies,1847.8,10/31/2019,25712.4,11/18/2019,1291.51
37th Primetime Emmy Awards,20.8,10/29/2019,31.8,12/06/2019,52.88
59th Primetime Emmy Awards,78.2,10/22/2019,169.8,12/09/2019,117.14
3rd Primetime Emmy Awards,0.0,10/21/2019,21.8,11/19/2019,0
God Save the Queen (Sex Pistols song),276.2,11/02/2019,357.8,11/26/2019,29.54
Grey's Anatomy (season 2),554.4,10/26/2019,661.6,11/04/2019,19.34
The Independent,2133.4,11/17/2019,2550.0,12/13/2019,19.53
Diamond Jubilee Concert,54.4,12/10/2019,75.6,12/01/2019,38.97
Anthony Blunt,1041.4,11/02/2019,88016.0,11/17/2019,8351.7
Longford (film),67.4,12/13/2019,139.0,11/19/2019,106.23
Stranger Things (season 1),912.6,12/13/2019,2020.6,11/03/2019,121.41
Law & Order (season 7),53.8,11/01/2019,177.2,12/02/2019,229.37
Producers' Showcase,28.2,10/28/2019,42.6,11/11/2019,51.06
Queen of Guyana,14.0,10/29/2019,29.8,11/19/2019,112.86
List of Party of Five episodes,127.4,10/31/2019,220.4,12/01/2019,73.0
22nd Primetime Emmy Awards,22.2,10/25/2019,30.2,12/10/2019,36.04
