File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
"Prince Henry, Duke of Cumberland and Strathearn",57.6,12/12/2019,104.8,11/30/2019,81.94
CERN,1662.6,10/26/2019,2181.4,12/07/2019,31.2
Protection Command,134.8,11/13/2019,140.0,12/13/2019,3.86
N.N. Club,11.8,10/23/2019,20.2,11/11/2019,71.19
Jay Lefkowitz,20.6,11/30/2019,40.8,11/19/2019,98.06
"Hughes Hall, Cambridge",60.6,10/26/2019,248.4,12/09/2019,309.9
Rachael Maskell,82.8,10/27/2019,273.2,12/02/2019,229.95
Peerage of Ireland,213.0,10/25/2019,618.8,11/13/2019,190.52
Norfolk Terrier,203.8,10/31/2019,503.8,11/28/2019,147.2
Wayback Machine,0.0,10/19/2019,14346.2,11/21/2019,0
PizzaExpress,559.4,11/02/2019,2747.8,11/17/2019,391.2
Peerage of Great Britain,205.0,10/23/2019,381.8,11/22/2019,86.24
George V of the United Kingdom,420.2,11/15/2019,679.4,11/20/2019,61.68
"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",524.2,11/01/2019,1903.0,11/24/2019,263.03
Michael W. Bevan,8.6,11/24/2019,18.4,12/06/2019,113.95
RAF Leeming,60.8,10/27/2019,95.6,11/11/2019,57.24
Prince Andrew,436.6,11/01/2019,3893.0,11/20/2019,791.66
Lord High Constable of Scotland,26.8,12/02/2019,27.6,12/09/2019,2.99
Melvyn A. Goodale,0.0,10/20/2019,17.2,11/01/2019,0
Henry VIII,1648.0,10/31/2019,2922.0,11/03/2019,77.31
List of shrievalties,23.6,10/23/2019,59.0,11/09/2019,150.0
The Sydney Morning Herald,560.8,10/25/2019,1028.8,12/11/2019,83.45
Sunday Times,73.8,10/27/2019,237.8,12/13/2019,222.22
South Atlantic Medal,15.6,12/13/2019,115.0,11/10/2019,637.18
George III,1168.4,11/07/2019,2608.2,10/22/2019,123.23
James II of England,2362.2,10/26/2019,3449.8,11/05/2019,46.04
Edward VIII,14122.4,10/31/2019,76148.0,11/24/2019,439.2
Sheriff Principal,6.2,10/21/2019,13.2,12/01/2019,112.9
"Rupert Ponsonby, 7th Baron de Mauley",0.0,10/19/2019,49.6,11/03/2019,0
"Charles Wellesley, 9th Duke of Wellington",330.2,10/26/2019,408.4,11/11/2019,23.68
Channel 4 News,232.6,10/27/2019,364.4,11/30/2019,56.66
John Glenn,2342.8,12/03/2019,2307.4,12/04/2019,-1.51
Greg Clarke,46.2,11/21/2019,79.4,10/21/2019,71.86
United Kingdom,24071.2,10/26/2019,25476.2,12/13/2019,5.84
Sarah Ferguson,522.2,10/31/2019,10299.0,11/18/2019,1872.23
"Henry Somerset, 12th Duke of Beaufort",98.6,12/13/2019,403.8,11/23/2019,309.53
Paul O'Brien (chemist),7.2,10/23/2019,14.0,11/28/2019,94.44
RNAS Culdrose (HMS Seahawk),40.4,12/13/2019,165.2,11/17/2019,308.91
His Royal Highness,23.6,10/26/2019,27.6,11/12/2019,16.95
"Hugh Grosvenor, 7th Duke of Westminster",687.4,10/23/2019,3548.4,12/09/2019,416.21
Eric Kandel,258.8,11/16/2019,537.8,12/09/2019,107.81
Naval Long Service and Good Conduct Medal (1848),0.0,10/19/2019,60.4,11/11/2019,0
John W. Hutchinson,0.0,10/19/2019,46.4,12/12/2019,0
Sic,0.0,10/19/2019,2643.8,11/04/2019,0
Grand Duchess Olga Constantinovna of Russia,52.2,11/07/2019,179.2,11/18/2019,243.3
Princess Alice of Battenberg,0.0,10/19/2019,136924.2,11/18/2019,0
Virginia Giuffre,99.0,11/02/2019,313.0,12/03/2019,216.16
David Colquhoun,83.4,11/14/2019,143.6,11/17/2019,72.18
Montreal Gazette,253.0,11/30/2019,383.0,11/08/2019,51.38
Westland Sea King,380.0,12/07/2019,517.8,11/17/2019,36.26
Gerald B. Lefcourt,37.8,11/02/2019,48.8,12/07/2019,29.1
"James Spencer-Churchill, 12th Duke of Marlborough",381.0,11/15/2019,422.0,10/26/2019,10.76
Succession to the British throne,2533.4,10/31/2019,15595.2,11/21/2019,515.58
Stephen R. Bloom,0.0,10/19/2019,13.6,10/23/2019,0
Saudi royal family,23.2,10/25/2019,161.4,12/07/2019,595.69
"Charles Gordon-Lennox, 11th Duke of Richmond",240.4,12/06/2019,324.8,10/21/2019,35.11
The Royal Highland Fusiliers of Canada,0.0,10/19/2019,44.8,11/11/2019,0
Princess Beatrice of the United Kingdom,958.8,11/07/2019,1849.4,11/18/2019,92.89
The Daily Telegraph,2201.8,10/25/2019,2922.8,12/12/2019,32.75
George I of Great Britain,4843.8,10/31/2019,7678.6,11/03/2019,58.52
Queen Elizabeth II,4403.2,11/01/2019,26886.0,11/18/2019,510.6
Commemorative Medal for the Centennial of Saskatchewan,0.0,10/19/2019,32.0,11/21/2019,0
Canada,19046.8,11/09/2019,31755.8,10/22/2019,66.73
Mediterranean Sea,2626.6,11/09/2019,3053.0,11/25/2019,16.23
Fellow of the Royal Society,0.0,10/19/2019,2293.2,12/07/2019,0
Dermot Farrell,4.6,12/09/2019,7.8,11/18/2019,69.57
George IV,3644.4,10/31/2019,5868.4,11/03/2019,61.03
National Union of Students (United Kingdom),111.2,11/15/2019,150.6,11/25/2019,35.43
Royal Marines,790.2,12/13/2019,3289.6,10/28/2019,316.3
Peerage of the United Kingdom,563.0,10/25/2019,1273.4,12/12/2019,126.18
Edward IV of England,1735.8,12/13/2019,23244.8,11/02/2019,1239.14
United Arab Emirates,9589.4,11/09/2019,13209.8,12/02/2019,37.75
"Meghan, Duchess of Sussex",7600.8,12/06/2019,23118.8,10/21/2019,204.16
Tony Blair,3738.2,10/26/2019,16239.0,12/13/2019,334.41
Julie K. Brown,0.0,10/20/2019,529.2,11/29/2019,0
Kingdom of England,2474.6,10/31/2019,3991.4,11/03/2019,61.29
The National (Scotland),72.0,11/09/2019,93.4,12/13/2019,29.72
Worshipful Company of Shipwrights,19.0,10/27/2019,1001.4,12/12/2019,5170.53
Royal United Services Institute,0.0,10/19/2019,145.2,11/27/2019,0
The Sunday Telegraph,212.4,10/25/2019,240.4,10/27/2019,13.18
Vigil of the Princes,118.0,10/30/2019,435.8,11/23/2019,269.32
Stanley Rous,44.4,11/26/2019,67.0,11/14/2019,50.9
Julia Yeomans,8.0,10/29/2019,21.6,11/22/2019,170.0
Polo,781.0,10/26/2019,1367.0,11/19/2019,75.03
"Rupert Carington, 7th Baron Carrington",28.8,11/02/2019,49.0,10/24/2019,70.14
List of current Knights and Ladies of the Garter,0.0,10/19/2019,428.0,11/21/2019,0
Cecilia Cavendish-Bentinck,369.6,11/01/2019,1295.4,11/24/2019,250.49
Ghislaine Maxwell,0.0,10/19/2019,29747.2,11/17/2019,0
Sexual assault,2359.0,11/29/2019,2731.4,11/15/2019,15.79
Sarah Clarke (Black Rod),86.0,12/08/2019,324.4,11/04/2019,277.21
United States District Court for the Southern District of New York,454.2,11/29/2019,651.0,12/07/2019,43.33
Heatherdown School,30.0,10/28/2019,251.6,11/17/2019,738.67
The Shard,1049.2,12/13/2019,2394.2,11/05/2019,128.19
"Richard Scott, 10th Duke of Buccleuch",218.8,11/15/2019,268.4,12/01/2019,22.67
Sunninghill Park,67.8,10/26/2019,1423.8,11/21/2019,2000.0
Order of precedence in Scotland,32.6,10/26/2019,210.4,10/22/2019,545.4
Carrickfergus,233.0,11/01/2019,237.6,11/02/2019,1.97
Standing NRF Maritime Group 1,9.8,11/08/2019,18.6,11/19/2019,89.8
Prince Frederick of Great Britain,37.6,11/05/2019,67.0,11/30/2019,78.19
National Building Museum,104.6,12/11/2019,125.2,11/16/2019,19.69
Robert George Graham,3.8,10/27/2019,6.0,11/27/2019,57.89
Justin Welby,521.6,12/07/2019,1166.4,11/26/2019,123.62
"Bruce Murray, 12th Duke of Atholl",113.0,10/31/2019,184.8,11/25/2019,63.54
Saif al-Islam Gaddafi,563.4,11/23/2019,0.0,10/20/2019,-100.0
John McDowell (bishop),0.0,10/20/2019,12.6,11/02/2019,0
The Times,1845.8,10/25/2019,2426.8,11/20/2019,31.48
Chalet,272.8,10/26/2019,420.6,11/19/2019,54.18
Colonel,1145.6,10/26/2019,1576.2,11/25/2019,37.59
Grenadier Guards,410.2,10/25/2019,588.8,11/10/2019,43.54
The Atlantic,1524.6,10/25/2019,1306.0,12/13/2019,-14.34
Knight of the Order of the Garter,336.4,10/24/2019,1534.0,11/20/2019,356.0
"Prince Frederick, Duke of York and Albany",186.6,12/13/2019,540.6,11/24/2019,189.71
Princess Beatrice,10.2,11/10/2019,52.0,11/17/2019,409.8
Private Members' Bills in the Parliament of the United Kingdom,54.2,11/16/2019,57.6,10/21/2019,6.27
Dynasty,1270.4,10/26/2019,1758.8,11/04/2019,38.44
Nigel Ward,8.0,11/01/2019,52.0,11/18/2019,550.0
Nursultan Nazarbayev,884.2,11/15/2019,1236.0,11/28/2019,39.79
Ian Davidson (British politician),12.6,10/26/2019,124.4,12/13/2019,887.3
Order of precedence in England and Wales,250.4,12/06/2019,471.6,11/10/2019,88.34
"Death of Diana, Princess of Wales",2548.6,11/01/2019,5244.4,10/21/2019,105.78
Honi soit qui mal y pense,462.6,10/24/2019,525.0,11/03/2019,13.49
Harry Anderson (chemist),8.8,11/11/2019,10.0,10/24/2019,13.64
David Rowland (property developer),0.0,10/19/2019,1216.2,12/01/2019,0
PA Media,0.0,10/19/2019,244.2,11/09/2019,0
"Nick Phillips, Baron Phillips of Worth Matravers",46.6,10/30/2019,48.6,12/08/2019,4.29
Liveryman,17.2,10/26/2019,180.6,11/17/2019,950.0
Stephen P. Long,18.6,11/10/2019,0.0,10/20/2019,-100.0
Spain,10127.4,12/07/2019,12601.6,11/11/2019,24.43
"Prince Edward, Duke of Kent",1426.4,11/01/2019,2891.2,11/10/2019,102.69
Chartered Institution of Building Services Engineers,157.4,12/10/2019,151.0,12/08/2019,-4.07
Lord Chief Justice of England and Wales,206.8,12/04/2019,487.8,11/02/2019,135.88
Moderator of the General Assembly of the Church of Scotland,41.2,11/22/2019,68.6,10/21/2019,66.5
Eliza Manningham-Buller,81.4,12/12/2019,0.0,10/19/2019,-100.0
"Maurice FitzGerald, 9th Duke of Leinster",74.4,10/26/2019,163.0,11/07/2019,119.09
New York (state),6286.2,10/29/2019,8814.8,11/02/2019,40.22
Sex trafficking in the United States,223.2,10/23/2019,398.8,11/20/2019,78.67
Coat of arms of Scotland,0.0,10/19/2019,95.0,10/22/2019,0
Prince Michael of Kent,987.8,11/01/2019,3223.8,11/24/2019,226.36
Lord Chancellor,662.6,10/26/2019,1174.2,11/05/2019,77.21
Special Representative for International Trade and Investment,12.6,10/27/2019,208.6,11/17/2019,1555.56
Heraldic flag,102.2,12/09/2019,142.8,11/11/2019,39.73
"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",330.4,10/22/2019,0.0,10/19/2019,-100.0
Michael O'Mara Books,8.6,11/03/2019,64.2,12/11/2019,646.51
Christopher J. Schofield,14.4,12/08/2019,18.0,11/11/2019,25.0
Watchstanding,0.0,10/19/2019,63.8,11/18/2019,0
George I of Greece,1149.2,11/08/2019,4408.6,11/18/2019,283.62
The Independent,2133.4,11/17/2019,2021.8,12/13/2019,-5.23
Leon Panetta,902.2,11/28/2019,1152.0,11/22/2019,27.69
Royal Arms of Canada,4.6,11/05/2019,11.0,12/04/2019,139.13
Human rights in Bahrain,59.8,11/09/2019,0.0,10/19/2019,-100.0
Russian Far East,387.2,12/13/2019,1081.4,12/03/2019,179.29
Walgreens,2492.6,11/23/2019,6261.0,11/20/2019,151.18
Frogmore Cottage,490.4,11/06/2019,1136.0,10/21/2019,131.65
Charity Commission for England and Wales,132.2,11/16/2019,269.4,11/30/2019,103.78
SS Atlantic Conveyor,54.4,12/13/2019,591.0,11/17/2019,986.4
Op-ed,858.0,12/07/2019,1186.8,10/23/2019,38.32
Portsmouth,985.8,10/25/2019,1419.6,11/12/2019,44.0
"Peter St Clair-Erskine, 7th Earl of Rosslyn",68.0,11/02/2019,93.0,11/23/2019,36.76
Sky News,714.2,11/17/2019,1140.4,12/12/2019,59.68
Joe Mears,11.8,11/17/2019,10.4,11/02/2019,-11.86
Emily Maitlis,639.8,10/27/2019,10370.8,11/17/2019,1520.94
Jeffrey Epstein,0.0,10/19/2019,146347.0,11/20/2019,0
Wood Farm,0.0,10/19/2019,537.0,10/27/2019,0
George VI of the United Kingdom,229.8,11/01/2019,482.6,11/20/2019,110.01
General List,8.2,10/25/2019,52.4,11/17/2019,539.02
Lieutenant,1239.8,11/30/2019,1505.8,11/01/2019,21.46
Lord Great Chamberlain,156.6,12/06/2019,221.4,11/05/2019,41.38
Royal Fellow of the Royal Society,12.6,10/23/2019,86.4,12/10/2019,585.71
Royal Irish Regiment (1992),167.2,12/04/2019,248.0,11/10/2019,48.33
Rear Admiral (Royal Navy),0.0,10/19/2019,78.6,11/21/2019,0
"Charles Innes-Ker, 11th Duke of Roxburghe",40.2,12/13/2019,157.6,10/28/2019,292.04
RNAS Yeovilton (HMS Heron),48.2,12/13/2019,0.0,10/20/2019,-100.0
ITV (TV network),1201.4,10/30/2019,1442.4,12/06/2019,20.06
"Prince William Frederick, Duke of Gloucester and Edinburgh",94.4,12/05/2019,136.2,11/22/2019,44.28
Peerage of England,739.8,11/07/2019,949.4,11/04/2019,28.33
"Prince George, Duke of Cambridge",0.0,10/19/2019,291.0,11/17/2019,0
"Richard Luce, Baron Luce",75.8,10/26/2019,98.6,11/01/2019,30.08
HMS Campbeltown (F86),0.0,10/20/2019,107.6,11/18/2019,0
Knight Grand Cross of the Royal Victorian Order,173.8,10/31/2019,992.8,11/18/2019,471.23
Irish Independent,247.2,11/17/2019,476.8,11/20/2019,92.88
Prince Andrew of Greece and Denmark,0.0,10/19/2019,21217.8,11/18/2019,0
"Little Saint James, U.S. Virgin Islands",0.0,10/19/2019,3753.6,11/19/2019,0
"Peregrine Cavendish, 12th Duke of Devonshire",380.8,10/22/2019,1881.2,12/12/2019,394.01
Kensington Palace,1147.6,10/31/2019,3320.8,11/24/2019,189.37
Skiing,588.4,10/26/2019,1758.8,12/08/2019,198.91
Prince Alexander John of Wales,202.2,11/07/2019,403.2,11/18/2019,99.41
Terry Speed,11.4,10/29/2019,22.6,12/02/2019,98.25
Label (heraldry),46.6,10/23/2019,0.0,10/20/2019,-100.0
William IV,8.4,11/09/2019,32.2,10/30/2019,283.33
World Economic Forum,0.0,10/19/2019,1706.8,11/08/2019,0
Los Angeles Herald Examiner,46.8,10/24/2019,65.6,11/03/2019,40.17
George V of Hanover,0.0,10/19/2019,570.6,11/03/2019,0
The Mail on Sunday,184.2,12/05/2019,0.0,10/20/2019,-100.0
Judy Armitage,24.8,11/09/2019,26.0,11/10/2019,4.84
Queen Elizabeth II Golden Jubilee Medal,120.4,12/07/2019,343.2,11/10/2019,185.05
"Ernest Augustus, Crown Prince of Hanover",0.0,10/19/2019,293.8,11/23/2019,0
Lisa Bloom,477.4,12/10/2019,1076.6,10/24/2019,125.51
Commodore-in-Chief,15.2,11/06/2019,35.6,12/10/2019,134.21
Jon Crowcroft,0.0,10/19/2019,39.6,11/26/2019,0
Margrethe II of Denmark,1550.6,11/08/2019,2096.6,12/11/2019,35.21
Royal Navy,2978.8,10/25/2019,4799.2,11/17/2019,61.11
"Edmund of Langley, 1st Duke of York",129.0,12/12/2019,460.0,11/03/2019,256.59
Lord Privy Seal,231.4,12/08/2019,0.0,10/19/2019,-100.0
Coat of arms,1520.0,12/07/2019,1796.0,11/19/2019,18.16
Newmarket Racecourse,80.0,11/08/2019,126.6,11/05/2019,58.25
Denis Follows,6.4,11/15/2019,8.4,12/05/2019,31.25
Plea deal,32.0,11/15/2019,59.4,11/27/2019,85.62
Spitting Image,709.4,12/11/2019,666.4,12/09/2019,-6.06
HMS Illustrious (R06),253.2,10/26/2019,491.6,11/10/2019,94.15
"Merlin Hay, 24th Earl of Erroll",56.0,11/13/2019,63.0,12/07/2019,12.5
"Prince Arthur, Duke of Connaught and Strathearn",706.6,11/07/2019,3714.2,10/23/2019,425.64
Secretary of State for Scotland,98.2,10/27/2019,178.8,12/13/2019,82.08
Pen and Sword Books,30.6,11/28/2019,38.4,11/08/2019,25.49
Patrick Stewart,2361.8,12/13/2019,7689.6,11/13/2019,225.58
HMS Brazen (F91),17.8,11/04/2019,125.4,11/17/2019,604.49
Maria Grazia Spillantini,0.0,10/20/2019,13.2,10/24/2019,0
Cadency,89.8,10/30/2019,138.2,12/09/2019,53.9
Tunisian Revolution,456.0,11/09/2019,665.2,10/22/2019,45.88
Prince Louis of Battenberg,0.0,10/19/2019,12938.4,11/18/2019,0
Mayors in Northern Ireland,6.6,10/26/2019,10.0,10/30/2019,51.52
Charles W. Alcock,0.0,10/19/2019,44.8,11/12/2019,0
Joanna Haigh,11.4,10/27/2019,32.8,12/08/2019,187.72
"Prince George, Duke of Kent",2074.2,11/01/2019,6544.6,11/24/2019,215.52
House of Windsor,3381.0,10/31/2019,11478.6,11/24/2019,239.5
Timur Kulibayev,40.2,10/27/2019,195.6,11/20/2019,386.57
"Prince William Henry, Duke of Gloucester and Edinburgh",95.6,11/01/2019,148.2,11/30/2019,55.02
"Robin Butler, Baron Butler of Brockwell",44.6,11/15/2019,63.8,10/21/2019,43.05
"David Triesman, Baron Triesman",27.2,10/27/2019,0.0,10/19/2019,-100.0
Ian Maxwell,96.8,10/28/2019,1328.8,11/17/2019,1272.73
Prince Hubertus of Saxe-Coburg and Gotha (pilot),44.4,12/13/2019,102.8,11/30/2019,131.53
Royal Ascot,69.8,11/10/2019,144.4,11/23/2019,106.88
List of diplomatic missions of the United Kingdom,89.6,11/09/2019,109.0,10/22/2019,21.65
United Press International,466.6,11/16/2019,521.0,11/18/2019,11.66
HMS Edinburgh (D97),28.4,11/05/2019,77.0,11/17/2019,171.13
Central Park,1365.8,12/13/2019,2961.4,11/06/2019,116.83
List of lord lieutenants in the United Kingdom,11.4,11/27/2019,18.0,11/03/2019,57.89
Chen Zhu,21.0,10/27/2019,0.0,10/19/2019,-100.0
Republic (political organisation),96.0,10/27/2019,186.0,11/18/2019,93.75
The London Gazette,0.0,10/19/2019,2778.0,11/07/2019,0
Rosette (decoration),0.0,10/19/2019,98.0,11/10/2019,0
Jock Stirrup,0.0,10/19/2019,90.6,11/12/2019,0
"Royal Naval College, Greenwich",70.4,11/01/2019,144.8,11/22/2019,105.68
Prince John of the United Kingdom,1184.0,11/01/2019,3578.8,11/23/2019,202.26
Royal Commonwealth Ex-Services League,13.8,12/09/2019,28.8,11/11/2019,108.7
Prince Octavius of Great Britain,68.8,12/13/2019,147.4,11/17/2019,114.24
Evgeny Morozov,64.8,12/13/2019,196.6,11/07/2019,203.4
Master of the Horse (United Kingdom),8.0,10/27/2019,11.6,10/22/2019,45.0
Edith Heard,12.4,11/03/2019,22.6,11/27/2019,82.26
"Ian Burnett, Baron Burnett of Maldon",72.8,10/27/2019,0.0,10/19/2019,-100.0
Order of the Garter,1269.6,10/31/2019,1932.6,11/03/2019,52.22
"John McFall, Baron McFall of Alcluith",67.2,10/26/2019,100.8,12/13/2019,50.0
Postmedia Network,164.4,11/24/2019,0.0,10/20/2019,-100.0
