File,Percent Increase
A Price Above Rubies,88.1
Danny Boyle,16.8
Simon & Schuster,46.62
Angela Lansbury,108.11
The Washington Post,78.36
The Crow: Salvation,-4.31
Map of the Human Heart,86.52
The Huffington Post,42.06
Matt Damon,75.77
Talk of Angels,64.94
Phoebe Waller-Bridge,91.55
Harold Hecht,79.55
New York (magazine),35.77
Matt Stone,4.17
Good Will Hunting,136.84
Kirk Douglas,-7.73
Housing cooperative,357.19
Anthony Katagas,-100.0
Sydney Pollack,237.24
Nikki Finke,426.01
Anger,13.8
Michael Deeley,431.21
Finding Neverland (film),198.91
Marco Polo (TV series),50.33
Big Eyes,49.6
James W. Skotchdopole,55.32
August: Osage County,419.81
Ron Bozman,33.33
The Who,58.65
NC-17,251.97
Gotham Awards,983.52
Colin Vaines,2476.79
Harvey Weinstein,74308.98
Derailed (2005 film),349.49
Sing Street,87.45
Kate Winslet,327.67
The Straits Times,13.49
Universal health care,28.94
Primetime Emmy Award for Outstanding Reality-Competition Program,-100.0
Project Runway,61.45
Peter Ustinov,49.22
CNN,0
Claire Foy,490.75
Robert Shaye,95.7
Ben Stiller,94.85
Emilia Clarke,137.12
Rockshow,1950.29
Robert Rodriguez,219.52
Bail,46.35
Wende Correctional Facility,133.85
Poverty,46.28
Robert Chartoff,51.22
Doogal,376.7
Golden Globe Award for Best Motion Picture – Musical or Comedy,29.63
Errol Morris,44.24
Immigration,29.56
Denzel Washington,33.0
Django Unchained,132.01
"Crouching Tiger, Hidden Dragon: Sword of Destiny",43.37
Associated Press,75.27
Miramax,6931.05
Robert Wise,67.43
The Lord of the Rings: The Fellowship of the Ring,69.31
MPAA,81.03
War & Peace (2016 TV series),239.27
Saturn Award,34.84
Burnt (film),192.81
Ewan McGregor,283.97
Sexual assault,458.67
Charles B. Wessler,11.83
Mark Boal,56.34
Huffington Post,56.39
Graham King,148.64
Dust Devil (film),-100.0
Pulp Fiction,211.78
The Lord of the Rings: The Return of the King,93.37
Phantoms (film),528.52
Martin Lewis (humorist),0
Coen brothers,32.04
Benedict Cumberbatch,79.25
Brad Pitt,49.2
The Producers (musical),99.2
Samuel L. Jackson,-100.0
The Crossing Guard,182.57
Halloween (2007 film),537.8
Gerald R. Molen,30.98
Tilda Swinton,112.89
Death row,25.58
The Hartford Courant,41.8
My Life So Far,65.27
E!,41.42
Wind River (film),148.21
Aziz Ansari,-100.0
Tulip Fever,195.27
Motion Picture Association,37.35
Dan Jinks,205.75
Walter Mirisch,116.06
Michael Phillips (producer),175.0
My Week with Marilyn,335.96
Jersey Girl (2004 film),249.88
The Hateful Eight,232.96
The Anniston Star,97.5
Butter (2011 film),26.42
Los Angeles,104.13
Art film,52.05
Heidi Klum,230.88
University at Buffalo,290.61
New York City Police Department,78.99
The Thief and the Cobbler,19.66
The Faculty,272.11
Spy Kids (film),129.41
Edward Zwick,49.61
In Too Deep (1999 film),114.02
"Flushing, Queens",276.5
New York (state),28.63
Richard Curtis,23.89
Paul McCartney,36.28
Jewish,23.05
Shakespeare in Love,459.91
Beautiful Girls (film),293.37
BBC News,13.94
Stanley R. Jaffe,27.01
Tony Scott,120.24
Extradition,48.15
Saul Zaentz,66.53
I Don't Know How She Does It,232.36
Clint Eastwood,87.77
The Sun (Lowell),-7.41
Chloé Zhao,200.81
National Review,25.32
Ted Sarandos,-100.0
Los Angeles Police Department,106.8
Jon Feltheimer,0
Social media,27.05
Kevin Feige,512.47
Ronald Meyer,251.17
John and James Woolf,33.75
The Secret Policeman's Other Ball,6038.76
The Independent,19.71
The Nanny Diaries (film),218.7
Who (magazine),63.01
The Journey of August King,502.0
Tie Me Up! Tie Me Down!,954.67
Bruce Cohen,64.6
Victory (1996 film),60.47
Grindhouse (film),202.83
Sin City: A Dame to Kill For,54.71
John Lesher (producer),0
The Forward,76.89
Tony Award,-100.0
Hugh Grant,483.05
Mimic (film),61.52
IAC (company),90.75
Michael Douglas,149.88
New York Times,47.46
Il Postino: The Postman,297.65
Danes,12.96
The Mist (film),115.04
Black Cube,8873.29
Helen Mirren,29.09
Pulse (2006 film),86.2
Outside Providence (film),-100.0
Frank Sinatra,34.36
Sin City (film),30.24
John Bowne High School,4379.17
Mark Ruffalo,198.37
Britannia Awards,1199.57
"Westport, Connecticut",189.76
Hayao Miyazaki,34.29
Gold (2016 film),-100.0
Judi Dench,224.28
Macbeth (2015 film),40.84
Air Bud,96.04
Daily Beast,94.75
Academy Awards,-100.0
Tom Cruise,51.38
The Night We Never Met,1163.85
Gray Frederickson,66.67
Academy Award for Best Picture,37.96
Sexual harassment,947.9
Leslie Moonves,182.23
Wide Awake (1998 film),179.25
British Film Institute,19.01
Orlando Bloom,39.51
Chicago (2002 film),69.93
The Others (2001 film),73.45
The Lemon Sisters,1078.64
Emma Watson,56.98
Kevin Costner,25.42
Fred Zinnemann,17.06
Capitalism: A Love Story,95.44
Jane Eyre (1996 film),320.22
British Academy of Film and Television Arts,26.7
One Chance (film),859.45
Equilibrium (film),36.45
Norman Lear,-100.0
University of Texas Press,6.6
Amy Pascal,233.05
Silver Linings Playbook,-24.81
Tom Rothman,94.85
Barry Spikings,23.66
Harrison Ford,362.31
Nightwatch (1997 film),42.84
The Cider House Rules (film),236.54
Bounce (film),285.0
New Statesman,0
"Erie County, New York",39.64
Alan F. Horn,36.01
Daniels (directors),35.99
Robin Hood Foundation,0
The Current War,94.65
She's So Lovely,25.91
David Yates,28.24
Steve McQueen (director),57.04
Ronald L. Schwary,-100.0
"Buffalo, New York",23.4
Playing by Heart,473.33
Texas Rangers (film),116.69
Betty White,46.79
Madonna (entertainer),66.8
Don Cheadle,33.17
Vanity Fair (magazine),38.51
Southpaw (film),249.61
Sam Spiegel,178.44
Steve Tisch,429.55
Mandela: Long Walk to Freedom,60.77
Woody Allen,501.28
Cop Land,42.3
Alejandro González Iñárritu,22.32
New York City,33.38
Tom Ford,24.14
"Sex, Lies, and Videotape",584.74
Internet Broadway Database,22.17
Wendy Finerman,210.96
GLAAD Excellence in Media Award,1133.33
Hoodwinked Too! Hood vs. Evil,88.16
Michael Sheen,96.55
Blue in the Face,33.33
Donna Langley,205.71
Dick Van Dyke,125.41
Into the West (film),182.21
"The Cook, the Thief, His Wife & Her Lover",501.64
Velvet Goldmine,53.83
Ang Lee,44.08
Jim Wilson (producer),38.03
Ride (1998 film),68.66
The Quiet American (2002 film),389.0
Douglas Wick,9.76
Fred Roos,38.04
Tony Richardson,19.19
IMDb,6.99
Bad Santa,53.4
Aaron Spelling,52.11
Producers Guild of America Award,66.52
David Puttnam,80.5
Queens,13.36
Jim Sheridan,169.26
The Mighty,42.68
Iris (2001 film),67.18
BAFTA Award for Best British Film,23.45
Fanboys (film),65.3
A Single Man,61.82
Alan Ladd Jr.,21.52
The Buffalo News,29.76
Tom Rosenberg,233.77
Academy Award for Best Actor,5.15
Duplex (film),131.28
James L. Brooks,79.22
Committed (2000 film),221.47
"Hillary Clinton presidential campaign, 2008",32.51
Peter Greenaway,95.38
Haaretz,-100.0
Francis Ford Coppola,55.04
TheWrap,253.31
The Adventures of Sharkboy and Lavagirl,56.83
Master and Commander: The Far Side of the World,156.14
Halloween H20: 20 Years Later,1004.09
Jordan Peele,87.66
British Independent Film Awards,78.65
Down to You,104.58
Conviction,26.15
Phillip Noyce,0
The Weinstein Company,9110.78
The Last of the High Kings,75.0
Peter Weir,-100.0
Richard Attenborough,68.36
Michael Cimino,122.85
Ron Howard,75.12
Elizabeth Taylor,-100.0
Nine (2009 live-action film),325.84
Jeremy Kleiner,10.78
Commonwealth of Nations,-10.81
Film finance,0
Mike Todd,-13.76
Jim Burke (film producer),57.58
Louis Malle,31.4
Warren Beatty,69.26
The Artist (film),145.96
Jim Carrey,39.12
Vampire Academy (film),56.79
Bruce Davey,102.46
Sleep apnea,18.45
Steve Starkey,-100.0
Cecil B. DeMille,46.14
Soul Men,0
Cold Mountain (film),50.07
Daniel Day-Lewis,157.06
Hillary Clinton,122.8
Lion (2016 film),60.67
Cursed (2005 film),13.04
Mel Gibson,42.36
Edward Saxon,16.46
The Butler,34.42
USA Today,60.8
Scary Movie 5,72.51
The Reader (2008 film),294.03
Independent film,56.12
Bong Joon-ho,-100.0
Meryl Streep,42.95
Honorary degree,43.9
Shaolin Soccer,46.81
HBO,130.74
Steve Coogan,53.16
The Rolling Stones,49.66
Christopher Nolan,31.13
Philip D'Antoni,40.24
Scream (1996 film),126.88
Princess Mononoke,43.69
Breaking and Entering (film),0
Heavenly Creatures,129.54
Thomas Langmann,54.48
Rock concert,-7.22
Love's Labour's Lost (film),139.49
Rambo (2008 film),38.62
Diabetes mellitus type 1,22.26
Spy Kids 3-D: Game Over,-34.79
Emma (1996 theatrical film),711.42
Below (film),-100.0
The English Patient (film),112.29
Samurai sword,46.25
Project Greenlight,274.43
Irwin Winkler,63.46
Michael Caine,64.75
Scream 4,162.88
MPAA film rating system,97.72
Playing for Keeps (1986 film),5540.97
Scott Rudin,-100.0
Scary Movie 4,106.82
Newsweek,0
Since You've Been Gone (film),115.19
The Founder,103.45
Benjamin Brafman,499.66
Senseless,151.83
Bob Iger,168.75
Scandal (1989 film),367.49
Quentin Tarantino,81.7
DVD Exclusive Awards,-100.0
The Thin Blue Line (1988 film),191.09
Mike Newell (director),-100.0
Peter Spears,393.55
Poland,16.99
BAFTA Award for Best Film Not in the English Language,78.88
Piranha 3DD,75.54
Anthony Hopkins,175.93
Arthur Freed,1102.88
Screen Daily,-100.0
Gandahar (film),396.85
Jeremy Thomas,47.16
She's All That,101.73
Strike It Rich (1990 film),9680.0
The Yards,53.16
The Wings of the Dove (1997 film),46.76
BAFTA Award for Best Film,25.48
The Burning (film),589.12
Scary Movie,105.86
Steve Cooley,168.15
MTV.com,194.19
IndieWire,28.71
George Lucas,103.67
Deep End Live!,1237.6
Jack L. Warner,88.29
Fox Business,156.82
A Month by the Lake,569.17
Kathryn Bigelow,74.34
Peter Farrelly,111.85
Reservoir Dogs,40.8
Proof (2005 film),101.55
Jodi Kantor,95646.0
Stephen Frears,105.84
California,26.84
Randall Dale Adams,128.45
New York Court of Appeals,27.18
Scary Movie 3,60.97
The Pope Must Die,67.45
John Travolta,99.15
New York County District Attorney,140.06
Rape,24.05
Scream 3,345.35
Dustin Hoffman,550.21
The Crow: City of Angels,115.6
Twin Towers Correctional Facility,14.03
Martin Richards (producer),61.18
Ronald Neame,27.05
Jack Valenti,26.84
Sam Zimbalist,114.88
The Gnomes' Great Adventure,14837.93
David Parfitt,274.39
Jon Landau (film producer),41.81
Major film studio,164.08
Georgina Chapman,3406.5
New York Post,0
Benefit of the Doubt (1993 film),81.16
James Cameron,74.21
Piranha 3D,198.16
Miss Potter,136.6
Order of the British Empire,90.74
Nicolas Chartier,115.0
Tarsem Singh,19.62
Peter Biskind,706.02
Ben Affleck,212.57
Paul Haggis,940.88
GLAAD Media Award,83.82
Barack Obama,0
Waking Up in Reno,60.69
True Romance,58.38
Scream 2,256.79
Spy Kids 2: The Island of Lost Dreams,-28.09
Martin Scorsese,40.86
The New York Times,39.73
BBC,95.17
Scary Movie 2,-100.0
Gavin Newsom,82.52
Amityville: The Awakening,216.09
Michael Moore,22.27
Jim Gianopulos,85.96
September 11 attacks,-100.0
Roman Polanski: Wanted and Desired,3242.0
Wired magazine,39.2
Halston,56.06
Jane Fonda,635.38
Christian Colson,26.46
Toronto International Film Festival,80.67
Ballerina (2016 film),-100.0
Jennifer Siebel Newsom,203.2
Teaching Mrs. Tingle,222.27
Gangs of New York,-100.0
Jim Rutenberg,772.6
Pedro Almodóvar,39.81
Cate Blanchett,693.66
James Corden,72.32
New York Observer,78.95
Frances McDormand,153.43
Emmanuel Macron,32.45
Stanley Kubrick,24.35
Sean Penn,113.5
Toby Emmerich,104.1
Jackie Brown (film),140.98
Kenneth Utt,67.19
Penske Media Corporation,146.87
Ava DuVernay,148.96
Julia Phillips,358.03
Academy of Motion Picture Arts and Sciences,629.08
Variety (magazine),57.25
Carol (film),120.32
Emily Blunt,68.3
Julie Taymor,384.87
The Fighter,-100.0
Peter Jackson,39.17
