File,Percent Increase
Mia Farrow,184.13
Karl Racine,210.42
The Independent,43.53
Melania Trump,223.83
Politifact,90.48
Hurricane Ike,560.01
The Forward,19.9
Capitol News Company,33.62
Sadiq Khan,393.67
Frederick Trump,203.13
Political correctness,18.87
Pizzagate conspiracy theory,175.07
"Hillary Clinton presidential campaign, 2016",49.68
Klete Keller,0
U.S. Department of Justice,-100.0
Extramarital affair,49.63
United States Capitol Police,39.3
Paul Manafort,1144.47
GQ,23.69
Ron Reagan,245.69
Pedophile,91.69
Business Insider,158.5
First Lady of the United States,101.54
Anderson Cooper,377.14
Humane Society International,95.71
2018 United States elections,133.33
Joe Scarborough,50.71
Prague,6.3
Kevin McCarthy,120.45
Elizabeth Christ Trump,163.62
United States Secret Service,0
Attorney general,25.42
Mike Braun,63.67
Emin Agalarov,514.19
Incitement,0
ABC News,12.28
Conflict of interest,11.35
Breitbart News,36.08
Environment & Energy Publishing,-100.0
Erik Prince,353.03
Criminal investigation,48.47
Jon Schaffer,44.82
Business projects of Donald Trump in Russia,1482.01
George Soros,86.11
IMDb,23.57
Khaltmaagiin Battulga,55.27
Kai Ewans,100.5
BuzzFeed News,1034.67
Buckley School (New York City),-100.0
Dima Yakovlev Law,312.85
Conspiracy theory,33.69
Matt Rosendale,1049.6
Mo Brooks,40.84
The Hill School,42.79
Ron DeSantis,0
Haaretz,50.24
Rick Saccone,191.11
William D. Cohan,327.27
Manhattan,12.52
Proud Boys,1153.31
Laura Ingraham,997.8
Roseanne (TV series),101.21
Karen McDougal,-7.19
The Godfather,65.68
Joe Biden,145.07
Ivana Trump,88.55
Halloween,40.03
White nationalism,382.56
Links between Trump associates and Russian officials,214.4
The Holocaust,64.48
Conspiracy theories,29.33
Hillary Clinton,49.4
Stoneman Douglas High School shooting,184.2
President of the United States,9.95
USA Today,69.29
Person of interest,47.33
Zambia,93.8
Federal Bureau of Investigation,28.79
The Boston Globe,20.28
The Apprentice (U.S. TV series),80.55
University of Pennsylvania,19.52
Bill Clinton,13.58
Martin Luther King Jr.,-100.0
"Pottstown, Pennsylvania",24.8
Frederica Wilson,0
Newsweek,23.13
Eric Swalwell,709.68
Fredo Corleone,77.12
The Apprentice (U.S. season 14),1688.02
"Donald Trump presidential campaign, 2016",41.71
Lara Trump,130.19
Donald Trump,209.63
Presidency of Donald Trump,42.35
Saudi Arabia,130.13
John Podesta,182.85
United States Intelligence Community,278.17
Stormy Daniels–Donald Trump scandal,224.63
Tiffany Trump,149.93
Politico,57.16
Deep state in the United States,155.04
Vox (website),176.33
The Dallas Morning News,62.57
"Alton, Illinois",43.67
Gurgaon,-2.76
Trump Mortgage,29.05
GQ (magazine),37.14
2020 United States presidential election,40.26
Fred Trump Jr.,354.18
Russian interference in the 2016 United States elections,1291.54
Houston,35.29
Vanity press,72.8
Prairie dog,32.2
Television host,35.63
Ulaanbaatar,41.82
The Trump Organization,47.7
Pulitzer Prize,15.12
Better Business Bureau,168.14
Republican National Committee,46.37
Eric Trump,45.23
Alaska,12.8
New York Post,0
Lee Zeldin,22.02
Czech language,24.78
Barack Obama,107.81
Aras Agalarov,265.03
Barron Trump,138.07
Ryan Zinke,119.25
Free speech,0
The New York Times,25.29
BuzzFeed,74.2
Instagram,11.68
Good Morning America,65.35
Southern Poverty Law Center,-100.0
Alex Jones,2093.35
ProPublica,-100.0
Blaine Trump,156.29
Manhattan Supreme Court,188.24
The Mercury News,-100.0
Fred Trump,167.12
Trumpism,121.35
Earth Day,6.17
"Palm Beach, Florida",-23.13
2016 United States presidential election,130.23
Jared Kushner,300.99
Encyclopædia Britannica,85.57
Argali,4.3
Turning Point USA,393.09
Uncontested divorce,77.46
The Celebrity Apprentice,321.74
Oath Keepers,1088.83
2016 Republican National Convention,153.17
