File,Percent Increase
KPMG,41.03
Englefield Green,-100.0
Paul M. Sharp,90.7
Fight for Sight (UK),173.91
Juan Carlos I,163.89
"David Armstrong-Jones, 2nd Earl of Snowdon",0
Randy Schekman,24.23
Terry Wyatt,0
"Prince Henry, Duke of Cumberland and Strathearn",81.94
CERN,31.2
Protection Command,3.86
N.N. Club,71.19
Jay Lefkowitz,98.06
"Hughes Hall, Cambridge",309.9
Rachael Maskell,229.95
Peerage of Ireland,190.52
Norfolk Terrier,147.2
Wayback Machine,0
PizzaExpress,391.2
Peerage of Great Britain,86.24
George V of the United Kingdom,61.68
"Claude Bowes-Lyon, 14th Earl of Strathmore and Kinghorne",263.03
Michael W. Bevan,113.95
RAF Leeming,57.24
Prince Andrew,791.66
Lord High Constable of Scotland,2.99
Melvyn A. Goodale,0
Henry VIII,77.31
List of shrievalties,150.0
The Sydney Morning Herald,83.45
Sunday Times,222.22
South Atlantic Medal,637.18
George III,123.23
James II of England,46.04
Edward VIII,439.2
Sheriff Principal,112.9
"Rupert Ponsonby, 7th Baron de Mauley",0
"Charles Wellesley, 9th Duke of Wellington",23.68
Channel 4 News,56.66
John Glenn,-1.51
Greg Clarke,71.86
United Kingdom,5.84
Sarah Ferguson,1872.23
"Henry Somerset, 12th Duke of Beaufort",309.53
Paul O'Brien (chemist),94.44
RNAS Culdrose (HMS Seahawk),308.91
His Royal Highness,16.95
"Hugh Grosvenor, 7th Duke of Westminster",416.21
Eric Kandel,107.81
Naval Long Service and Good Conduct Medal (1848),0
John W. Hutchinson,0
Sic,0
Grand Duchess Olga Constantinovna of Russia,243.3
Princess Alice of Battenberg,0
Virginia Giuffre,216.16
David Colquhoun,72.18
Montreal Gazette,51.38
Westland Sea King,36.26
Gerald B. Lefcourt,29.1
"James Spencer-Churchill, 12th Duke of Marlborough",10.76
Succession to the British throne,515.58
Stephen R. Bloom,0
Saudi royal family,595.69
"Charles Gordon-Lennox, 11th Duke of Richmond",35.11
The Royal Highland Fusiliers of Canada,0
Princess Beatrice of the United Kingdom,92.89
The Daily Telegraph,32.75
George I of Great Britain,58.52
Queen Elizabeth II,510.6
Commemorative Medal for the Centennial of Saskatchewan,0
Canada,66.73
Mediterranean Sea,16.23
Fellow of the Royal Society,0
Dermot Farrell,69.57
George IV,61.03
National Union of Students (United Kingdom),35.43
Royal Marines,316.3
Peerage of the United Kingdom,126.18
Edward IV of England,1239.14
United Arab Emirates,37.75
"Meghan, Duchess of Sussex",204.16
Tony Blair,334.41
Julie K. Brown,0
Kingdom of England,61.29
The National (Scotland),29.72
Worshipful Company of Shipwrights,5170.53
Royal United Services Institute,0
The Sunday Telegraph,13.18
Vigil of the Princes,269.32
Stanley Rous,50.9
Julia Yeomans,170.0
Polo,75.03
"Rupert Carington, 7th Baron Carrington",70.14
List of current Knights and Ladies of the Garter,0
Cecilia Cavendish-Bentinck,250.49
Ghislaine Maxwell,0
Sexual assault,15.79
Sarah Clarke (Black Rod),277.21
United States District Court for the Southern District of New York,43.33
Heatherdown School,738.67
The Shard,128.19
"Richard Scott, 10th Duke of Buccleuch",22.67
Sunninghill Park,2000.0
Order of precedence in Scotland,545.4
Carrickfergus,1.97
Standing NRF Maritime Group 1,89.8
Prince Frederick of Great Britain,78.19
National Building Museum,19.69
Robert George Graham,57.89
Justin Welby,123.62
"Bruce Murray, 12th Duke of Atholl",63.54
Saif al-Islam Gaddafi,-100.0
John McDowell (bishop),0
The Times,31.48
Chalet,54.18
Colonel,37.59
Grenadier Guards,43.54
The Atlantic,-14.34
Knight of the Order of the Garter,356.0
"Prince Frederick, Duke of York and Albany",189.71
Princess Beatrice,409.8
Private Members' Bills in the Parliament of the United Kingdom,6.27
Dynasty,38.44
Nigel Ward,550.0
Nursultan Nazarbayev,39.79
Ian Davidson (British politician),887.3
Order of precedence in England and Wales,88.34
"Death of Diana, Princess of Wales",105.78
Honi soit qui mal y pense,13.49
Harry Anderson (chemist),13.64
David Rowland (property developer),0
PA Media,0
"Nick Phillips, Baron Phillips of Worth Matravers",4.29
Liveryman,950.0
Stephen P. Long,-100.0
Spain,24.43
"Prince Edward, Duke of Kent",102.69
Chartered Institution of Building Services Engineers,-4.07
Lord Chief Justice of England and Wales,135.88
Moderator of the General Assembly of the Church of Scotland,66.5
Eliza Manningham-Buller,-100.0
"Maurice FitzGerald, 9th Duke of Leinster",119.09
New York (state),40.22
Sex trafficking in the United States,78.67
Coat of arms of Scotland,0
Prince Michael of Kent,226.36
Lord Chancellor,77.21
Special Representative for International Trade and Investment,1555.56
Heraldic flag,39.73
"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",-100.0
Michael O'Mara Books,646.51
Christopher J. Schofield,25.0
Watchstanding,0
George I of Greece,283.62
The Independent,-5.23
Leon Panetta,27.69
Royal Arms of Canada,139.13
Human rights in Bahrain,-100.0
Russian Far East,179.29
Walgreens,151.18
Frogmore Cottage,131.65
Charity Commission for England and Wales,103.78
SS Atlantic Conveyor,986.4
Op-ed,38.32
Portsmouth,44.0
"Peter St Clair-Erskine, 7th Earl of Rosslyn",36.76
Sky News,59.68
Joe Mears,-11.86
Emily Maitlis,1520.94
Jeffrey Epstein,0
Wood Farm,0
George VI of the United Kingdom,110.01
General List,539.02
Lieutenant,21.46
Lord Great Chamberlain,41.38
Royal Fellow of the Royal Society,585.71
Royal Irish Regiment (1992),48.33
Rear Admiral (Royal Navy),0
"Charles Innes-Ker, 11th Duke of Roxburghe",292.04
RNAS Yeovilton (HMS Heron),-100.0
ITV (TV network),20.06
"Prince William Frederick, Duke of Gloucester and Edinburgh",44.28
Peerage of England,28.33
"Prince George, Duke of Cambridge",0
"Richard Luce, Baron Luce",30.08
HMS Campbeltown (F86),0
Knight Grand Cross of the Royal Victorian Order,471.23
Irish Independent,92.88
Prince Andrew of Greece and Denmark,0
"Little Saint James, U.S. Virgin Islands",0
"Peregrine Cavendish, 12th Duke of Devonshire",394.01
Kensington Palace,189.37
Skiing,198.91
Prince Alexander John of Wales,99.41
Terry Speed,98.25
Label (heraldry),-100.0
William IV,283.33
World Economic Forum,0
Los Angeles Herald Examiner,40.17
George V of Hanover,0
The Mail on Sunday,-100.0
Judy Armitage,4.84
Queen Elizabeth II Golden Jubilee Medal,185.05
"Ernest Augustus, Crown Prince of Hanover",0
Lisa Bloom,125.51
Commodore-in-Chief,134.21
Jon Crowcroft,0
Margrethe II of Denmark,35.21
Royal Navy,61.11
"Edmund of Langley, 1st Duke of York",256.59
Lord Privy Seal,-100.0
Coat of arms,18.16
Newmarket Racecourse,58.25
Denis Follows,31.25
Plea deal,85.62
Spitting Image,-6.06
HMS Illustrious (R06),94.15
"Merlin Hay, 24th Earl of Erroll",12.5
"Prince Arthur, Duke of Connaught and Strathearn",425.64
Secretary of State for Scotland,82.08
Pen and Sword Books,25.49
Patrick Stewart,225.58
HMS Brazen (F91),604.49
Maria Grazia Spillantini,0
Cadency,53.9
Tunisian Revolution,45.88
Prince Louis of Battenberg,0
Mayors in Northern Ireland,51.52
Charles W. Alcock,0
Joanna Haigh,187.72
"Prince George, Duke of Kent",215.52
House of Windsor,239.5
Timur Kulibayev,386.57
"Prince William Henry, Duke of Gloucester and Edinburgh",55.02
"Robin Butler, Baron Butler of Brockwell",43.05
"David Triesman, Baron Triesman",-100.0
Ian Maxwell,1272.73
Prince Hubertus of Saxe-Coburg and Gotha (pilot),131.53
Royal Ascot,106.88
List of diplomatic missions of the United Kingdom,21.65
United Press International,11.66
HMS Edinburgh (D97),171.13
Central Park,116.83
List of lord lieutenants in the United Kingdom,57.89
Chen Zhu,-100.0
Republic (political organisation),93.75
The London Gazette,0
Rosette (decoration),0
Jock Stirrup,0
"Royal Naval College, Greenwich",105.68
Prince John of the United Kingdom,202.26
Royal Commonwealth Ex-Services League,108.7
Prince Octavius of Great Britain,114.24
Evgeny Morozov,203.4
Master of the Horse (United Kingdom),45.0
Edith Heard,82.26
"Ian Burnett, Baron Burnett of Maldon",-100.0
Order of the Garter,52.22
"John McFall, Baron McFall of Alcluith",50.0
Postmedia Network,-100.0
Companies House,33.99
"Edward Fitzalan-Howard, 18th Duke of Norfolk",40.32
David Bernstein (executive),0
Windsor Great Park,110.5
Master of the Household in Scotland,0
IMDb,32.5
Gideon Henderson,46.34
Harald V of Norway,62.33
Leon Black,93.48
Willem-Alexander of the Netherlands,152.46
Westminster Hall,51.16
Woking,305.35
Canadian Forces' Decoration,0
Eli Yablonovitch,0
Wedding of Prince Andrew and Sarah Ferguson,1320.26
Royal Society,34.45
Personal aide-de-camp,0
Edoardo Mapelli Mozzi,524.91
Ebenezer Cobb Morley,36.32
Prince Alfred of Great Britain,161.88
Death of Jeffrey Epstein,0
Range Rover,85.23
Graham Kelly (football administrator),381.11
Greg Dyke,35.08
Les Wexner,351.72
Order of St. Olav,103.36
"Frederick, Prince of Wales",3.16
George J. Mitchell,72.42
"Department for Business, Innovation and Skills",0
Martin Green (professor),0
The New Republic,40.77
Freedom of the City,53.67
Peerage of Scotland,25.24
Ian Watmore,20.0
"Prince Edward, Duke of York and Albany",78.41
Home Office,32.8
William Pickford,47.83
Chris Bryant,4663.94
Glenn Dubin,0
Crime Victims' Rights Act,327.66
"John Morris, Baron Morris of Aberavon",100.0
Operation Midland,402.46
Government of Canada,218.69
Gloria Allred,229.68
Sub-lieutenant,35.57
Officer and Aircrew Selection Centre,136.36
Royal Regiment of Scotland,58.53
Governess,67.21
"David Manners, 11th Duke of Rutland",250.98
Wanderers F.C.,255.84
Coat of arms of England,-100.0
Ted Croker,280.0
Roy Black (attorney),156.76
Tarō Asō,71.78
Eamon Martin,162.09
"Prince Augustus Frederick, Duke of Sussex",109.81
Duke of York Stakes,54.17
"Ernest Augustus, King of Hanover",32.42
Westland Lynx,-100.0
The Sun (United Kingdom),114.89
List of dukes in the peerages of Britain and Ireland,31.53
Roundel (heraldry),71.69
Charles Clegg (footballer),135.59
Prince George William of Great Britain,158.36
"Torquhil Campbell, 13th Duke of Argyll",36.93
Minehunter,56.25
Nicholas Lydon,18.46
"Valerie Amos, Baroness Amos",10.52
Footman,3.17
Joint Services School of Intelligence,500.0
"Prince Richard, Duke of Gloucester",255.57
Elliott Lieb,461.9
York Central (UK Parliament constituency),0
Herbert N. Straus House,0
Rishi Sunak,4050.11
Tramp (nightclub),3538.5
David Davies (football administrator),154.87
George W. Buckley,0
Gilles Brassard,50.0
Lady Elizabeth Bowes-Lyon,368.65
Royal Dornoch Golf Club,11.69
UK Trade & Investment,142.44
Diamond Jubilee of Elizabeth II,0
Commonwealth realm,88.63
Graham Doggart,183.33
Stephen Cottrell,35.71
"Ernest Augustus, Duke of York and Albany",0
London Metropolitan University,-100.0
Kingdom of Great Britain,35.3
Captain (Royal Navy),0
John Savill,0
St James's Palace,211.12
"John Seymour, 19th Duke of Somerset",19.63
Robert Jobson,266.0
Falklands War,102.54
Small Arms School Corps,0
Queen Elizabeth II Diamond Jubilee Medal,0
John Major,216.41
The New Zealand Herald,64.8
Prince Andrew High School,197.4
Edward VII,98.99
Peking University,41.82
Timothy Duke,73.53
NATO,339.5
Douglas Stephan,17.5
Libby Purves,569.2
Newsweek,0
RNAS Lee-on-Solent (HMS Daedalus),142.52
"Prince Philip, Duke of Edinburgh",580.87
Donald Trump,79.88
"Prince Edward, Duke of Kent and Strathearn",82.02
United States diplomatic cables leak,78.03
TeenTech,458.33
Jean-Paul Vincent,0
George VI,262.25
Gareth Roberts (statistician),0
"Prince Andrew, Duke of York",0
Lakefield College School,283.36
Lord Steward,141.62
New Zealand 1990 Commemoration Medal,124.39
Tabloid journalism,57.46
Mountbatten-Windsor,409.67
Charles I of England,49.91
"Richard of Shrewsbury, Duke of York",40.85
"Mervyn King, Baron King of Lothbury",-100.0
Lieutenant commander (Royal Navy),73.41
Princess Victoria Mary of Teck,127.5
Speaker of the House of Commons (United Kingdom),1778.72
Koo Stark,4045.86
Geoffrey Berman,57.61
Charles III,106.94
Le Temps,21.63
Harold Warris Thompson,50.68
US Attorney,92.11
Kenneth Marra,0
Sakher El Materi,56.25
Southern California,0.62
Royal Air Force,39.24
Lord Mayor of Belfast,143.57
John Stanley Pottinger,3657.33
Eva Andersson-Dubin,0
Lady Victoria Hervey,5474.81
Kevin Spacey,15.17
Surbiton F.C.,48.0
"David Carnegie, 4th Duke of Fife",78.66
Lady Colin Campbell,1089.03
Patronage,51.57
Thomas Dunne (Lord Lieutenant),152.94
Keith Martin Ball,-100.0
Financial Times,53.86
Margaret Buckingham,6181.82
"Staff College, Camberley",91.54
George II of Great Britain,13.43
Carl XVI Gustaf,0
"Princess Alexandra, The Honourable Lady Ogilvy",292.63
Surrey,17.38
Princess Eugenie,264.5
The TerraMar Project,1099.7
House of Commons of the United Kingdom,259.76
"George Lascelles, 7th Earl of Harewood",141.29
Trooping the Colour,133.24
National Reorganization Process,33.59
Massage,27.44
David Conner (bishop),1194.03
York,17.12
"Prince William, Duke of Cumberland",49.91
Princess Michael of Kent,243.2
George V,128.85
Crystal Palace F.C. (1861),123.76
Princess Victoria of Hesse and by Rhine,1486.37
Stephen Simpson (professor),2.08
"Prince Henry, Duke of Gloucester",338.8
Lord High Commissioner to the General Assembly of the Church of Scotland,47.75
"Henry FitzRoy, 12th Duke of Grafton",30.12
The Queen's York Rangers (1st American Regiment) (RCAC),0
Mutual legal assistance treaty,81.56
News of the World,92.32
"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",59.81
Mary Fagan,30.26
Nigel Glover,126.67
Fleet Air Arm,108.65
Kingdom of Ireland,38.81
Daniel Burley Woolfall,67.06
Colonel-in-Chief,91.16
Coronet,46.52
Ministry of Defence (United Kingdom),29.04
Raymond E. Goldstein,0
Mary Peters (athlete),181.72
"Charles Kay-Shuttleworth, 5th Baron Shuttleworth",18.24
Exocet missile,1242.86
"Prince Harry, Duke of Sussex",83.03
Guy Lloyd-Jones,138.24
Francis Maule Campbell,0
"Edward, 2nd Duke of York",800.51
Public relations,164.26
Mark Palios,254.79
Canadian Airborne Regiment,82.39
Garter Principal King of Arms,61.4
Polity (publisher),241.88
Lord Carrington,193.75
Lord Chamberlain,59.32
"Murray Beauclerk, 14th Duke of St Albans",76.48
Jack Brooksbank,842.94
Sub Lieutenant,93.18
"James Graham, 8th Duke of Montrose",53.71
Nigger in the woodpile,2103.92
Cunt,21.12
Prince Harry,148.81
List of Ambassadors and High Commissioners to the United Kingdom,37.5
Handicap (golf),51.63
Royal Standard of the United Kingdom,71.91
Daily Mail,21.68
Crusaders F.C. (London),50.0
Casualty evacuation,24.76
City of London,23.37
Mid and East Antrim Borough Council,52.86
The Princess Louise Fusiliers,0
Order of the Aztec Eagle,30.84
Royal Lodge,1075.86
Gordonstoun,0
Standard Chartered,28.89
Jeffrey Epstein VI Foundation,0
Orders of precedence in the United Kingdom,71.22
Humboldt Prize,356.2
