File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
Berlin,5426.6,01/22/2022,6104.0,02/13/2022,12.48
Olympic Green,57.6,01/16/2022,479.2,02/05/2022,731.94
Hossein Saveh-Shemshaki,6.8,01/13/2022,529.0,02/10/2022,7679.41
2012 Summer Olympics,0.0,01/08/2022,7069.2,02/07/2022,0
Argentina at the 2022 Winter Olympics,35.8,03/02/2022,974.2,02/05/2022,2621.23
Calgary,2732.6,02/25/2022,3538.6,02/20/2022,29.5
1928 Summer Olympics,257.2,01/22/2022,741.2,02/04/2022,188.18
1956 Winter Olympics,0.0,01/07/2022,1570.0,02/20/2022,0
Finnish Olympic Committee,7.2,01/09/2022,39.6,02/20/2022,450.0
Great Britain at the 2022 Winter Olympics,0.0,01/07/2022,7066.0,02/20/2022,0
Pierre de Coubertin medal,50.8,01/21/2022,221.4,02/20/2022,335.83
Bobsleigh at the 2022 Winter Olympics – Two-man,0.0,01/07/2022,5920.8,02/15/2022,0
1960 Summer Olympics,382.6,01/24/2022,1034.8,02/05/2022,170.47
Artificial snow,10.0,01/12/2022,60.2,02/11/2022,502.0
Sammarinese National Olympic Committee,0.0,01/07/2022,11.4,02/05/2022,0
List of people who have opened the Olympic Games,0.0,01/08/2022,430.0,02/04/2022,0
Incentives for Olympic medalists by country,51.2,01/10/2022,1423.4,02/08/2022,2680.08
National Olympic Committee of the Republic of Moldova,4.6,01/11/2022,15.4,02/12/2022,234.78
Yanqing (town),7.2,01/21/2022,85.2,02/06/2022,1083.33
Ministry of Foreign Affairs of the People's Republic of China,104.4,01/22/2022,353.0,02/24/2022,238.12
UTC+8,73.6,02/28/2022,330.4,02/04/2022,348.91
Xinhua News Agency,575.0,02/19/2022,769.6,02/24/2022,33.84
France at the 2022 Winter Olympics,0.0,01/07/2022,2352.0,02/08/2022,0
CBC Sports,37.8,01/10/2022,91.2,02/13/2022,141.27
COVID-19 pandemic in mainland China,604.8,02/25/2022,1237.4,01/13/2022,104.6
Customs declaration,91.2,01/16/2022,115.4,02/17/2022,26.54
Pacific University,96.0,01/22/2022,174.2,01/30/2022,81.46
Sochi,923.8,01/14/2022,4173.8,02/25/2022,351.81
Switzerland,11538.0,01/15/2022,20111.6,02/28/2022,74.31
Olympic medal,271.6,01/15/2022,1670.4,02/20/2022,515.02
1992 Summer Olympics,808.4,01/14/2022,2217.4,02/05/2022,174.29
China at the 2022 Winter Olympics,179.4,01/09/2022,6152.2,02/08/2022,3329.32
Lillehammer,360.6,01/11/2022,1261.2,02/05/2022,249.75
Milan,3497.2,01/22/2022,7508.8,02/21/2022,114.71
Korean Sport & Olympic Committee,10.6,01/11/2022,66.0,02/09/2022,522.64
Montsame,6.6,01/23/2022,15.6,02/24/2022,136.36
List of Olympic torch relays,81.8,01/16/2022,438.4,02/05/2022,435.94
List of Olympic Games boycotts,268.6,02/26/2022,2598.2,02/04/2022,867.31
Malta at the 2022 Winter Olympics,22.8,03/02/2022,1240.0,02/05/2022,5338.6
Chile at the 2022 Winter Olympics,33.4,03/01/2022,778.4,02/05/2022,2230.54
Chinese Taipei at the 2022 Winter Olympics,58.8,03/02/2022,1856.2,02/04/2022,3056.8
Italy at the 2022 Winter Olympics,0.0,01/07/2022,4155.4,02/08/2022,0
Omicron variant,95.8,02/27/2022,658.2,01/11/2022,587.06
2026 Winter Olympics,2201.6,01/13/2022,42266.8,02/21/2022,1819.82
San Marino at the 2022 Winter Olympics,16.0,03/01/2022,508.4,02/05/2022,3077.5
Fox Broadcasting Company,4061.2,01/14/2022,28081.8,02/18/2022,591.47
List of 2022 Winter Olympics broadcasters,86.8,03/02/2022,4981.8,02/04/2022,5639.4
"Olympic Valley, California",3.2,01/17/2022,15.6,02/07/2022,387.5
Big air,0.0,01/08/2022,5491.2,02/08/2022,0
Kuala Lumpur,2419.8,01/15/2022,4602.4,02/01/2022,90.2
International Luge Federation,64.4,02/25/2022,156.2,02/04/2022,142.55
1988 Summer Olympics,800.8,01/12/2022,2243.2,02/05/2022,180.12
Mobile app,2324.0,02/26/2022,2999.0,01/21/2022,29.04
Schweizer Radio und Fernsehen,50.6,01/16/2022,75.2,02/27/2022,48.62
Puerto Rico at the 2022 Winter Olympics,26.6,03/03/2022,2835.0,02/05/2022,10557.89
Agerpres,22.2,01/15/2022,43.0,02/25/2022,93.69
Ancient Olympic Games,968.6,01/15/2022,3247.6,02/20/2022,235.29
Summer Olympic Games,2262.6,03/02/2022,16966.4,02/05/2022,649.86
Nigeria at the 2022 Winter Olympics,0.0,01/08/2022,2529.2,02/05/2022,0
1906 Intercalated Games,0.0,01/08/2022,694.4,02/05/2022,0
Joe Biden,20229.2,01/10/2022,54100.8,03/02/2022,167.44
Intercalated Games,34.2,01/09/2022,118.6,02/20/2022,246.78
Presidency of Joe Biden,1362.6,01/09/2022,2574.0,03/02/2022,88.9
Alpine skiing at the 2022 Winter Olympics – Men's giant slalom,0.0,01/07/2022,6655.4,02/13/2022,0
Ski jumping at the 2022 Winter Olympics,272.2,03/01/2022,13260.0,02/07/2022,4771.42
2008 Summer Olympics,1272.8,01/09/2022,7753.6,02/05/2022,509.18
1932 Summer Olympics,298.0,01/16/2022,1321.0,02/05/2022,343.29
Pinyin,2137.2,01/22/2022,4135.4,01/28/2022,93.5
Turkey at the 2022 Winter Olympics,35.0,03/02/2022,1173.0,02/05/2022,3251.43
Capital Indoor Stadium,99.2,03/03/2022,1324.8,02/07/2022,1235.48
2022 Winter Paralympics,0.0,01/08/2022,6097.4,03/03/2022,0
Beijing bid for the 2022 Winter Olympics,34.6,01/10/2022,566.6,02/05/2022,1537.57
Uzbekistan at the 2022 Winter Olympics,15.6,03/02/2022,404.4,02/04/2022,2492.31
Xinjiang internment camps,0.0,01/08/2022,4684.8,02/05/2022,0
Athlete,278.4,01/09/2022,830.4,02/20/2022,198.28
2020 IIHF Women's World Championship,12.0,03/02/2022,131.6,02/03/2022,996.67
National Olympic Committee of the Azerbaijani Republic,0.0,01/08/2022,36.4,02/07/2022,0
General Secretary of the Chinese Communist Party,637.6,01/22/2022,1043.4,02/05/2022,63.64
Finland at the 2022 Winter Olympics,0.0,01/07/2022,2698.0,02/20/2022,0
1984 Summer Olympics,815.2,01/14/2022,3012.6,02/05/2022,269.55
Zhao Lijian,126.2,01/11/2022,599.0,02/27/2022,374.64
USA Today,1118.6,01/22/2022,1672.8,02/13/2022,49.54
International Olympic Committee,1010.8,01/16/2022,5437.2,02/20/2022,437.91
2022 Winter Olympics marketing,135.0,02/27/2022,1735.0,02/07/2022,1185.19
Luge,516.8,01/11/2022,17175.0,02/06/2022,3223.34
Frankfurter Allgemeine,0.0,01/07/2022,16.0,02/13/2022,0
Fuxing (train),136.8,02/27/2022,351.6,02/04/2022,157.02
Oslo bid for the 2022 Winter Olympics,29.2,01/10/2022,1355.0,02/08/2022,4540.41
Olympic Committee of Portugal,5.8,01/11/2022,27.6,02/05/2022,375.86
ISSN (identifier),1835.6,01/11/2022,9726.6,02/13/2022,429.89
Turin,1136.2,03/03/2022,2850.4,02/13/2022,150.87
Estonia at the 2022 Winter Olympics,0.0,01/07/2022,1191.6,02/15/2022,0
International Biathlon Union,67.4,02/01/2022,174.4,02/05/2022,158.75
Bids for the 2022 Winter Olympics,179.0,01/14/2022,2282.4,02/05/2022,1175.08
Olympic Games ceremony,161.6,01/15/2022,924.8,02/20/2022,472.28
Ireland at the 2022 Winter Olympics,57.6,03/02/2022,2419.0,02/05/2022,4099.65
Chinese Communist Party,3516.2,01/22/2022,4755.4,02/05/2022,35.24
Iceland at the 2022 Winter Olympics,0.0,01/08/2022,790.2,02/04/2022,0
Figure skating at the 2022 Winter Olympics – Women's singles,68.4,01/12/2022,36039.0,02/17/2022,52588.6
Short track speed skating,147.8,03/03/2022,5843.6,02/07/2022,3853.72
Olympic video games,102.2,03/01/2022,589.2,02/05/2022,476.52
Beijing Subway,329.8,02/27/2022,584.2,02/11/2022,77.14
Curling at the 2022 Winter Olympics,0.0,01/08/2022,39168.6,02/16/2022,0
Snowflake,398.8,02/27/2022,0.0,01/07/2022,-100.0
1976 Summer Olympics,645.8,01/09/2022,2180.0,02/05/2022,237.57
The New Zealand Herald,160.4,01/21/2022,336.8,02/13/2022,109.98
Association of National Olympic Committees,21.2,01/22/2022,55.2,02/09/2022,160.38
List of ties for medals at the Olympics,46.0,01/31/2022,428.4,01/11/2022,831.3
Public Radio of Armenia,29.0,01/11/2022,54.6,03/01/2022,88.28
Xinjiang papers,87.2,03/02/2022,499.0,02/05/2022,472.25
Montenegrin Olympic Committee,0.0,01/08/2022,16.4,02/08/2022,0
2004 Summer Olympics,823.4,01/12/2022,2892.2,02/05/2022,251.25
Pakistan at the 2022 Winter Olympics,0.0,01/08/2022,1758.8,02/04/2022,0
Bosnia and Herzegovina at the 2022 Winter Olympics,18.8,03/02/2022,834.8,02/05/2022,4340.43
Morocco at the 2022 Winter Olympics,21.6,03/02/2022,693.8,02/04/2022,3112.04
2021 Olympic Qualification Event – Curling,21.2,03/02/2022,569.4,02/06/2022,2585.85
Newsweek,738.6,01/22/2022,1467.2,02/25/2022,98.65
Beijing Capital International Airport,607.0,01/22/2022,918.6,02/04/2022,51.33
Ice hockey at the 2022 Winter Olympics – Women's qualification,34.6,03/01/2022,2090.8,02/08/2022,5942.77
General Administration of Sport of China,24.2,01/22/2022,36.0,02/04/2022,48.76
1940 Winter Olympics,0.0,01/08/2022,596.6,02/05/2022,0
Doi (identifier),2079.0,01/15/2022,38608.0,02/13/2022,1757.05
Saudi Arabia,9817.2,01/15/2022,11716.2,02/19/2022,19.34
SoFi Stadium,1756.6,03/02/2022,142569.8,02/14/2022,8016.24
Ranking,347.0,02/06/2022,443.2,02/02/2022,27.72
Counterprogramming (television),20.4,03/02/2022,186.8,02/14/2022,815.69
China,21704.6,01/15/2022,37765.4,02/25/2022,74.0
Slate (magazine),449.8,01/22/2022,788.2,02/13/2022,75.23
Iran at the 2022 Winter Olympics,37.0,03/01/2022,1655.2,02/05/2022,4373.51
2019–2020 Hong Kong protests,1102.0,01/15/2022,1802.2,02/24/2022,63.54
2022 Winter Olympics torch relay,60.0,02/28/2022,573.0,02/04/2022,855.0
List of Olympians killed in World War II,18.8,01/24/2022,42.6,02/04/2022,126.6
Greece at the 2022 Winter Olympics,56.0,03/01/2022,1480.6,02/05/2022,2543.93
Kamila Valieva,1835.4,01/11/2022,83524.8,02/18/2022,4450.77
Nagano (city),219.2,01/09/2022,552.2,02/06/2022,151.92
COVID-19 pandemic,21455.8,02/12/2022,100285.4,02/21/2022,367.4
Ecuador at the 2022 Winter Olympics,27.6,02/28/2022,1045.2,02/05/2022,3686.96
United States Olympic & Paralympic Committee,107.2,01/16/2022,427.2,01/25/2022,298.51
1924 Summer Olympics,303.8,01/13/2022,996.8,02/20/2022,228.11
Shanxi,438.2,02/19/2022,530.8,02/13/2022,21.13
G6 Beijing–Lhasa Expressway,17.4,03/02/2022,133.2,02/04/2022,665.52
French National Olympic and Sports Committee,14.4,01/15/2022,51.4,02/20/2022,256.94
Super Bowl LV,2468.6,03/02/2022,40229.4,02/14/2022,1529.64
Croatia at the 2022 Winter Olympics,31.2,03/02/2022,1036.8,02/05/2022,3223.08
Henrik Kristoffersen,309.8,02/25/2022,519.0,02/16/2022,67.53
Speed skating,331.8,01/16/2022,4760.2,02/06/2022,1334.66
Closing ceremony,3.2,01/10/2022,296.6,02/28/2022,9168.75
Austrian Olympic Committee,9.2,01/16/2022,33.2,02/08/2022,260.87
Russia,21370.6,01/13/2022,295264.4,02/24/2022,1281.64
List of Olympic teams by medals won,0.0,01/08/2022,268.8,02/20/2022,0
Singapore at the 2018 Winter Olympics,18.2,01/09/2022,578.2,02/04/2022,3076.92
Olympic Committee of the Democratic People's Republic of Korea,26.6,02/28/2022,296.4,02/05/2022,1014.29
Speed skating at the 2022 Winter Olympics – Qualification,29.2,03/02/2022,1842.2,02/06/2022,6208.9
Belarus Olympic Committee,13.8,01/10/2022,64.4,03/03/2022,366.67
Bobsleigh,679.0,01/13/2022,16078.8,02/14/2022,2268.01
Almaty,1496.2,01/22/2022,0.0,01/07/2022,-100.0
Switzerland at the 2022 Winter Olympics,0.0,01/07/2022,2690.0,02/15/2022,0
2030 Winter Olympics,1172.8,03/02/2022,27536.8,02/05/2022,2247.95
Beijing Nanyuan Airport,44.8,01/25/2022,95.4,02/04/2022,112.95
COVID-19 testing,709.6,03/03/2022,0.0,01/08/2022,-100.0
Lithuanian National Radio and Television,81.6,01/09/2022,159.6,02/24/2022,95.59
2000 Summer Olympics,825.4,01/12/2022,2704.6,02/05/2022,227.67
Canada at the 2022 Winter Olympics,0.0,01/07/2022,9690.8,02/07/2022,0
1944 Winter Olympics,0.0,01/07/2022,273.4,02/20/2022,0
Saudi Arabia at the 2022 Winter Olympics,64.6,02/28/2022,1598.6,02/04/2022,2374.61
Alpine skiing at the 2022 Winter Olympics,451.0,03/02/2022,25132.4,02/07/2022,5472.59
Chilean Olympic Committee,7.2,01/09/2022,21.4,02/20/2022,197.22
Xinjiang,3098.4,01/15/2022,5771.2,02/05/2022,86.26
Snowmaking,130.6,03/02/2022,810.2,02/06/2022,520.37
Almaty bid for the 2022 Winter Olympics,85.2,01/15/2022,0.0,01/08/2022,-100.0
Congressional-Executive Commission on China,32.8,01/16/2022,44.0,02/04/2022,34.15
The Virgin Islands Daily News,12.2,01/21/2022,30.4,02/23/2022,149.18
Olympic Committee of Bosnia and Herzegovina,5.8,01/10/2022,18.2,02/08/2022,213.79
The Japan Times,0.0,01/08/2022,234.4,02/13/2022,0
Monaco at the 2022 Winter Olympics,20.2,03/02/2022,503.8,02/15/2022,2394.06
Peru at the 2022 Winter Olympics,16.2,03/03/2022,1418.0,02/05/2022,8653.09
Court of Arbitration for Sport,0.0,01/08/2022,2549.8,02/14/2022,0
Oslo,2356.8,01/15/2022,3030.4,02/13/2022,28.58
1972 Summer Olympics,747.8,01/11/2022,2157.6,02/05/2022,188.53
Short track speed skating at the 2022 Winter Olympics,180.8,03/03/2022,16136.0,02/07/2022,8824.78
Beijing,4625.0,01/15/2022,21578.8,02/05/2022,366.57
Beijing National Indoor Stadium,114.6,03/03/2022,1286.6,02/05/2022,1022.69
Streaming media,8122.2,03/03/2022,0.0,01/08/2022,-100.0
2022 Winter Olympics closing ceremony,79.4,01/16/2022,6528.0,02/20/2022,8121.66
People's Liberation Army,2460.4,01/16/2022,7189.4,02/25/2022,192.2
Zhangshanying,11.0,01/21/2022,202.2,02/07/2022,1738.18
Eesti Rahvusringhääling,0.0,01/07/2022,140.4,02/24/2022,0
Winter Olympic Games,4131.6,01/14/2022,51681.0,02/04/2022,1150.87
Messenia,138.4,01/21/2022,168.8,02/13/2022,21.97
1980 Summer Olympics,742.8,01/09/2022,2793.8,02/05/2022,276.12
2014 Summer Youth Olympics,88.8,01/12/2022,329.2,02/04/2022,270.72
The New York Times,5646.0,01/15/2022,10630.8,02/13/2022,88.29
Global News,210.8,01/15/2022,551.2,02/22/2022,161.48
BBC,0.0,01/08/2022,36605.4,02/27/2022,0
Poland at the 2022 Winter Olympics,57.8,03/03/2022,2960.0,02/06/2022,5021.11
Simplified Chinese characters,1643.2,01/16/2022,2044.0,02/04/2022,24.39
Florian Bauer,4.8,01/11/2022,280.4,02/15/2022,5741.67
Wukesong Sports Centre,79.2,03/03/2022,281.2,02/27/2022,255.05
National Football League,4741.8,02/26/2022,24564.6,02/14/2022,418.04
National Olympic and Sports Association of Iceland,8.6,01/12/2022,23.2,02/04/2022,169.77
Figure skating,1191.2,01/18/2022,11361.0,02/10/2022,853.74
Nanjing,1564.6,02/26/2022,1918.0,02/07/2022,22.59
International Ski Federation,233.2,01/27/2022,1155.4,02/08/2022,395.45
2020–2021 China–India skirmishes,374.6,02/21/2022,3989.0,02/03/2022,964.87
Flag of China,1112.4,01/15/2022,2540.8,02/05/2022,128.41
Impact of the COVID-19 pandemic on sports,0.0,01/08/2022,1101.6,02/27/2022,0
The Diplomat,132.0,01/22/2022,212.4,02/25/2022,60.91
International Bobsleigh and Skeleton Federation,66.6,01/23/2022,522.8,02/13/2022,684.98
Eurosport,197.2,03/03/2022,691.4,01/30/2022,250.61
Time (magazine),1746.2,01/15/2022,2713.2,02/13/2022,55.38
Snowboard cross,0.0,01/07/2022,4718.0,02/12/2022,0
Burner phone,7.8,02/20/2022,116.4,02/04/2022,1392.31
Nordic combined at the 2022 Winter Olympics,85.6,03/03/2022,4937.4,02/09/2022,5667.99
Beijing Olympic Village,18.8,01/14/2022,720.4,02/08/2022,3731.91
Francesco Friedrich,0.0,01/07/2022,1763.0,02/20/2022,0
Alpine skiing at the 2022 Winter Olympics – Qualification,46.6,03/01/2022,3018.6,02/07/2022,6377.68
Ski jumping,520.4,01/13/2022,10557.4,02/06/2022,1928.71
Olympic Committee of Serbia,14.0,02/25/2022,19.6,02/04/2022,40.0
Bernews,8.0,01/22/2022,17.4,02/18/2022,117.5
Zhangjiakou railway station (Opened in 1957),5.4,01/13/2022,49.0,02/04/2022,807.41
Beijing Daxing International Airport,371.6,03/02/2022,773.4,02/04/2022,108.13
University of Strasbourg,154.8,01/21/2022,208.2,02/17/2022,34.5
1920 Summer Olympics,304.0,01/22/2022,982.0,02/20/2022,223.03
Bermuda at the 2018 Winter Olympics,0.0,01/08/2022,78.2,02/04/2022,0
Telemark skiing,189.2,03/03/2022,1319.8,02/06/2022,597.57
1968 Summer Olympics,472.0,01/22/2022,1393.6,02/08/2022,195.25
Lee Seung-hoon,36.4,01/22/2022,669.8,02/19/2022,1740.11
Chinese language,3585.8,02/26/2022,4108.8,02/10/2022,14.59
COVID-19 vaccine,2217.8,03/02/2022,7283.8,02/22/2022,228.42
Jerusalem Post,30.6,01/17/2022,63.4,02/13/2022,107.19
Spanish Olympic Committee,11.4,01/11/2022,43.6,02/08/2022,282.46
