File,Baseline,Baseline Date,Peak,Peak Date,Percent Increase
2006 Asian Games,127.0,07/16/2016,600.4,08/22/2016,372.76
Copacabana Beach,10.4,09/01/2016,126.4,08/06/2016,1115.38
Namibia at the 2016 Summer Olympics,66.0,07/10/2016,547.6,08/06/2016,729.7
Denmark,7962.8,07/30/2016,10118.8,08/19/2016,27.08
2028 Summer Olympics,770.2,09/01/2016,20822.6,08/06/2016,2603.53
Doping in East Germany,274.0,07/16/2016,2327.2,08/13/2016,749.34
Environmental issues in Brazil,59.0,07/16/2016,194.4,08/06/2016,229.49
Nicaragua at the 2016 Summer Olympics,0.0,07/08/2016,997.0,08/06/2016,0
1912 Summer Olympics,430.4,07/16/2016,3129.8,08/22/2016,627.18
National Olympic Committee,217.8,07/15/2016,2471.0,08/06/2016,1034.53
Handball at the 2016 Summer Olympics,361.8,09/01/2016,22128.0,08/15/2016,6016.09
Centro (Rio de Janeiro),16.8,09/01/2016,207.6,08/06/2016,1135.71
The Gambia at the 2016 Summer Olympics,65.6,07/10/2016,518.0,08/06/2016,689.63
1896 Summer Olympics,1274.2,07/16/2016,14126.8,08/06/2016,1008.68
List of Olympic Games host cities,7051.0,07/15/2016,156851.2,08/06/2016,2124.52
Olympic diploma,27.6,07/13/2016,457.6,08/21/2016,1557.97
Palestine at the 2016 Summer Olympics,0.0,07/08/2016,2328.6,08/06/2016,0
Mexico at the 2016 Summer Olympics,323.6,08/31/2016,8471.0,08/06/2016,2517.74
Barra Olympic Park,79.4,07/16/2016,1878.0,08/06/2016,2265.24
Lebanon at the 2016 Summer Olympics,0.0,07/09/2016,1755.4,08/06/2016,0
Denmark at the 2016 Summer Olympics,0.0,07/09/2016,3211.8,08/14/2016,0
Hong Kong at the 2016 Summer Olympics,0.0,07/08/2016,2439.0,08/06/2016,0
Swimming at the 2016 Summer Olympics,1985.2,07/15/2016,83797.6,08/10/2016,4121.12
G1 (website),6.0,07/12/2016,14.0,08/07/2016,133.33
United Arab Emirates at the 2016 Summer Olympics,0.0,07/09/2016,1743.2,08/10/2016,0
8K resolution,946.2,07/23/2016,1467.0,08/02/2016,55.04
Latin America,2484.2,07/30/2016,3044.2,08/29/2016,22.54
Dominica at the 2016 Summer Olympics,0.0,07/09/2016,612.2,08/06/2016,0
Latvia at the 2016 Summer Olympics,118.4,08/31/2016,1396.0,08/06/2016,1079.05
China Central Television,347.4,07/17/2016,539.4,08/06/2016,55.27
Badminton at the 2016 Summer Olympics – Qualification,121.0,09/01/2016,4806.0,08/14/2016,3871.9
"Olympia, Greece",611.2,07/16/2016,2574.8,08/06/2016,321.27
Brazilian Portuguese,312.4,07/23/2016,1358.0,08/06/2016,334.7
Maracana Stadium,9.2,07/31/2016,88.0,08/05/2016,856.52
Pontal (Rio de Janeiro),0.0,07/09/2016,594.4,08/06/2016,0
ESPN.com,99.2,07/23/2016,173.0,08/23/2016,74.4
Thailand at the 2016 Summer Olympics,154.4,09/01/2016,6053.2,08/07/2016,3820.47
Vice President of Brazil,29.0,07/15/2016,499.4,08/06/2016,1622.07
Future Arena,0.0,07/08/2016,1479.8,08/06/2016,0
2006 Winter Olympics,399.4,07/15/2016,3596.6,08/06/2016,800.5
Bulgaria at the 2016 Summer Olympics,147.4,09/01/2016,2362.6,08/21/2016,1502.85
International Paralympic Committee,98.2,07/16/2016,817.0,08/08/2016,731.98
Antigua and Barbuda at the 2016 Summer Olympics,0.0,07/09/2016,588.2,08/06/2016,0
Cambodia at the 2016 Summer Olympics,0.0,07/09/2016,1577.6,08/06/2016,0
International Sailing Federation,0.0,07/09/2016,117.2,08/12/2016,0
Water polo at the 2016 Summer Olympics,326.2,09/01/2016,17470.0,08/15/2016,5255.61
Equatorial Guinea at the 2016 Summer Olympics,47.2,07/10/2016,391.0,08/06/2016,728.39
Nia Ali,122.0,07/20/2016,16675.4,08/18/2016,13568.36
Brazilian Navy,0.0,07/08/2016,584.0,08/06/2016,0
Golf Channel on NBC,51.0,08/30/2016,166.0,07/17/2016,225.49
Fort Copacabana,75.8,09/01/2016,2219.2,08/06/2016,2827.7
1972 Winter Olympics,202.8,07/16/2016,884.2,08/22/2016,336.0
South Sudan at the 2016 Summer Olympics,0.0,07/08/2016,823.2,08/06/2016,0
Pelé,5568.0,07/26/2016,23859.8,08/06/2016,328.52
The Girl from Ipanema,0.0,07/08/2016,17381.6,08/06/2016,0
The Wall Street Journal,1284.6,07/16/2016,0.0,07/08/2016,-100.0
Doha,0.0,07/09/2016,2514.2,08/06/2016,0
World Health Organization,2213.2,07/23/2016,2671.2,07/31/2016,20.69
Shooting at the 2016 Summer Olympics,0.0,07/08/2016,18114.4,08/06/2016,0
Ginásio do Maracanãzinho,45.4,09/01/2016,816.4,08/21/2016,1698.24
Mongolia at the 2016 Summer Olympics,0.0,07/09/2016,1482.0,08/21/2016,0
ARD (broadcaster),233.6,08/27/2016,548.2,08/06/2016,134.67
1944 Summer Olympics,0.0,07/08/2016,2934.8,08/06/2016,0
List of IOC country codes,613.8,07/16/2016,38228.4,08/13/2016,6128.15
"Maracanã, Rio de Janeiro",17.6,08/31/2016,217.6,08/06/2016,1136.36
1998 Winter Olympics,0.0,07/08/2016,2433.2,08/22/2016,0
Olympic sports,1778.2,07/16/2016,14796.0,08/06/2016,732.08
Water polo at the 2016 Summer Olympics – Women's qualification,5.8,08/31/2016,84.0,08/09/2016,1348.28
Nike (mythology),1224.8,07/18/2016,2061.0,08/22/2016,68.27
Arena da Amazônia,122.4,08/28/2016,977.0,08/09/2016,698.2
Yuriko Koike,319.6,07/16/2016,5333.6,08/01/2016,1568.84
São Paulo (state),459.8,07/23/2016,1247.6,08/06/2016,171.34
Djibouti at the 2016 Summer Olympics,0.0,07/09/2016,611.6,08/06/2016,0
Grenada at the 2016 Summer Olympics,0.0,07/09/2016,1003.4,08/15/2016,0
Japan,14360.8,07/23/2016,19596.6,07/13/2016,36.46
Itaipava Arena Fonte Nova,53.4,08/31/2016,453.6,08/04/2016,749.44
Germany at the 2016 Summer Olympics,448.4,09/01/2016,13297.2,08/20/2016,2865.48
Bahia,371.0,07/15/2016,826.0,08/06/2016,122.64
2016 Olympics,72.8,09/01/2016,2126.0,08/06/2016,2820.33
1980 Winter Olympics,415.4,07/15/2016,3230.0,08/06/2016,677.56
Estádio Olímpico João Havelange,211.2,08/31/2016,4327.2,08/13/2016,1948.86
Kyrgyzstan at the 2016 Summer Olympics,0.0,07/09/2016,881.0,08/10/2016,0
Guanabara Bay,227.6,08/31/2016,2573.0,08/06/2016,1030.49
2018 Winter Olympics,3350.8,07/15/2016,89744.4,08/22/2016,2578.3
Uganda at the 2016 Summer Olympics,86.8,07/10/2016,734.6,08/06/2016,746.31
Nauru at the 2016 Summer Olympics,0.0,07/08/2016,869.8,08/06/2016,0
Olympiad,0.0,07/09/2016,3183.8,08/06/2016,0
List of 2016 Summer Olympics broadcasters,172.0,09/01/2016,38379.2,08/06/2016,22213.49
Guatemala at the 2016 Summer Olympics,0.0,07/09/2016,1537.8,08/06/2016,0
List of participating nations at the Summer Olympic Games,0.0,07/09/2016,16699.0,08/06/2016,0
The Guardian,3066.6,08/06/2016,0.0,07/08/2016,-100.0
List of Olympic mascots,0.0,07/09/2016,4040.8,08/15/2016,0
Cycling at the 2016 Summer Olympics – Qualification,39.0,09/01/2016,1393.8,08/06/2016,3473.85
Cyprus at the 2016 Summer Olympics,122.0,07/15/2016,794.6,08/06/2016,551.31
Cape Verde at the 2016 Summer Olympics,0.0,07/09/2016,651.8,08/06/2016,0
Athletics at the 2016 Summer Olympics,2838.2,07/15/2016,76042.4,08/15/2016,2579.25
2016 in Brazil,13.6,07/17/2016,36.4,08/16/2016,167.65
Deodoro Aquatics Centre,15.4,09/01/2016,340.2,08/08/2016,2109.09
Zika virus,0.0,07/08/2016,23140.8,09/01/2016,0
2002 Winter Olympics,645.8,07/14/2016,5414.0,08/06/2016,738.34
List of 2016 Summer Olympics medal winners,12.2,07/14/2016,3579.0,08/06/2016,29236.07
Gymnastics at the 2016 Summer Olympics,0.0,07/08/2016,54978.6,08/08/2016,0
Eastern Time Zone,2758.2,08/27/2016,3634.2,07/27/2016,31.76
2016 Summer Olympics closing ceremony,0.0,07/09/2016,49569.8,08/21/2016,0
Russia at the 2016 Summer Olympics,542.6,09/01/2016,25233.8,08/08/2016,4550.53
Romania at the 2016 Summer Olympics,181.4,09/01/2016,4930.2,08/08/2016,2617.86
Federal District (Brazil),0.0,07/09/2016,331.6,08/06/2016,0
Philippines at the 2016 Summer Olympics,344.8,08/31/2016,13244.0,08/06/2016,3741.07
Slovakia at the 2016 Summer Olympics,0.0,07/09/2016,1445.8,08/06/2016,0
Climate of Brazil,417.8,07/16/2016,2753.8,08/06/2016,559.12
Canoeing at the 2016 Summer Olympics,0.0,07/08/2016,10848.2,08/16/2016,0
Broadcast delay,144.8,07/16/2016,337.4,08/06/2016,133.01
Copacabana (Rio de Janeiro),87.0,07/23/2016,1063.2,08/06/2016,1122.07
United States,39187.4,08/27/2016,45487.6,07/13/2016,16.08
North Korea at the 2016 Summer Olympics,0.0,07/08/2016,13646.2,08/06/2016,0
Bhutan at the 2016 Summer Olympics,107.0,08/31/2016,1002.2,08/06/2016,836.64
Aruba at the 2016 Summer Olympics,119.0,07/10/2016,992.6,08/06/2016,734.12
Manaus,665.0,07/16/2016,3183.2,08/09/2016,378.68
Basketball at the 2016 Summer Olympics – Men's qualification,50.2,09/01/2016,3256.8,07/10/2016,6387.65
1916 Summer Olympics,0.0,07/09/2016,1904.0,08/22/2016,0
Shooting at the 2016 Summer Olympics – Qualification,95.8,08/31/2016,1922.4,08/06/2016,1906.68
Moldova at the 2016 Summer Olympics,0.0,07/08/2016,791.8,08/06/2016,0
Dolby Atmos,508.6,08/13/2016,604.8,08/04/2016,18.91
1968 Winter Olympics,0.0,07/08/2016,669.4,08/22/2016,0
List of Olympic venues,393.6,07/15/2016,5737.4,08/06/2016,1357.67
Favela,1455.8,07/19/2016,10599.2,08/06/2016,628.07
Jordan at the 2016 Summer Olympics,0.0,07/09/2016,1583.2,08/19/2016,0
Wayback Machine,1602.0,07/16/2016,2100.6,08/29/2016,31.12
Brianna Rollins,171.0,07/20/2016,14026.4,08/18/2016,8102.57
Russia at the 2016 Summer Paralympics,0.0,07/08/2016,232.0,08/07/2016,0
Athletics at the 2004 Summer Olympics – Men's marathon,45.6,07/16/2016,2415.4,08/06/2016,5196.93
Kazakhstan at the 2016 Summer Olympics,0.0,07/08/2016,2995.8,08/11/2016,0
2014 FEI World Equestrian Games,0.0,07/08/2016,189.8,08/09/2016,0
Golf,2332.0,08/27/2016,4874.6,07/12/2016,109.03
Bahrain at the 2016 Summer Olympics,0.0,07/09/2016,2874.6,08/15/2016,0
Minas Gerais,407.0,07/23/2016,856.8,08/06/2016,110.52
Yemen at the 2016 Summer Olympics,0.0,07/09/2016,499.4,08/06/2016,0
Saint Vincent and the Grenadines at the 2016 Summer Olympics,0.0,07/09/2016,544.2,08/06/2016,0
New Zealand at the 2016 Summer Olympics,381.0,07/10/2016,4264.0,08/06/2016,1019.16
Triathlon at the 2016 Summer Olympics – Qualification,13.6,09/01/2016,432.4,08/18/2016,3079.41
Bids for Olympic Games,325.4,07/16/2016,4564.0,08/06/2016,1302.58
Olympic Games,0.0,07/08/2016,137241.2,08/06/2016,0
Lists of Olympic medalists,97.8,09/01/2016,6340.4,08/10/2016,6383.03
European migrant crisis,1284.0,08/14/2016,1941.4,07/21/2016,51.2
Israel at the 2016 Summer Olympics,364.0,07/16/2016,4326.6,08/06/2016,1088.63
Deutsche Welle,370.0,07/10/2016,456.2,07/22/2016,23.3
Tokyo,4946.8,07/23/2016,10790.2,08/22/2016,118.12
Ethiopia at the 2016 Summer Olympics,0.0,07/08/2016,2253.2,08/12/2016,0
United Nations Office at Geneva,0.0,07/08/2016,275.0,07/17/2016,0
United Kingdom,20322.0,08/27/2016,34247.4,07/13/2016,68.52
Russian Olympic Committee,17.0,09/01/2016,232.8,08/07/2016,1269.41
Norway at the 2016 Summer Olympics,0.0,07/09/2016,1441.2,08/06/2016,0
The Huffington Post,2087.0,08/06/2016,3595.0,08/11/2016,72.26
Holland Heineken House,0.0,07/08/2016,85.0,08/04/2016,0
Salvador (Bahia),0.0,07/08/2016,15.8,08/26/2016,0
Carioca Arena 1,53.8,09/01/2016,1551.8,08/06/2016,2784.39
1952 Summer Olympics,440.6,07/16/2016,2545.6,07/19/2016,477.76
Luxembourg at the 2016 Summer Olympics,0.0,07/09/2016,631.2,08/06/2016,0
Boxing at the 2016 Summer Olympics,1033.6,07/15/2016,24928.0,08/15/2016,2311.76
Money laundering,2412.2,08/14/2016,3155.4,08/22/2016,30.81
"Temple of Hera, Olympia",71.4,07/11/2016,236.4,08/06/2016,231.09
Fiji at the 2016 Summer Olympics,0.0,07/09/2016,3800.2,08/12/2016,0
Zambia at the 2016 Summer Olympics,0.0,07/09/2016,717.6,08/06/2016,0
1964 Winter Olympics,125.8,07/16/2016,641.6,08/22/2016,410.02
Olympic Stadium,211.6,07/16/2016,1336.2,08/06/2016,531.47
São Tomé and Príncipe at the 2016 Summer Olympics,0.0,07/08/2016,368.6,08/06/2016,0
Golf at the 1904 Summer Olympics,36.0,09/01/2016,2077.6,08/14/2016,5671.11
Benin at the 2016 Summer Olympics,0.0,07/09/2016,469.8,08/06/2016,0
Lithuania at the 2016 Summer Olympics,160.2,08/31/2016,2288.2,08/06/2016,1328.34
Bolivia at the 2016 Summer Olympics,110.0,07/14/2016,742.2,08/06/2016,574.73
Australia at the 2016 Summer Olympics,0.0,07/08/2016,9715.8,08/07/2016,0
Al Jazeera,1279.6,08/12/2016,2451.8,08/16/2016,91.61
2020 Summer Olympics,5603.4,07/15/2016,110157.8,08/06/2016,1865.91
Central African Republic at the 2016 Summer Olympics,0.0,07/09/2016,304.4,08/06/2016,0
World War II,21123.4,08/20/2016,25690.2,07/12/2016,21.62
1994 Winter Olympics,387.2,07/15/2016,2561.6,08/22/2016,561.57
1936 Winter Olympics,0.0,07/08/2016,1179.4,08/06/2016,0
Japan at the 2016 Summer Olympics,0.0,07/09/2016,7714.2,08/11/2016,0
Olympic Charter,0.0,07/09/2016,679.0,08/06/2016,0
Buenos Aires,2229.6,07/16/2016,2973.8,08/06/2016,33.38
Multi-sport event,258.0,07/16/2016,1145.4,08/06/2016,343.95
Armenia at the 2016 Summer Olympics,120.4,09/01/2016,3111.4,08/16/2016,2484.22
1948 Summer Olympics,595.2,07/15/2016,4703.2,08/06/2016,690.19
Zimbabwe at the 2016 Summer Olympics,0.0,07/09/2016,1744.4,08/06/2016,0
Taekwondo at the 2016 Summer Olympics,446.4,07/15/2016,23952.2,08/18/2016,5265.64
1900 Summer Olympics,0.0,07/09/2016,8573.8,08/09/2016,0
Handball at the 2016 Summer Olympics – Women's qualification,15.4,09/01/2016,465.2,08/06/2016,2920.78
2016 Winter Youth Olympics,162.2,07/14/2016,842.0,08/22/2016,419.11
Mineirão,143.2,08/28/2016,628.0,08/20/2016,338.55
Archery at the 2016 Summer Olympics,418.6,09/01/2016,26701.4,08/07/2016,6278.74
Michel Temer,0.0,07/09/2016,9763.0,09/01/2016,0
World Rugby,143.8,07/15/2016,511.8,08/11/2016,255.91
CNN,2309.6,08/13/2016,3303.2,07/19/2016,43.02
Carioca Arena 3,0.0,07/08/2016,708.2,08/06/2016,0
Georgia at the 2016 Summer Olympics,0.0,07/09/2016,1917.8,08/17/2016,0
Windsurfing,505.0,07/16/2016,815.8,08/14/2016,61.54
Impeachment of Dilma Rousseff,4.2,07/24/2016,1709.6,09/01/2016,40604.76
Rio Olympic Arena,0.0,07/09/2016,54.0,08/12/2016,0
Carioca Arena 2,0.0,07/09/2016,711.4,08/06/2016,0
Northrop F-5,0.0,07/09/2016,2347.8,07/23/2016,0
Nawal El Moutawakel,69.0,07/10/2016,467.8,08/06/2016,577.97
United States at the 2016 Summer Olympics,1318.6,09/01/2016,41060.6,08/06/2016,3013.95
Associated Press,1492.8,07/10/2016,2066.0,08/24/2016,38.4
Adweek,67.6,07/10/2016,89.6,07/18/2016,32.54
Ukraine at the 2016 Summer Olympics,154.4,09/01/2016,3219.2,08/08/2016,1984.97
Colonialism and the Olympic Games,27.4,07/10/2016,144.2,08/06/2016,426.28
2014 Winter Olympics,1644.4,07/13/2016,15269.8,08/06/2016,828.59
Global warming,6702.0,07/16/2016,11473.0,07/12/2016,71.19
Isaquias Queiroz,11.2,07/10/2016,1608.8,08/20/2016,14264.29
Bermuda at the 2016 Summer Olympics,101.8,07/14/2016,605.6,08/06/2016,494.89
Swimming at the 2016 Summer Olympics – Qualification,131.2,09/01/2016,5660.4,08/08/2016,4214.33
Richard McLaren (academic),0.0,07/08/2016,453.0,07/18/2016,0
Niger at the 2016 Summer Olympics,0.0,07/09/2016,1144.2,08/21/2016,0
1960 Winter Olympics,257.2,07/15/2016,1800.4,08/06/2016,600.0
Turkmenistan at the 2016 Summer Olympics,0.0,07/09/2016,586.6,08/06/2016,0
Albania at the 2016 Summer Olympics,87.6,09/01/2016,1630.0,08/06/2016,1760.73
2024 Summer Olympics,6116.0,07/15/2016,130197.4,08/06/2016,2028.8
Doping at the Olympic Games,477.6,07/16/2016,6184.6,08/09/2016,1194.93
2018 Summer Youth Olympics,181.0,07/14/2016,1289.8,08/22/2016,612.6
1956 Summer Olympics,606.0,07/16/2016,5623.6,08/06/2016,827.99
Burundi at the 2016 Summer Olympics,0.0,07/09/2016,853.2,08/21/2016,0
Table tennis at the 2016 Summer Olympics – Qualification,56.2,08/31/2016,1590.8,08/07/2016,2730.6
Andorra at the 2016 Summer Olympics,0.0,07/09/2016,726.6,08/06/2016,0
Kuwait,4191.0,07/22/2016,5185.2,08/14/2016,23.72
Austria at the 2016 Summer Olympics,0.0,07/09/2016,1200.2,08/06/2016,0
1928 Winter Olympics,0.0,07/08/2016,533.2,08/06/2016,0
Liechtenstein at the 2016 Summer Olympics,0.0,07/09/2016,788.4,08/06/2016,0
Volleyball at the 2016 Summer Olympics,870.2,09/01/2016,51100.6,08/16/2016,5772.28
Rugby sevens,0.0,07/08/2016,23874.6,08/11/2016,0
South Korea at the 2016 Summer Olympics,0.0,07/09/2016,9175.6,08/07/2016,0
Telenovela,803.4,08/07/2016,763.2,09/01/2016,-5.0
Spain,9239.0,07/23/2016,11674.6,08/19/2016,26.36
1992 Winter Olympics,0.0,07/08/2016,2658.2,08/06/2016,0
Port of Rio de Janeiro,0.0,07/09/2016,145.0,08/06/2016,0
American Samoa at the 2016 Summer Olympics,0.0,07/08/2016,3863.0,08/05/2016,0
Taekwondo at the 2016 Summer Olympics – Qualification,49.2,09/01/2016,1748.4,08/18/2016,3453.66
Leblon,90.4,07/17/2016,531.8,08/06/2016,488.27
Belize at the 2016 Summer Olympics,0.0,07/09/2016,877.6,08/06/2016,0
Candelária Church,0.0,07/09/2016,317.2,08/06/2016,0
Kosovo at the 2016 Summer Olympics,142.2,09/01/2016,4936.6,08/08/2016,3371.59
Papua New Guinea at the 2016 Summer Olympics,0.0,07/09/2016,503.4,08/06/2016,0
Qatar at the 2016 Summer Olympics,0.0,07/09/2016,1402.6,08/06/2016,0
Prague bid for the 2016 Summer Olympics,21.8,07/16/2016,127.6,08/06/2016,485.32
Riocentro,72.8,07/10/2016,661.2,08/07/2016,808.24
Kristi Castlin,255.6,07/21/2016,20429.6,08/18/2016,7892.8
Rio de Janeiro bid for the 2016 Summer Olympics,421.0,07/16/2016,5565.2,08/06/2016,1221.9
The Nation,430.0,08/21/2016,642.6,07/28/2016,49.44
Tennis at the 2016 Summer Olympics,2780.8,08/28/2016,50241.6,08/14/2016,1706.73
1988 Winter Olympics,595.8,07/14/2016,2491.6,08/06/2016,318.19
Colombia at the 2016 Summer Olympics,165.0,09/01/2016,3588.6,08/06/2016,2074.91
Yahoo!,3326.4,07/10/2016,15972.4,07/25/2016,380.17
2010 Winter Olympics,767.8,07/15/2016,6622.6,08/06/2016,762.54
Cameroon at the 2016 Summer Olympics,0.0,07/09/2016,734.2,08/06/2016,0
RTBF,72.2,07/23/2016,143.8,08/06/2016,99.17
Organizing Committee of the Olympic and Paralympic Games Rio 2016,0.0,07/09/2016,150.2,08/22/2016,0
Azerbaijan at the 2016 Summer Olympics,0.0,07/09/2016,4202.4,08/21/2016,0
Czech Republic at the 2016 Summer Olympics,0.0,07/08/2016,2073.6,08/06/2016,0
Haiti at the 2016 Summer Olympics,0.0,07/09/2016,1686.4,08/06/2016,0
Badminton at the 2016 Summer Olympics,0.0,07/08/2016,43687.6,08/19/2016,0
Olympic golf course (Rio de Janeiro),20.0,08/31/2016,1086.2,08/06/2016,5331.0
Olympic symbols,3273.8,07/16/2016,30290.8,08/06/2016,825.25
Volleyball at the 2016 Summer Olympics – Men's qualification,70.4,09/01/2016,2372.4,08/16/2016,3269.89
2016 Summer Olympics medal table,0.0,07/08/2016,84479.8,08/21/2016,0
Rede Globo,253.6,07/22/2016,811.0,08/06/2016,219.79
Football at the 2016 Summer Olympics – Men's qualification,9.6,08/30/2016,50.2,08/04/2016,422.92
Youth Olympic Games,398.2,07/23/2016,2073.8,08/22/2016,420.79
Andrucha Waddington,0.0,07/09/2016,356.2,08/06/2016,0
Thomas Bach,0.0,07/09/2016,7450.2,08/22/2016,0
World War I,17958.2,08/13/2016,22020.8,07/13/2016,22.62
Mozambique at the 2016 Summer Olympics,0.0,07/09/2016,378.0,08/06/2016,0
Belgium at the 2016 Summer Olympics,0.0,07/09/2016,2687.8,08/06/2016,0
Guinea-Bissau at the 2016 Summer Olympics,0.0,07/08/2016,310.4,08/06/2016,0
Vanuatu at the 2016 Summer Olympics,0.0,07/09/2016,588.0,08/06/2016,0
Field hockey at the 2016 Summer Olympics – Men's qualification,9.4,09/01/2016,481.6,08/09/2016,5023.4
Athletics at the 2016 Summer Olympics – Women's 100 metres hurdles,25.8,07/20/2016,4726.4,08/18/2016,18219.38
Table tennis at the 2016 Summer Olympics,656.0,07/15/2016,16426.8,08/11/2016,2404.09
Deodoro Stadium,43.8,09/01/2016,1997.4,08/08/2016,4460.27
Gávea,13.6,07/17/2016,71.0,08/07/2016,422.06
Baku,1624.0,07/23/2016,2393.6,07/10/2016,47.39
Folha de S.Paulo,49.0,08/20/2016,58.8,07/18/2016,20.0
1904 Summer Olympics,643.6,07/15/2016,8409.6,08/14/2016,1206.65
Singapore at the 2016 Summer Olympics,0.0,07/09/2016,4855.4,08/13/2016,0
Doping in Russia,206.4,07/16/2016,5994.4,08/08/2016,2804.26
Sugarloaf Mountain (Brazil),0.0,07/08/2016,992.4,08/06/2016,0
1932 Winter Olympics,154.6,07/15/2016,1176.0,08/07/2016,660.67
CBC.ca,49.4,07/22/2016,70.2,08/09/2016,42.11
List of Olympians killed in World War I,35.6,07/13/2016,159.6,08/10/2016,348.31
Panathenaic Stadium,331.8,07/16/2016,2043.6,08/06/2016,515.91
2016 Summer Olympics closing ceremony flag bearers,55.2,07/14/2016,3384.2,08/21/2016,6030.8
Madrid bid for the 2016 Summer Olympics,52.2,07/16/2016,419.2,08/06/2016,703.07
Tajikistan at the 2016 Summer Olympics,0.0,07/09/2016,1386.4,08/20/2016,0
World Anti-Doping Agency,425.6,07/14/2016,1672.8,08/09/2016,293.05
