File,Percent Increase
The Americans (season 4),17.97
Michael C. Hall,21.9
Desert Island Discs,27.13
Sony Pictures Television,31.21
Rosa 'Queen Elizabeth',158.33
The Fugitive (season 3),66.67
A Question of Attribution,485.0
Duke of Normandy,34.55
58th Primetime Emmy Awards,-100.0
Harry Treadaway,266.7
Henry VIII (TV serial),49.23
The Good Wife (season 5),53.06
"Michael Adeane, Baron Adeane",906.75
Stranger Things,48.58
Vikings (2013 TV series),192.7
67th Primetime Emmy Awards,-100.0
Hugo Vickers,0
Deadline Hollywood,91.57
Supreme Governor of the Church of England,0
List of The Waltons episodes,35.83
Stories of the Century,104.2
List of royal guests at the coronation of Elizabeth II,123.68
Maverick (TV series),37.66
Breaking Bad (season 3),-100.0
Party of Five,188.65
NET Playhouse,257.14
Camilla Shand,3501.47
China Beach,22.5
20th Primetime Emmy Awards,55.0
Golden Jubilee of Elizabeth II,389.15
Jeannette Charles,65.19
Jodi Balfour,182.54
Helena Bonham Carter,326.79
Robin Woods,0
The Guardian,28.93
Martin Phipps,644.5
Dragnet (1951 TV series),23.72
Daily Express,62.75
Dogs (TV series),-100.0
The West Wing (season 2),140.67
ER (season 3),8.82
Robert Montgomery Presents,9.78
Harold Wilson,5666.73
Blown Away (TV series),-100.0
Gunsmoke,50.85
2012 Summer Olympics opening ceremony,55.72
Rush (2013 film),139.63
Monarchy of Canada,83.73
Monarchy of Australia,26.01
The Uncommon Reader,41.21
Grey's Anatomy,143.16
List of Twin Peaks episodes,-100.0
Thames Diamond Jubilee Pageant,-6.63
"Wellington College, Berkshire",228.53
Hereafter (film),24.08
Carrozza,64.58
A Queen Is Crowned,105.66
Queen of Trinidad and Tobago,177.78
Love & Anarchy (TV series),122.5
Country definitives,83.82
Jubilee line,32.9
Pankaj Chandak,235.23
The Crown (TV series),0
24 (season 1),13.6
Dynasty (1981 TV series),46.64
Almería,-100.0
71st Primetime Emmy Awards,109.18
Wedding of Prince Charles and Lady Diana Spencer,203.81
Peggy Noonan,137.22
Political asylum,98.01
Proclamation of accession of Elizabeth II,85.85
Homecoming (TV series),-100.0
Machin series,122.78
Pillar Box War,293.42
Canadian Broadcasting Corporation,130.09
10 Downing Street,228.17
"Princess Margaret, Countess of Snowdon",1198.47
Jubilee Walkway,52.55
Jacqueline Kennedy,141.14
Gordon Museum of Pathology,1306.67
Silver Jubilee of Elizabeth II,1385.35
Manchester,132.29
The Hollywood Reporter,112.72
Rhodesia's Unilateral Declaration of Independence,212.14
HMS Vanguard (23),49.58
List of St. Elsewhere episodes,0
Mad Men (season 3),11.06
This Is Us (season 3),388.78
Invisible City (TV series),64.29
Operation London Bridge,1370.36
25th Primetime Emmy Awards,10.08
Pieces of Her (TV series),30.28
Vogue (magazine),-100.0
Car Masters: Rust to Riches,50.63
The Diamond Queen (TV programme),71.05
Left Bank Pictures,129.26
Primetime Emmy Award for Outstanding Guest Actress in a Drama Series,6.96
ER (season 4),90.13
Pasteur Institute,246.59
Sunday Times,250.14
Children's Party at the Palace,194.55
Edward VIII,439.2
69th Primetime Emmy Awards,46.83
State Opening of Parliament,54.25
"Lyceum Theatre, London",79.11
Eltham Palace,50.17
Damian Lewis,103.46
Boardwalk Empire (season 2),33.99
The Crown (season 1),0
"Prince Edward, Duke of Windsor",716.12
Billy Graham,61.53
Gender pay gap,250.84
40th Primetime Emmy Awards,32.05
Breaking Bad (season 4),-100.0
The Circle (American TV series),451.62
Monarchy of Belize,110.52
5th Primetime Emmy Awards,3.6
Marburg Files,521.32
Law & Order (season 6),349.67
38th Primetime Emmy Awards,52.41
Thermae Romae,42.99
Reigning Queens,31.36
The Coronation (film),147.69
Daniel Flynn (actor),28.6
Christopher John Lewis,659.63
Princess Alice of Battenberg,6396.69
The Damned United,68.49
Sugar Rush (2018 TV series),843.41
The United States Steel Hour,0.0
Producers Guild of America Award for Best Episodic Drama,89.36
Grey's Anatomy (season 3),34.54
1987 Fijian coups d'état,43.84
The Queen's Beasts,-100.0
Mary of Teck,249.71
11th Primetime Emmy Awards,28.4
That '90s Show,91.38
Hill Street Blues,20.49
The Americans (season 3),7.9
My Next Guest Needs No Introduction with David Letterman,983.96
Formula 1: Drive to Survive,218.41
Kojak,36.66
56th Primetime Emmy Awards,9.36
The Daily Telegraph,55.71
Queen of Malta,0
"Philip, Duke of Edinburgh",644.6
Queen Elizabeth II,510.6
45th Primetime Emmy Awards,49.12
Lou Grant (season 2),28.3
Digital Spy,87.01
Amazon.co.uk,116.07
Royal Marriages Act 1772,232.83
Queen Elizabeth II Coronation Medal,80.26
Nailed It!,422.17
Pulitzer Prize Playhouse,14.81
Andy Harries,107.82
Mad Men (season 4),66.76
Sunderland 'Til I Die,30.25
1975 Australian constitutional crisis,60.29
Satellite Award for Best Television Series – Drama,87.93
Princess Anne,1020.81
Netflix,32.17
Haunted (2018 TV series),-100.0
I Think You Should Leave with Tim Robinson,37.07
Tony Blair,456.8
Beastars,-100.0
Claire Foy,272.02
Queen of Uganda,-100.0
The X-Files (season 1),6.98
Selling Sunset,146.85
Columbo (season 1),64.78
List of prime ministers of Elizabeth II,1314.67
List of Medical Center episodes,32.85
Dodi Fayed,101.78
Rupert Gregson-Williams,90.67
Dexter (TV series),20.27
Lost (TV series),-100.0
Gloriana (barge),17.82
14th Primetime Emmy Awards,40.78
Kurt Hahn,185.14
Diamond Jubilee Pageant,0
Princess Marina of Greece and Denmark,212.67
Justified (TV series),-100.0
Monarchy of South Africa,125.38
Jonny Lee Miller,-100.0
Marion Bailey,1458.42
The Royal Tour of the Caribbean,25.64
Alex Allan,66.15
Loseley Park,129.68
Mission: Impossible (season 2),28.21
Death of a Salesman (1985 film),416.1
House (TV series),39.84
List of titles and honours of Elizabeth II,244.51
Elstree Studios (Shenley Road),-100.0
The Sopranos (season 1),19.04
43rd Primetime Emmy Awards,51.45
Monarchy: The Royal Family at Work,520.14
Gibraltar Diamond Jubilee Flotilla,252.38
Shadow and Bone (TV series),88.77
List of Hill Street Blues episodes,39.31
The Times,31.48
Ultraman (manga),-28.02
Homicide: Life on the Street,17.91
Homicide: Life on the Street (season 6),108.9
List of Six Feet Under episodes,30.96
The Knick,14.79
"Antony Armstrong-Jones, 1st Earl of Snowdon",1071.25
ComingSoon.net,69.57
Sir Clement Price Thomas,383.72
The Queen (2006 film),186.54
Denis Thatcher,44.79
1982 Paris–Dakar Rally,456.67
Jonathan Pryce,141.91
Party at the Palace,10.94
Columbo,-100.0
"Death of Diana, Princess of Wales",-100.0
Thirtysomething,32.01
Lou Grant (TV series),31.46
Belvoir Castle,178.68
Queen Elizabeth II domestic rate stamp (Canada),61.04
24th Primetime Emmy Awards,-8.57
Street Food (TV series),98.8
"Louis Mountbatten, 1st Earl Mountbatten of Burma",2409.88
The Witcher (TV series),290.12
Queen of Tanganyika,-100.0
21st Primetime Emmy Awards,58.33
"List of Marcus Welby, M.D. episodes",124.69
Waddesdon Manor,84.76
Hans Zimmer,24.11
2002 Golden Jubilee Honours,145.21
John F. Kennedy,135.02
Lou Grant (season 3),73.81
BBC News,71.87
Wilton House,133.33
70th Primetime Emmy Awards,21.68
Commander-in-Chief of the Canadian Armed Forces,217.47
Lancaster House,177.93
Coronation chicken,41.75
The Practice,27.12
Lost (season 2),16.79
Twitter,188.2
List of Kojak episodes,74.01
Royal Family (film),0
Stephen Boxer,467.65
The Wire (season 4),27.93
Head of the Commonwealth,33.6
Tobias Menzies,1291.51
37th Primetime Emmy Awards,52.88
59th Primetime Emmy Awards,117.14
3rd Primetime Emmy Awards,0
God Save the Queen (Sex Pistols song),29.54
Grey's Anatomy (season 2),19.34
The Independent,19.53
Diamond Jubilee Concert,38.97
Anthony Blunt,8351.7
Longford (film),106.23
Stranger Things (season 1),121.41
Law & Order (season 7),229.37
Producers' Showcase,51.06
Queen of Guyana,112.86
List of Party of Five episodes,73.0
22nd Primetime Emmy Awards,36.04
Screen Actors Guild Award for Outstanding Performance by an Ensemble in a Drama Series,53.52
John Connally,240.16
L.A. Law,27.2
Tom Burke (actor),120.88
66th Primetime Emmy Awards,91.31
Lia Williams,209.85
Breaking Bad (season 5),-100.0
HMY Britannia,169.78
Natascha McElhone,31.83
Game of Thrones,57.35
NYPD Blue (season 2),108.06
Primetime Emmy Award for Outstanding Drama Series,114.17
Lord of Mann,56.43
The Queen's Corgi,38.95
The Dragon Prince,1142.58
Queen Elizabeth II (painting),0
The West Wing (season 4),16.36
ER (season 5),39.06
CSI: Crime Scene Investigation,13.68
Alex Jennings,496.76
Victoria Hamilton,444.75
Mannix (season 4),0.0
Burmese (horse),288.15
Stephen Dillane,41.27
Elite (TV series),-100.0
Julian Jarrold,-100.0
List of The Affair episodes,635.92
Vietnam War,56.31
34th Primetime Emmy Awards,634.12
Lost (season 1),-100.0
My So-Called Life,317.78
The Coronation Theatre: Portrait of HM Queen Elizabeth II,212.5
Execution of the Romanov family,10.35
Aureole (horse),285.16
31st Primetime Emmy Awards,20.56
Nicholas Farrell,44.64
Matthew Goode,-100.0
List of official openings by Elizabeth II in Australia,62.5
Monarchy of Saint Kitts and Nevis,97.37
Entertainment Weekly,54.57
The Wire,47.36
The Audience (2013 play),418.36
Golden Globe Award for Best Television Series – Drama,72.89
Her Majesty (song),6.76
"Penelope Knatchbull, Countess Mountbatten of Burma",499.17
Stephen Daldry,65.9
Rhythm + Flow,660.05
Susan (dog),109.77
Dominic West,232.4
65th Primetime Emmy Awards,30.12
NYPD Blue (season 1),101.51
Queen Elizabeth II Golden Jubilee Medal,185.05
Prequel,31.88
Villa Guardamangia,240.17
Alcoa Theatre,22.92
Breakdancing,42.6
Rotten Tomatoes,21.62
Benjamin Caron,0
Charles Dance,360.87
53rd Primetime Emmy Awards,-1.08
9th Primetime Emmy Awards,44.29
Marcus Sarjeant,111.78
"Martin Charteris, Baron Charteris of Amisfield",513.75
John Grigg (writer),0
Dominion of Ceylon,100.95
The Handmaid's Tale (TV series),-100.0
Cagney & Lacey,45.69
I'll Fly Away (TV series),30.37
Mission: Impossible (season 1),41.46
Monarchy of Fiji,-3.2
Emerald Fennell,1039.8
Spitting Image,-6.06
Mark Lewis Jones,151.86
Bob Hawke,0
Taco Chronicles,0
The Waltons,35.88
18th Primetime Emmy Awards,31.16
"Murder, She Wrote",76.13
Edens Zero,71.53
32nd Primetime Emmy Awards,74.53
Private Secretary to the Sovereign,374.66
Alexandria,12.32
Wedding of Princess Elizabeth and Philip Mountbatten,508.99
List of Machin stamps,79.87
Ardverikie House,130.84
Vanity Fair (magazine),34.73
The Rockford Files (season 4),171.43
How to Sell Drugs Online (Fast),16.62
Homicide: Life on the Street (season 5),44.71
Chatham Dockyard,23.95
The X-Files (season 3),-100.0
The Umbrella Academy (TV series),73.12
Dame Judi Dench,1097.14
49th Primetime Emmy Awards,23.9
Cruden Bay,30.0
"Charles, Prince of Wales",627.92
The Queen and I (novel),182.21
Wilding series,54.72
1977 Silver Jubilee and Birthday Honours,131.27
Eton College,42.68
Her Majesty Queen Elizabeth II – An 80th Birthday Portrait,80.56
Jared Harris,30.4
60th Primetime Emmy Awards,157.4
"Anne, Princess Royal",1660.32
2012 Diamond Jubilee Honours,77.68
Historical drama,240.13
Amazon.com,19.74
27th Primetime Emmy Awards,10.19
24 (TV series),26.51
"Royal Naval College, Greenwich",105.68
Peter Morgan,397.01
Anthony Eden,443.68
Vanessa Kirby,82.1
The Snuke,28.99
Prince Philip,683.8
Stanisław Albrecht Radziwiłł,57.57
46th Primetime Emmy Awards,10.26
Cobham Hall,27.5
Mad Men (season 7),20.12
Sapphire Jubilee of Elizabeth II,431.4
Masters of the Universe: Revelation,74.19
Sagana Lodge,304.74
IMDb,32.5
"Martha, Meet Frank, Daniel and Laurence",67.12
BuzzFeed News,39.71
Dean of Windsor,7490.0
Lyndon B. Johnson,263.78
"List of Upstairs, Downstairs episodes",73.97
28th Primetime Emmy Awards,66.34
Monarchy of Jamaica,61.25
The Rockford Files,29.74
The X-Files (season 2),27.73
Anton Lesser,163.81
Billions (TV series),28.86
Buckingham Palace,114.83
Homicide: Life on the Street (season 4),21.31
Columbo (season 2),108.23
17th Primetime Emmy Awards,64.2
Balmoral Castle,148.26
Baz Bamigboye,118.75
74th Golden Globe Awards,339.64
360 (film),48.88
SS Gothic (1947),69.57
The Defenders (1961 TV series),40.75
"List of Murder, She Wrote episodes",48.1
24 (season 5),18.3
Primetime Emmy Award,40.69
"Upstairs, Downstairs (1971 TV series)",-100.0
50th Primetime Emmy Awards,82.53
Paul Bettany,31.48
The Sopranos,21.01
Minions (film),-37.89
Handbagged,0
The Sopranos (season 3),18.44
4K resolution,32.5
Málaga,-100.0
Southwark Cathedral,143.88
Harold Macmillan,427.8
Undercover (2019 TV series),-100.0
"Rich Man, Poor Man (miniseries)",306.48
The Americans,47.75
Dickie Arbiter,2840.94
Better Call Saul (season 4),-100.0
Castle series stamps,46.67
Ratched (TV series),153.07
Edward Millward,66947.37
"Wallis, Duchess of Windsor",843.0
Lonesome Dove (miniseries),85.26
The Crown (season 2),0
Margaret Thatcher,113.83
Boardwalk Empire (season 1),62.7
Harrods,32.14
Edward Heath,1597.03
Annus horribilis,474.9
John Bowes-Lyon,305.21
Camilla Parker Bowles,659.08
Downton Abbey (series 2),-100.0
6th Primetime Emmy Awards,42.86
Castle of Mey,227.65
Hallmark Hall of Fame,122.59
List of L.A. Law episodes,23.97
Lee Radziwill,55.44
Roddy Llewellyn,0
List of The Handmaid's Tale episodes,-100.0
63rd Primetime Emmy Awards,30.4
Pietro Annigoni's portraits of Elizabeth II,1176.42
Brighton City Airport,24.64
Goldsmiths' Hall,95.54
List of state visits received by Elizabeth II,97.94
Lithgow Plot,254.33
Radio Times,35.65
Paul Sparks,0
ER (TV series),15.4
Richard Roxburgh,92.24
Eileen Atkins,143.2
Tom Brooke,31.72
Bertie Carvel,16.03
Queen's Anniversary Prize,0
List of events during the Silver Jubilee of Elizabeth II,860.0
Queen of Ghana,0
Lesley Manville,-100.0
55th Primetime Emmy Awards,72.05
12th Primetime Emmy Awards,55.71
Ben Daniels,1309.83
Game of Thrones (season 3),25.71
"Sir John Riddell, 13th Baronet",139.47
RadioTimes,38.46
Clancy Brown,100.72
Mannix (season 5),17.91
The Bold Ones: The Senator,49.4
Queen of Kenya,105.71
Game of Thrones (season 8),47.03
President of the United States,46.17
Elizabeth R: A Year in the Life of the Queen,793.55
1992 Windsor Castle fire,0
List of things named after Elizabeth II,193.35
NBC News,32.02
19th Primetime Emmy Awards,61.96
This Is Us,148.46
Somebody Feed Phil,46.44
Winnie-the-Pooh Meets the Queen,-100.0
List of Thirtysomething episodes,35.59
Tanya Seghatchian,0
Oz (TV series),21.92
Dunfermline (horse),0
Princess Margaret,585.36
Diamond Jubilee of Elizabeth II,373.3
Queen of Sierra Leone,31.34
Commonwealth realm,88.63
24 (season 2),13.87
30th Primetime Emmy Awards,9.33
Chip and Potato,284.4
Welsh language,214.98
UHDTV,204.82
British Board of Film Classification,46.48
Bohemian Rhapsody (film),55.1
The Deal (2003 film),49.03
48th Primetime Emmy Awards,49.69
Monarchy of Saint Vincent and the Grenadines,0
The X-Files (season 5),59.06
Falklands War,102.54
Baki the Grappler,115.0
Queen Elizabeth II Diamond Jubilee Medal,115.86
Elizabeth Cross,184.66
Russian Doll (TV series),59.59
John Major,300.77
Greg Wise,156.31
The Queen in Australia,-100.0
Jaguar Cars,19.8
Elizabeth Debicki,68.86
The Shield,-100.0
Edward VII,98.99
List of participants in the coronation procession of Elizabeth II,0
Doctor Who,39.03
Gemma Whelan,335.92
Dookie (dog),56.14
62nd Primetime Emmy Awards,37.74
"Prince Philip, Duke of Edinburgh",580.87
The Jury (TV serial),33.51
Royal corgis,339.53
26th Primetime Emmy Awards,19.01
35th Primetime Emmy Awards,414.42
List of Dynasty (1981 TV series) episodes,92.81
George VI,262.25
List of Netflix original programming,41.67
"Prince Andrew, Duke of York",2236.67
Olivia Williams,61.9
Marie Claire,104.56
Police Story (1973 TV series),44.44
Ely Cathedral,12.12
"Jubilee Gardens, Lambeth",80.9
Mountbatten-Windsor,409.67
Emily in Paris,97.38
List of state visits made by Elizabeth II,483.87
The X-Files,11.97
Paris,30.64
The Last King of Scotland (film),110.58
Monarchy of Papua New Guinea,-100.0
Breaking Bad,-100.0
Colditz (2005 TV series),30.54
61st Primetime Emmy Awards,111.0
Charles III,106.94
Suez Crisis,47.59
Virgin River (TV series),17563.0
Monarchy of Barbados,-3.37
CSI: Crime Scene Investigation (season 5),51.39
64th Primetime Emmy Awards,87.54
Michael Maloney,889.57
John Heffernan (actor),474.55
Spriggan (manga),22.64
Monarchy of Antigua and Barbuda,58.81
Shōgun (1980 miniseries),104.86
Personality and image of Elizabeth II,371.06
The Special Relationship (film),67.41
Sweet Magnolias,134.05
The West Wing (season 1),59.13
Metacritic,0
Monarchy of Grenada,-100.0
Profumo affair,2616.25
Playhouse 90,101.45
Englefield House,159.87
8th Primetime Emmy Awards,16.38
Review aggregator,34.89
Brooklyn Museum,233.61
ER (season 1),61.34
Mannix,18.23
Studio One (American TV series),123.0
33rd Primetime Emmy Awards,50.77
King George VI,264.79
7th Primetime Emmy Awards,11.35
Queen Elizabeth cake,37.04
George V,128.85
Timothy Dalton,63.97
Queer Eye (2018 TV series),253.28
CSI: Crime Scene Investigation (season 4),31.68
Hasnat Khan,102.36
Marion Crawford,271.27
Elizabeth line,42.17
"King's College, London",0
Matt Smith,-100.0
Homeland (season 2),20.64
Explained (TV series),397.83
Andrew Buchan,793.68
Harry S. Truman,24.41
The Queen's Birthday Party,79.78
"Love, Death & Robots",80.16
Jane Lapotaire,4997.61
Ben Miles,214.27
54th Primetime Emmy Awards,90.94
True Detective (season 1),27.2
Oliver Dowden,12.64
Kengan Ashura,459.64
Mark Phillips,1163.88
The Americans (season 6),-100.0
4 route du Champ d'Entraînement,726.41
BuzzFeed,47.53
Game of Thrones (season 5),12.16
Instagram,106.49
Aggretsuko,-100.0
Winston Churchill,222.55
Elizabeth R,335.81
True Detective,25.35
51st Primetime Emmy Awards,22.51
Lost (season 6),24.75
St. Elsewhere,0
Alan Lascelles,450.23
Mad Men,20.85
Royal Christmas Message,9.58
Marcia Warren,716.39
Mohamed Al-Fayed,59.52
13th Primetime Emmy Awards,295.89
Six Feet Under (TV series),9.25
Succession (TV series),-100.0
1999 Australian republic referendum,196.63
Prince Charles,505.05
Khalid Abdalla,88.72
Royal tours of Canada,63.51
MacCormick v Lord Advocate,55.56
Borehamwood,143.96
This Is Us (season 1),283.57
A Royal Night Out,89.73
Dorgi,64.41
47th Primetime Emmy Awards,128.19
Mad Men (season 1),18.55
Boomtown (2002 TV series),57.24
"Prince Harry, Duke of Sussex",-100.0
Michael Shea (diplomat),167.74
Homeland (TV series),32.4
British royal family,403.43
29th Primetime Emmy Awards,119.87
Coronation gown of Elizabeth II,123.26
Estimate (horse),254.55
Time (magazine),188.18
Humayun Saeed,274.68
TCA Award for Outstanding Achievement in Drama,59.68
Young Royals,492.31
Flags of Elizabeth II,89.14
The X-Files (season 4),78.25
War of the Waleses,126.92
Hôtel Ritz Paris,37.18
Andrew Eaton,297.14
The Other Boleyn Girl (2008 film),6.46
The Jewel in the Crown (TV series),63.8
Province of Cádiz,5.77
Queen of the Gambia,74.47
52nd Primetime Emmy Awards,-0.14
Prince Harry,148.81
List of Commonwealth visits made by Elizabeth II,155.28
16th Primetime Emmy Awards,12.82
Twin Peaks,-100.0
The Good Wife,39.92
Height of Fashion (horse),6.67
Lady Diana Spencer,432.67
Geraldine Chaplin,255.32
Master of None,40.45
Defender of the Faith,48.28
24 (season 3),168.75
The Sopranos (season 5),30.9
List of Downton Abbey episodes,-100.0
Sintonia,31.68
Picket Fences,25.12
Roots (1977 miniseries),434.41
Variety (magazine),56.79
Gordonstoun,276.46
Diamond Jubilee Armed Forces Parade and Muster,44.64
Medical Center (TV series),-100.0
Northern Exposure,29.7
Prom at the Palace,161.02
Handover of Hong Kong,671.94
"Marcus Welby, M.D.",22.93
Winchester Cathedral,-100.0
Queen Elizabeth The Queen Mother,349.68
Sex Education (TV series),99.38
